t,s1,s2,s3,s4
0,1.0868316032920093,1.0023438978047265,0.7975323128948851,1.207552833293731
1,1.3962118670014978,1.0218538217772875,0.9937148879082972,1.1097422632615084
2,1.1055819223046925,1.0148596980890112,0.7640228668522376,0.9643724252319613
3,1.1684506389943496,1.0277436101463635,0.7847377971331446,0.976037906061495
4,1.4574261437782225,1.0454129752535892,1.0552504160957468,1.0074449698333106
5,0.9280053716550869,1.0509346518495977,0.7798636958905703,1.0792325441688853
6,1.2346282355097493,0.9927729917049772,1.2983462155688856,1.2569067906494402
7,1.05374280503434,0.9368200021987623,1.2952999022922937,1.4067633520749592
8,0.7791057794954531,0.9692138382286781,1.1277526720789548,1.4848323391649
9,1.239591555248363,1.0634504521338823,1.4421322022246919,1.4130447648293223
10,1.2743347934189646,1.1808781077423207,1.4189802213224978,1.4282996243756323
11,0.7145826228929247,1.238671656113871,0.9242589452016813,1.4973951646736263
12,1.2208412362356797,1.2379354325677359,1.1021636405554736,1.426504935017244
13,1.264408153941676,1.187136007884462,1.075356083721349,1.3672801861903925
14,0.9417923709290953,1.0987891823483336,0.896232863056913,1.3107474714011245
15,1.4337125050268644,1.123084559370768,1.2167050197558678,1.1707617014467482
16,1.9129485997925189,1.196706913984211,1.6907113655957435,1.066669718660159
17,1.3366520301376443,1.1411220362510612,1.450052616743858,1.1528148078628544
18,1.3405123899343643,1.119771553413165,1.407404230871367,1.01731576130445
19,1.595296136518613,1.1838230019268587,1.3994838163522005,1.0953847483943908
20,1.243451915045083,1.0542476578072006,1.2240161716196956,0.9096343998010846
21,1.1105452420433675,1.081119817241108,1.2100031305473113,1.0074449698333106
22,1.5743398976220808,1.0851690467448463,1.4348210503608303,1.0047529357957237
23,1.2009879572810414,1.0380507397922454,1.1752751591940203,0.9230945699890064
24,0.6059410686134836,0.9578023732635935,0.7944859996182931,1.0056502804749192
25,1.2153264365260885,0.9728949559593487,1.2977369529135807,0.9204025359514195
26,1.0465735654118165,0.9809934149668277,1.1551694915684183,1.0011635570789474
27,0.4344307976443854,1.0373145162461102,0.7146725917711899,1.1573015312588262
28,0.7774513395825207,1.2268920793757214,1.03453548581484,1.1348679142789606
29,0.9114609725261911,1.1996518081687466,1.0071186663253766,1.1869139056722537
30,0.4052023591834361,1.1698347545503038,0.7134540664605802,1.264085548082999
31,0.6197280678874921,1.0836965996525785,0.8200750311417743,0.9957794890037768
32,1.3620201088018737,1.134127912562785,1.2556978296963945,0.8719459232749059
33,1.0785594037275918,1.081856040787243,0.9340071476868299,0.8082344510520824
34,1.0625664845696736,1.0369464044730425,0.8663789929461624,0.7669565958091245
35,1.4563231838362676,1.0152278098620788,1.0296613845722657,0.6852982300024041
36,1.2373856353645143,0.9721587324132136,0.8212935564524179,0.6197920684211893
37,1.0940008429145327,0.9692138382286781,0.6988317627328573,0.6494044428346167
38,1.549523298928829,1.0270073866002283,0.9778740588699646,0.7445229788292558
39,1.3669834285404874,1.0575606637648063,0.7810822212012138,0.9195051912722271
40,0.9241450118583058,1.0774386995104348,0.46974900433210265,0.9697564933071319
41,1.3250709507474234,1.1267656771014412,0.7737710693373524,0.9536042890816263
42,1.4392273047364554,1.1337598007897174,0.9437553501719784,1.0379546889259303
43,0.9026372929907963,1.1344960243358526,0.5452975735919027,1.1070502292239246
44,1.2004364773101253,1.2254196322834512,0.8286047083162793,1.077437854810497
45,1.3190046710668548,1.2629670331363079,0.9321793597208814,1.0119316932292823
46,0.7945472186823327,1.224315296964251,0.5958663739835601,1.0819245782064721
47,0.8022679382758338,1.2246834087373186,0.5958663739835601,1.1133316419782877
48,1.3256224307184008,1.2909435278894155,0.9784833215252695,1.151020118504463
49,0.845834855981769,1.2736422745552547,0.6549648515497226,1.2712643055165578
50,0.7349873818184792,1.2905754161163479,0.6037867885027602,1.337667811776965
51,1.0592576047439313,1.3211286932809259,0.8225120817630615,1.352922671323278
52,0.8976739732521827,1.3196562461886554,0.7353875220521306,1.3538200160024705
53,0.5336971924175155,1.3185519108694554,0.4715767922980511,1.335873122418577
54,1.020102526805632,1.3273865934230669,0.8505381639078298,1.3430518798521356
55,0.9202846520615858,1.3174475755502526,0.7609765535756119,1.3601014287568336
56,0.4189893584575058,1.2648075920016433,0.41978946659575006,1.3017740246091776
57,0.7984075784790526,1.2545004623557614,0.7122355411499366,1.337667811776965
58,0.9688148895061959,1.2427208856176117,0.8797827713632417,1.3089527820427365
59,0.5706463504719046,1.1576870660390866,0.5885552221197325,1.2030661098977593
60,0.8348052565625255,1.1760926546924475,0.7567117149883763,1.2156289354064853
61,1.1353618407366193,1.1830867783807237,1.0101649796019685,1.1178183653742595
62,0.8011649783338788,1.1724115369617742,0.7932674743076495,1.054106893151436
63,0.8375626564173517,1.207382155403158,0.7926582116523109,1.043338757001098
64,1.311283951473415,1.251923679944291,1.086322811517107,1.0200077953420337
65,1.0217569667185646,1.207382155403158,0.8621141543589268,1.1133316419782877
66,0.8695484947331271,1.1455393775278695,0.7646321295075426,1.1653776333715806
67,1.3554023491503275,1.167626083911901,1.1551694915684183,1.2138342460480942
68,1.311283951473415,1.1573189542660192,1.161871380776941,1.212039556689706
69,0.8568644554010124,1.0877458291563167,0.8505381639078298,1.0819245782064721
70,1.3261739106893784,1.1182991063208947,1.199036402751553,1.0424414123219023
71,1.2726803535060933,1.1300786830590468,1.2008641907175015,0.8836114041044365
72,0.7052074633865525,1.0910588351139223,0.6970039747669089,0.8037477276561075
73,1.0449191254989452,1.1131455414979536,0.8139824045885564,0.7095265363406609
74,1.25779039429013,1.1396495891587934,0.9620332298315982,0.752599080942007
75,0.7702820999600584,1.0870096056101841,0.6555741142050613,0.8163105531648336
76,0.9252479718002607,1.0829603761064432,0.8822198219845289,0.9374520848561207
77,1.1888553979199041,1.0767024759643022,1.1192229949044836,1.049620169755461
78,0.6748760649836482,1.1190353298670297,0.7890026357203802,1.15371215254205
79,0.6677068253611859,1.1540059483084135,0.8371343854907505,1.1240997781286226
80,1.2495181947257128,1.1720434251887066,1.1435935011173213,1.0074449698333106
81,0.9340716513356555,1.0380507397922454,1.0406281123680239,0.9571936677984056
82,0.8623792551106035,1.0630823403608147,0.959596179210311,1.0146237272668661
83,1.3620201088018737,1.0980529588021986,1.3745040474840244,1.0289812421339835
84,1.4061385064787864,1.1009978529867366,1.4055764429054185,1.0523122037930448
85,0.9903226083737053,1.0991572941214012,1.1539509662577747,1.0155210719460617
86,1.684635891814393,1.1315511301513146,1.69863178011491,1.0442361016802935
87,1.8225058845547835,1.119771553413165,1.7979415929322426,1.0944874037151984
88,1.304666191821869,1.0984210705752662,1.3799874113819373,1.116921020695064
89,1.4116533061883774,1.1558465071737514,1.3269815603689927,1.2766483735917251
90,1.5566925385512913,1.2224747380989132,1.3379482881647848,1.3744589436239512
91,1.0234114066314357,1.210327049587696,1.0272243339509786,1.4956004753152383
92,1.0013522077929489,1.2198979556874427,1.1058192164874043,1.5996924581018241
93,1.271025913593161,1.187136007884462,1.383642987313868,1.5234181603702743
94,1.0063155275316238,1.0785430348296376,1.2818961238752145,1.5584146028588692
95,0.8866443738329391,0.9883556504281714,1.1892882002664045,1.545851777350143
96,1.471213143052231,1.0023438978047265,1.4987936291695672,1.3825350457367023
97,1.20319387716489,1.056824440218671,1.190506725577048,1.369972220227976
98,0.7261637022830845,1.067131569864553,0.766459917473491,1.3233102969098507
99,1.120471881520656,1.0490940929842598,0.8170287178651485,1.253317411932664
100,1.2009879572810414,1.09142694688699,0.7621950788862554,1.1420466717125164
101,0.8932621334844852,1.06381856390695,0.627548032060293,0.9742432167031038
102,1.2743347934189646,1.0557201048994709,0.956549865933719,0.8351547914279229
103,1.5368392595967144,1.0965805117099308,1.0595152546829825,0.7328574979997252
104,1.0664268443664546,1.0763343641912346,0.5465160989025462,0.7813141106762388
105,1.2649596339125924,1.0601374461762767,0.7963137875842415,0.7561884596587863
106,1.6725033324532559,1.1690985310041686,1.2934721143263115,1.0819245782064721
107,1.137567760620468,1.0501984283034624,0.8907494991590338,1.112434297299092
108,1.1921642777457078,1.1205077769592975,0.9388812489294042,0.9706538379863244
109,1.654304493411489,1.181982443061521,1.2965184276029373,0.7983636595809399
110,1.3526449492955015,1.184927337246059,0.9693443816954597,0.8809193700668528
111,1.0923464030016004,1.1646811897273628,0.7932674743076495,0.9320680167809533
112,1.4342639849978418,1.0954761763907281,1.049157789542529,1.0415440676427097
113,1.1734139587329633,1.0965805117099308,0.9711721696614081,1.0370573442467348
114,0.7906868588856129,1.053879546034133,0.630594345336885,1.0307759314923717
115,1.1712080388491146,1.0542476578072006,0.9906685746317052,0.950014910364847
116,1.202642397193974,1.0126510274506084,0.9455831381379269,0.8351547914279229
117,0.7101707831252273,1.011178580358338,0.5684495544941305,0.7409336001124764
118,0.95447641026121,1.0218538217772875,0.7177189050478158,0.8360521361071186
119,1.132052960910877,1.0262711630540933,0.8785642460525981,1.0146237272668661
120,0.7686276600471259,1.031424727877034,0.760367290920307,1.1940926631058124
121,0.8331508166496543,1.0056569037623295,0.9443646128272833,1.2865191650628678
122,1.3394094299924093,1.0277436101463635,1.4665027084375295,1.3179262288346831
123,0.9081520927004487,1.0063931273084648,1.1533417036024698,1.4668854455810065
124,0.8673425748492785,0.9758398501438867,1.1460305517386085,1.5171367476159112
125,1.3989692668562628,1.0155959216351438,1.5633754706336087,1.4929084412776545
126,1.239591555248363,1.0509346518495977,1.4567545059524147,1.703784440888413
127,0.8485922558365951,1.0704445758221586,1.0887598621383943,1.5655933602924248
128,1.2715773935641383,1.2180573968221073,1.4031393922841313,1.5629013262548412
129,1.3129383913862862,1.297569539804624,1.2825053865305531,1.6562251728910922
