t,s1,s2,s3,s4
0,-1.122948640351201,-0.7885198781672278,-1.2032862471798635,-0.7369930865212286
1,-0.8687163737379298,-0.7907285488056307,-0.9553163464641504,-0.8626213416084907
2,-0.6768013438432771,-0.8374787439851665,-0.6427646042843619,-1.3068069578098767
3,-0.8301127757706083,-0.8503626560425188,-0.7962987934253166,-1.2134831111736257
4,-1.3065914706814366,-0.8875419451223054,-1.0662021497325802,-1.2359167281534944
5,-0.9867330875236818,-0.859565450369198,-0.7621800847273305,-1.2251485920031564
6,-0.9834242076979395,-0.8536756620001245,-0.6781018382929916,-1.1273380219709335
7,-1.3628424277195474,-0.8680320211497445,-0.9090123846597286,-1.0609345157105232
8,-1.1069557211933438,-0.8661914622844092,-0.7475577809996076,-1.0232460391843445
9,-0.6249622265728634,-0.763856389371726,-0.4654691715859083,-1.0474743455226014
10,-1.0749698828775685,-0.7550217068181119,-0.8895159796894653,-0.9712000477910516
11,-1.085999482296812,-0.7660650600101289,-0.8956086062426493,-0.9676106690742723
12,-0.6729409840465571,-0.792200995897901,-0.5891494906161124,-0.8653133756460745
13,-1.0468444043585128,-0.9114692103716747,-0.9114494352810157,-0.5763683889453748
14,-1.37001166734201,-0.927298016613565,-1.1667304878605902,-0.31883046601648757
15,-0.8632015740282775,-0.9449673817207908,-0.8212785622934929,-0.2730658873775577
16,-0.7220227014620835,-1.0012884830000732,-0.8017821573231958,-0.23089068745540722
17,-1.0644917634293025,-1.0182216245611637,-1.1051949596731407,-0.41484634669032533
18,-0.8648560139411486,-0.957851293778143,-0.8316360274339464,-0.4372799636701909
19,-0.8196346563223422,-0.9383413698055795,-0.7652263980039224,-0.48483923166751197
20,-1.3209299499264224,-0.9545382878205374,-1.0235537638601229,-0.3771578701641467
21,-1.5448308181368506,-0.8518351031347866,-1.0704669883198497,-0.18422876413728173
22,-1.0225792856361773,-0.621397133194718,-0.7554781955188077,-0.24076147892654967
23,-1.1902291968085557,-0.6869210288006797,-1.1807435289329744,-0.7334037078044493
24,-1.5801255362783684,-0.7756359661098755,-1.66388881460266,-1.1407981921588524
25,-1.1411474793929681,-0.7719548483792049,-1.4640506636573174,-1.2834759961508155
26,-0.912283291443865,-0.7888879899402954,-1.1923195193840714,-1.4135909746340496
27,-1.3518128283003041,-0.8463134265387806,-1.199021408592594,-1.3121910258850442
28,-1.0264396454329583,-0.8787072625686939,-0.9955276817153207,-1.033116830655487
29,-0.8163257764965386,-0.9501209465437317,-0.9388662547704791,-1.0905468901239506
30,-1.1400445194510131,-0.9567469584589403,-1.248371683673608,-1.0115805583548139
31,-1.0060348865073427,-0.9306110225711707,-1.1478433455456318,-0.8608266522500995
32,-0.6922427830301567,-0.8761304801572235,-0.8133581477742928,-0.7271222950500862
33,-1.2519949535562578,-0.8275397261123523,-1.1460155575796496,-0.558421495361478
34,-1.1720303577667885,-0.8087660256859239,-1.1137246368476457,-0.6185435888675253
35,-0.6861765033495881,-0.8499945442694513,-0.8858604037575345,-0.6795630270527682
36,-0.8141198566126899,-0.8691363564689473,-1.063765099111293,-0.8653133756460745
37,-1.3744235071097073,-0.806557355047521,-1.3720520027038121,-0.8680054096836582
