t,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12
0,0.081525,-0.068041,-0.253397,0.230198,0.167045,-0.031641,-0.354778,-0.128682,0.165274,0.233142,0.000967,0.091276
1,0.082868,-0.068204,-0.254529,0.230308,0.166917,-0.032562,-0.355972,-0.128726,0.165888,0.234811,0.000886,0.091684
2,0.084147,-0.068944,-0.254995,0.230592,0.167246,-0.033067,-0.356134,-0.128403,0.166321,0.234772,0.000388,0.091207
3,0.085696,-0.069101,-0.255689,0.229715,0.16663,-0.034056,-0.357036,-0.128209,0.166753,0.236308,8.6e-05,0.091875
4,0.086372,-0.068982,-0.255741,0.229043,0.166114,-0.034294,-0.357235,-0.128008,0.166804,0.236915,-0.000173,0.092449
5,0.086881,-0.068813,-0.256389,0.229218,0.166352,-0.034566,-0.358233,-0.128249,0.166969,0.237635,-0.00038,0.092467
6,0.087386,-0.068974,-0.256407,0.229104,0.16624,-0.034575,-0.358502,-0.12806,0.166954,0.237922,-0.000463,0.092303
7,0.086477,-0.068868,-0.255028,0.229201,0.166033,-0.033297,-0.356416,-0.1277,0.165968,0.235732,6.4e-05,0.091187
8,0.087399,-0.06905,-0.255735,0.229217,0.165923,-0.034055,-0.357415,-0.127698,0.166448,0.236676,-0.000511,0.091216
9,0.088112,-0.068945,-0.256282,0.229984,0.166081,-0.034052,-0.358053,-0.127725,0.167063,0.237255,-0.000773,0.091036
10,0.088078,-0.068884,-0.255924,0.229615,0.165814,-0.033847,-0.357811,-0.127614,0.167639,0.237373,-0.000839,0.091367
11,0.087822,-0.068847,-0.256053,0.229629,0.16571,-0.033762,-0.358043,-0.127745,0.167561,0.237388,-0.000712,0.091615
12,0.089321,-0.068893,-0.257479,0.229889,0.165984,-0.034801,-0.360487,-0.128244,0.168205,0.239614,-0.001007,0.092084
13,0.090547,-0.069302,-0.257177,0.229791,0.165663,-0.03456,-0.360541,-0.128119,0.168196,0.239801,-0.000968,0.091685
14,0.090981,-0.069213,-0.256116,0.229773,0.16505,-0.034096,-0.359603,-0.127832,0.167795,0.239466,-0.000471,0.091346
15,0.091001,-0.069106,-0.255913,0.229936,0.165032,-0.034287,-0.359622,-0.127878,0.167771,0.239484,-0.000587,0.091017
16,0.089669,-0.069419,-0.255586,0.230006,0.165371,-0.033508,-0.358155,-0.128229,0.166917,0.237691,-0.000888,0.090615
17,0.089565,-0.069571,-0.254989,0.229464,0.16496,-0.033388,-0.356844,-0.128012,0.166145,0.23683,-0.000732,0.09039
18,0.090451,-0.069209,-0.256249,0.229022,0.164961,-0.03435,-0.358032,-0.128018,0.166746,0.238821,-0.000819,0.090977
19,0.0909,-0.069072,-0.256921,0.228957,0.165289,-0.034996,-0.359578,-0.128095,0.16751,0.240202,-0.000907,0.091583
20,0.090328,-0.06889,-0.25626,0.228743,0.165372,-0.034586,-0.359775,-0.127314,0.167797,0.240554,-0.000672,0.091746
21,0.09006,-0.068829,-0.256613,0.229067,0.165785,-0.034964,-0.36158,-0.127149,0.168316,0.241888,-0.000969,0.092116
22,0.090445,-0.068625,-0.256392,0.230064,0.166385,-0.035058,-0.36128,-0.12707,0.167772,0.241428,-0.001103,0.09188
23,0.090109,-0.068833,-0.255864,0.229833,0.166159,-0.034312,-0.359134,-0.127049,0.167178,0.239445,-0.000863,0.092189
24,0.088491,-0.068858,-0.2549,0.229898,0.165743,-0.033606,-0.357225,-0.126881,0.166579,0.236932,-0.000273,0.091821
25,0.088612,-0.068532,-0.255258,0.230366,0.166007,-0.034015,-0.357573,-0.127221,0.1672,0.237305,-0.000345,0.092096
26,0.087824,-0.068131,-0.254161,0.230675,0.166515,-0.033161,-0.356248,-0.127419,0.166286,0.236109,-0.000185,0.091743
27,0.088691,-0.068132,-0.253992,0.230296,0.166729,-0.03318,-0.35681,-0.12772,0.166364,0.236884,-0.000639,0.092014
28,0.088879,-0.06829,-0.255395,0.230657,0.167023,-0.033535,-0.357919,-0.128014,0.167129,0.238559,-0.000276,0.092107
29,0.089392,-0.06852,-0.256278,0.23017,0.166476,-0.0344,-0.358908,-0.127863,0.167833,0.23994,-0.000325,0.092141
30,0.089729,-0.068561,-0.257147,0.228661,0.165498,-0.035314,-0.3598,-0.127442,0.168659,0.241342,-0.000744,0.092809
31,0.089886,-0.068598,-0.258177,0.228461,0.165384,-0.035686,-0.360781,-0.127344,0.169167,0.242433,-0.000991,0.093377
32,0.09064,-0.068468,-0.259123,0.228952,0.166102,-0.036117,-0.362171,-0.127418,0.169099,0.244141,-0.001042,0.093443
33,0.091315,-0.068429,-0.259289,0.227755,0.165446,-0.036441,-0.362813,-0.126644,0.169255,0.245108,-0.001332,0.093793
34,0.090798,-0.068638,-0.258521,0.227858,0.165589,-0.035728,-0.36233,-0.126402,0.168704,0.244065,-0.001157,0.093373
35,0.090916,-0.068879,-0.2591,0.228429,0.166075,-0.035439,-0.362715,-0.126651,0.169234,0.244017,-0.00105,0.093318
36,0.091093,-0.068918,-0.259876,0.22759,0.165253,-0.035411,-0.363237,-0.126788,0.170291,0.244391,-0.001473,0.093577
37,0.089358,-0.068514,-0.258334,0.22801,0.165066,-0.03476,-0.360768,-0.126709,0.168919,0.242212,-0.000785,0.093025
38,0.087517,-0.068494,-0.257384,0.229156,0.16538,-0.033952,-0.359156,-0.127289,0.167942,0.239848,-0.000611,0.092447
39,0.086394,-0.068827,-0.25673,0.229947,0.165721,-0.03315,-0.35815,-0.127595,0.167584,0.238268,-0.00071,0.092154
40,0.08589,-0.068984,-0.255824,0.230021,0.165761,-0.032775,-0.357173,-0.127599,0.167179,0.237518,-0.000573,0.092109
41,0.086026,-0.069163,-0.255934,0.230462,0.166044,-0.033032,-0.357136,-0.127825,0.166984,0.237619,-0.000299,0.091844
42,0.085903,-0.069084,-0.256199,0.230874,0.1665,-0.033192,-0.357041,-0.128017,0.1667,0.237896,-0.000115,0.091582
43,0.086849,-0.069104,-0.256453,0.229428,0.165886,-0.033508,-0.357383,-0.127452,0.16695,0.238645,-0.000361,0.091941
44,0.087486,-0.069402,-0.256824,0.229172,0.166129,-0.033417,-0.35765,-0.127477,0.167235,0.239332,-0.000508,0.091759
45,0.086635,-0.069246,-0.25674,0.230446,0.166976,-0.032903,-0.357363,-0.127564,0.166861,0.239034,-0.000586,0.091745
46,0.088028,-0.069306,-0.25711,0.229729,0.166774,-0.033482,-0.358248,-0.127088,0.167502,0.240207,-0.000849,0.09212
47,0.088304,-0.069309,-0.257078,0.229211,0.166144,-0.033777,-0.358609,-0.12685,0.167709,0.240702,-0.000966,0.092505
48,0.08797,-0.069494,-0.257509,0.230011,0.166644,-0.033357,-0.358398,-0.127267,0.167444,0.240134,-0.001021,0.091865
49,0.088755,-0.069433,-0.257859,0.229741,0.166228,-0.033924,-0.359037,-0.127179,0.168018,0.240771,-0.001118,0.092204
50,0.088386,-0.069332,-0.256661,0.229445,0.165829,-0.033475,-0.35764,-0.127146,0.167524,0.239916,-0.00128,0.091841
51,0.087673,-0.069341,-0.256637,0.229805,0.166778,-0.03303,-0.357919,-0.127439,0.167439,0.239908,-0.000868,0.09174
52,0.088184,-0.069419,-0.256789,0.229951,0.166809,-0.033351,-0.358641,-0.127343,0.167804,0.240329,-0.001184,0.091941
53,0.089111,-0.069327,-0.256785,0.22849,0.165426,-0.034337,-0.359293,-0.127109,0.168532,0.241134,-0.002035,0.092358
