t,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12
0,-0.083464,-0.056332,-0.131566,0.321755,0.22337,0.086644,-0.157997,-0.148571,0.046228,-0.001955,0.070936,-0.007385
1,-0.083855,-0.056271,-0.131181,0.322105,0.223581,0.087223,-0.157435,-0.148506,0.045886,-0.002537,0.071012,-0.007488
2,-0.085154,-0.056414,-0.130514,0.322832,0.223906,0.088645,-0.157037,-0.148654,0.045665,-0.004421,0.071141,-0.00806
3,-0.085763,-0.056489,-0.130274,0.323165,0.223989,0.089035,-0.156862,-0.148606,0.045471,-0.005199,0.071116,-0.00835
4,-0.085606,-0.056272,-0.130043,0.323185,0.223709,0.08933,-0.156741,-0.148144,0.045338,-0.005155,0.071476,-0.008331
5,-0.084706,-0.056434,-0.130748,0.323137,0.223835,0.088882,-0.157888,-0.148121,0.046157,-0.004392,0.07098,-0.00822
6,-0.085295,-0.056495,-0.13084,0.323402,0.224265,0.089153,-0.15799,-0.148202,0.046131,-0.004808,0.070832,-0.008589
7,-0.085665,-0.056358,-0.130544,0.323166,0.22436,0.089578,-0.15756,-0.147759,0.045962,-0.005077,0.071166,-0.008967
8,-0.085377,-0.056337,-0.130808,0.323207,0.224747,0.089085,-0.158523,-0.147696,0.04635,-0.004071,0.071155,-0.008793
9,-0.087529,-0.055911,-0.129064,0.323602,0.223795,0.089901,-0.15628,-0.147375,0.045185,-0.00667,0.071499,-0.008625
10,-0.08834,-0.056099,-0.129937,0.323696,0.223258,0.090274,-0.155971,-0.147982,0.045723,-0.007262,0.07128,-0.008802
11,-0.089993,-0.056654,-0.129149,0.32536,0.224172,0.09163,-0.154502,-0.149123,0.044929,-0.009735,0.07176,-0.009705
12,-0.090728,-0.057198,-0.12838,0.325724,0.224876,0.092282,-0.153439,-0.149366,0.044693,-0.011059,0.072732,-0.009945
13,-0.091275,-0.056405,-0.127906,0.32552,0.224546,0.092278,-0.152256,-0.149111,0.04381,-0.012,0.072595,-0.010746
14,-0.088557,-0.056564,-0.12876,0.3245,0.224393,0.090777,-0.15474,-0.148667,0.044746,-0.009107,0.071821,-0.009764
15,-0.086602,-0.056547,-0.129367,0.323188,0.223597,0.090127,-0.155393,-0.148002,0.045069,-0.007134,0.071518,-0.009182
16,-0.087681,-0.05669,-0.129316,0.323951,0.224216,0.091179,-0.154966,-0.148606,0.044935,-0.008912,0.071795,-0.0098
17,-0.087509,-0.056614,-0.129265,0.32364,0.224006,0.091244,-0.154863,-0.148674,0.04497,-0.008787,0.071915,-0.009673
18,-0.087258,-0.056595,-0.129176,0.323188,0.224047,0.09148,-0.154978,-0.148718,0.044854,-0.008727,0.071879,-0.010031
19,-0.088108,-0.056489,-0.129099,0.323099,0.224662,0.091309,-0.155474,-0.148481,0.045305,-0.00837,0.071812,-0.009922
20,-0.089818,-0.05622,-0.127995,0.32371,0.224944,0.091935,-0.154091,-0.148209,0.044347,-0.009682,0.072124,-0.010038
21,-0.090575,-0.056378,-0.127417,0.323535,0.224429,0.092441,-0.153052,-0.147835,0.04392,-0.0105,0.071947,-0.010112
22,-0.091517,-0.05664,-0.127311,0.324264,0.224871,0.093028,-0.152551,-0.147946,0.043625,-0.011713,0.071731,-0.010677
23,-0.091576,-0.056796,-0.127191,0.32479,0.22507,0.093438,-0.151909,-0.148182,0.043184,-0.012045,0.071996,-0.010533
24,-0.090866,-0.056966,-0.128206,0.326279,0.225303,0.093281,-0.152404,-0.14856,0.043553,-0.011109,0.072038,-0.010912
25,-0.091134,-0.056656,-0.128482,0.326564,0.225044,0.092849,-0.151991,-0.148429,0.043643,-0.010783,0.071641,-0.010786
26,-0.09076,-0.056455,-0.128466,0.326051,0.224742,0.092606,-0.152207,-0.148469,0.043777,-0.010364,0.071793,-0.010774
27,-0.090359,-0.05634,-0.128812,0.326165,0.224881,0.092254,-0.152547,-0.148742,0.04393,-0.010256,0.071749,-0.011031
28,-0.090209,-0.056189,-0.128394,0.325247,0.223926,0.091963,-0.152078,-0.148825,0.043741,-0.009847,0.072192,-0.011021
