t,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12
0,-0.08192,-0.056533,-0.132667,0.320488,0.222734,0.085302,-0.160524,-0.148466,0.047896,0.000409,0.069639,-0.006054
1,-0.082894,-0.056496,-0.132016,0.321431,0.223188,0.086397,-0.159631,-0.148513,0.047364,-0.001144,0.070037,-0.006582
2,-0.083313,-0.056643,-0.131637,0.321074,0.223031,0.087076,-0.159574,-0.148519,0.04737,-0.001587,0.070062,-0.006643
3,-0.08424,-0.056694,-0.131307,0.321484,0.22326,0.08759,-0.159413,-0.148654,0.047231,-0.002555,0.069986,-0.007053
4,-0.08483,-0.056525,-0.131096,0.322537,0.223728,0.088065,-0.158975,-0.148723,0.046806,-0.003545,0.070307,-0.007536
5,-0.084187,-0.056463,-0.131272,0.322154,0.223279,0.08808,-0.159343,-0.14824,0.047133,-0.003109,0.070225,-0.007288
6,-0.084773,-0.056559,-0.131374,0.322783,0.224139,0.088631,-0.159352,-0.148245,0.047157,-0.00402,0.070076,-0.0081
7,-0.084039,-0.056679,-0.13216,0.322244,0.224168,0.088031,-0.160496,-0.147862,0.047894,-0.002449,0.069851,-0.007717
8,-0.084031,-0.05672,-0.131942,0.322075,0.224251,0.087854,-0.161001,-0.147604,0.04797,-0.001795,0.070097,-0.007858
9,-0.084742,-0.056458,-0.131374,0.322765,0.224541,0.088128,-0.160427,-0.14769,0.047401,-0.00274,0.070232,-0.007985
10,-0.085886,-0.056319,-0.130528,0.323282,0.224196,0.088816,-0.159161,-0.147614,0.046792,-0.004238,0.070522,-0.008067
11,-0.086305,-0.056184,-0.130262,0.322523,0.223165,0.088707,-0.158428,-0.147396,0.046735,-0.00463,0.070383,-0.007628
12,-0.08562,-0.056341,-0.131518,0.322278,0.222815,0.088037,-0.15962,-0.147643,0.047797,-0.003497,0.069774,-0.007173
13,-0.087155,-0.056505,-0.131082,0.323138,0.223102,0.089176,-0.158416,-0.148336,0.047138,-0.005492,0.070312,-0.007953
14,-0.087552,-0.056814,-0.130762,0.32321,0.222962,0.089492,-0.157775,-0.148752,0.047275,-0.006109,0.070144,-0.008083
15,-0.087167,-0.056752,-0.130668,0.323376,0.223261,0.089719,-0.157269,-0.148813,0.046849,-0.00634,0.070417,-0.0083
16,-0.088461,-0.057019,-0.130355,0.323981,0.223738,0.090298,-0.15664,-0.149152,0.046643,-0.007463,0.071209,-0.009247
17,-0.088003,-0.057433,-0.129815,0.3241,0.22415,0.090801,-0.156336,-0.149173,0.046513,-0.007502,0.07139,-0.009025
