t,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12
0,-0.082037,-0.056898,-0.132763,0.321122,0.222727,0.086013,-0.159922,-0.148267,0.047662,-0.0002,0.069947,-0.006714
1,-0.082266,-0.056479,-0.132285,0.321069,0.22298,0.085828,-0.159554,-0.148541,0.047227,-0.000526,0.069972,-0.006662
2,-0.081892,-0.056636,-0.132382,0.320747,0.222778,0.085784,-0.159814,-0.148409,0.047445,-0.000139,0.069998,-0.006511
3,-0.083327,-0.056601,-0.131699,0.32182,0.223281,0.087477,-0.159247,-0.148682,0.047074,-0.002356,0.070162,-0.007084
4,-0.084156,-0.056657,-0.131402,0.322237,0.22342,0.088031,-0.158706,-0.148568,0.046887,-0.003157,0.07032,-0.007564
5,-0.083123,-0.056609,-0.132034,0.322295,0.22318,0.087726,-0.15991,-0.14814,0.047628,-0.002438,0.070005,-0.007274
6,-0.083586,-0.056691,-0.131968,0.32248,0.223584,0.088114,-0.15986,-0.148061,0.047543,-0.002877,0.070056,-0.007751
7,-0.084121,-0.056581,-0.131904,0.322442,0.224298,0.088115,-0.160276,-0.147681,0.047494,-0.002277,0.070268,-0.008223
8,-0.084074,-0.056498,-0.131801,0.322447,0.224327,0.087847,-0.160811,-0.147596,0.047702,-0.001927,0.070273,-0.00804
9,-0.085957,-0.056182,-0.130305,0.322622,0.223405,0.088697,-0.158557,-0.147343,0.046576,-0.004378,0.070559,-0.007825
10,-0.086341,-0.05633,-0.1305,0.322877,0.223258,0.088738,-0.158338,-0.147612,0.046645,-0.004946,0.070324,-0.007737
11,-0.08707,-0.056251,-0.130659,0.322806,0.222821,0.089295,-0.157394,-0.147697,0.046609,-0.005708,0.070565,-0.008097
12,-0.087974,-0.056523,-0.130658,0.323014,0.222787,0.089914,-0.15706,-0.148306,0.046758,-0.0067,0.070625,-0.008491
13,-0.088373,-0.05683,-0.130359,0.323967,0.223485,0.090174,-0.157022,-0.148932,0.046764,-0.007492,0.07051,-0.008754
14,-0.088188,-0.056971,-0.130293,0.323884,0.223556,0.090341,-0.156418,-0.149192,0.046395,-0.007675,0.070814,-0.009012
15,-0.088067,-0.057099,-0.130067,0.323233,0.223307,0.090272,-0.156085,-0.148796,0.046597,-0.007363,0.071226,-0.009038
16,-0.090088,-0.056978,-0.128959,0.32461,0.224303,0.091241,-0.154491,-0.149133,0.045471,-0.010496,0.072025,-0.009364
17,-0.089451,-0.056567,-0.129168,0.323941,0.223669,0.090682,-0.154695,-0.148818,0.045507,-0.009428,0.071525,-0.009519
18,-0.090082,-0.056756,-0.1288,0.324702,0.224073,0.091284,-0.154275,-0.149116,0.045121,-0.010257,0.071599,-0.009959
19,-0.088725,-0.056554,-0.129044,0.32409,0.224104,0.090694,-0.155027,-0.148853,0.04512,-0.009015,0.071601,-0.009638
20,-0.086106,-0.056563,-0.129766,0.322491,0.223268,0.089265,-0.156763,-0.148109,0.046062,-0.006194,0.070723,-0.008587
21,-0.085869,-0.057135,-0.130241,0.322515,0.223131,0.089409,-0.157152,-0.148061,0.046452,-0.005899,0.070691,-0.008611
22,-0.086662,-0.056859,-0.129841,0.323248,0.224074,0.090039,-0.156534,-0.148443,0.045818,-0.007392,0.071034,-0.009188
23,-0.086434,-0.056693,-0.130028,0.322234,0.223152,0.090004,-0.156482,-0.148433,0.046123,-0.007216,0.070985,-0.008767
24,-0.086399,-0.056785,-0.130163,0.322418,0.223687,0.090456,-0.156692,-0.14888,0.045974,-0.007304,0.070958,-0.009323
25,-0.087313,-0.056593,-0.12971,0.322735,0.224192,0.090836,-0.156133,-0.148643,0.045746,-0.007763,0.071321,-0.009628
26,-0.087845,-0.056444,-0.12921,0.322238,0.224232,0.090591,-0.156402,-0.14815,0.046049,-0.007255,0.07112,-0.009015
27,-0.089993,-0.056699,-0.128275,0.323201,0.224224,0.091805,-0.154584,-0.147886,0.04487,-0.009461,0.070896,-0.009738
28,-0.089756,-0.05704,-0.128305,0.32361,0.224548,0.092047,-0.154078,-0.148018,0.04454,-0.009827,0.071006,-0.00947
29,-0.089883,-0.057014,-0.128798,0.325088,0.22478,0.092331,-0.153868,-0.148535,0.044506,-0.00982,0.071248,-0.01012
30,-0.089013,-0.057195,-0.129532,0.324315,0.224338,0.091535,-0.154606,-0.148128,0.045211,-0.008207,0.070832,-0.009553
31,-0.089761,-0.057194,-0.129406,0.325163,0.224663,0.091758,-0.153983,-0.148174,0.044968,-0.008863,0.070997,-0.009853
32,-0.089326,-0.056838,-0.129396,0.324672,0.224005,0.091305,-0.153874,-0.14811,0.044895,-0.008508,0.070741,-0.009608
33,-0.088612,-0.056718,-0.129737,0.32446,0.223906,0.091012,-0.154374,-0.148139,0.045283,-0.007961,0.070659,-0.009483
34,-0.089178,-0.056657,-0.130076,0.325182,0.224333,0.091092,-0.154517,-0.148647,0.045355,-0.008423,0.07075,-0.010036
35,-0.088914,-0.056428,-0.129749,0.324426,0.223869,0.090958,-0.154202,-0.148459,0.045181,-0.008154,0.071019,-0.009927
36,-0.088817,-0.056397,-0.12968,0.32428,0.22378,0.090846,-0.154007,-0.148666,0.045014,-0.00812,0.071258,-0.01006
37,-0.08912,-0.056361,-0.12965,0.324881,0.223949,0.091043,-0.153943,-0.149008,0.044924,-0.008409,0.071489,-0.010364
38,-0.088764,-0.056416,-0.129477,0.324552,0.223667,0.091124,-0.153791,-0.148907,0.044927,-0.008389,0.071664,-0.010257
39,-0.088198,-0.05639,-0.129691,0.324035,0.22321,0.09101,-0.154349,-0.148581,0.045247,-0.007915,0.071571,-0.009909
40,-0.088048,-0.056681,-0.130025,0.32469,0.223749,0.091004,-0.15492,-0.148765,0.045426,-0.00765,0.071219,-0.009906
41,-0.087645,-0.05677,-0.130382,0.324473,0.223549,0.090722,-0.155547,-0.148617,0.045804,-0.007304,0.070866,-0.009565
42,-0.087683,-0.056789,-0.13018,0.324072,0.223335,0.090626,-0.155525,-0.148391,0.045876,-0.007306,0.070594,-0.009305
43,-0.087548,-0.056819,-0.130478,0.324638,0.223832,0.090578,-0.155809,-0.148652,0.045782,-0.00718,0.070527,-0.009621
44,-0.087608,-0.056836,-0.130346,0.323916,0.223545,0.090543,-0.155669,-0.148286,0.045829,-0.007191,0.070441,-0.009478
45,-0.087273,-0.056822,-0.130496,0.323907,0.223611,0.090314,-0.155991,-0.148395,0.046101,-0.006991,0.070233,-0.009442
46,-0.08757,-0.05678,-0.130346,0.323955,0.223587,0.090441,-0.155834,-0.148329,0.045932,-0.007106,0.070445,-0.009455
47,-0.087823,-0.056787,-0.130215,0.324031,0.22357,0.09053,-0.155631,-0.148302,0.045852,-0.00737,0.070507,-0.009468
48,-0.088996,-0.056816,-0.129753,0.325354,0.224339,0.091386,-0.154657,-0.148655,0.04507,-0.008715,0.070986,-0.010242
49,-0.089358,-0.056748,-0.129244,0.325198,0.223943,0.092032,-0.153866,-0.148313,0.044568,-0.009199,0.07118,-0.010378
50,-0.089477,-0.056866,-0.129536,0.325179,0.224158,0.09187,-0.154233,-0.148285,0.044972,-0.008995,0.07114,-0.010231
51,-0.089219,-0.056684,-0.129347,0.325058,0.224278,0.091774,-0.154084,-0.148267,0.044865,-0.008903,0.071543,-0.010023
52,-0.089328,-0.056592,-0.129299,0.325004,0.224415,0.091661,-0.154017,-0.148371,0.044946,-0.008846,0.071531,-0.009956
53,-0.088436,-0.056482,-0.129589,0.324131,0.223743,0.091313,-0.154678,-0.148112,0.045482,-0.007962,0.07115,-0.009436
54,-0.08952,-0.056616,-0.12948,0.325044,0.224509,0.091712,-0.154246,-0.148465,0.045138,-0.008989,0.071266,-0.009937
55,-0.08966,-0.056685,-0.129455,0.325041,0.224838,0.091534,-0.154141,-0.148519,0.044956,-0.009191,0.071187,-0.010042
56,-0.089322,-0.056715,-0.129621,0.324556,0.224701,0.091274,-0.154556,-0.147823,0.044984,-0.009027,0.070834,-0.009468
57,-0.089774,-0.057077,-0.129503,0.324962,0.225024,0.091743,-0.15426,-0.14786,0.044954,-0.009528,0.070935,-0.009597
58,-0.090887,-0.057468,-0.128568,0.324674,0.224958,0.092376,-0.153774,-0.147625,0.04474,-0.010311,0.071158,-0.009587
59,-0.090777,-0.057574,-0.129026,0.325078,0.225718,0.092349,-0.154331,-0.148005,0.044953,-0.009676,0.071229,-0.009848
60,-0.090756,-0.057428,-0.128796,0.324688,0.225456,0.092493,-0.15407,-0.147934,0.044807,-0.009722,0.071445,-0.00981
61,-0.090036,-0.0571,-0.128492,0.323664,0.224668,0.09208,-0.154,-0.147833,0.044639,-0.009592,0.071373,-0.009572
62,-0.091043,-0.056985,-0.127469,0.324121,0.225447,0.092768,-0.153311,-0.148434,0.044196,-0.010907,0.07169,-0.010097
63,-0.090675,-0.056721,-0.127783,0.323503,0.225053,0.092341,-0.153978,-0.14794,0.044781,-0.009437,0.071461,-0.009843
64,-0.089399,-0.056551,-0.128737,0.322959,0.224604,0.091576,-0.155157,-0.14816,0.045607,-0.008557,0.07111,-0.009379
65,-0.088233,-0.056712,-0.128945,0.322341,0.223996,0.091328,-0.154744,-0.148263,0.04568,-0.008852,0.071426,-0.009318
66,-0.088365,-0.056939,-0.129668,0.323286,0.224077,0.091001,-0.155141,-0.14884,0.045576,-0.009522,0.071565,-0.009653
67,-0.088727,-0.056624,-0.129403,0.323363,0.22344,0.09072,-0.154444,-0.148547,0.045162,-0.009619,0.071682,-0.009737
68,-0.090568,-0.056655,-0.12898,0.324999,0.224267,0.091327,-0.154147,-0.149277,0.045008,-0.01076,0.071641,-0.010013
69,-0.090815,-0.05703,-0.128791,0.325034,0.224195,0.091543,-0.153512,-0.14944,0.045005,-0.011054,0.071972,-0.010103
70,-0.09136,-0.05743,-0.128882,0.32541,0.224342,0.092,-0.152942,-0.149745,0.045115,-0.011876,0.072181,-0.010278
71,-0.091105,-0.057219,-0.129137,0.325,0.223918,0.092004,-0.153273,-0.149134,0.04523,-0.012139,0.072134,-0.009989
72,-0.089698,-0.057016,-0.129934,0.323433,0.222952,0.09097,-0.155169,-0.148385,0.045939,-0.009969,0.071493,-0.009095
73,-0.087652,-0.056688,-0.130246,0.32289,0.223117,0.089675,-0.157188,-0.147822,0.046221,-0.007125,0.071062,-0.008352
74,-0.086736,-0.056549,-0.130311,0.322588,0.223023,0.089343,-0.157988,-0.1476,0.046485,-0.005891,0.070765,-0.008165
75,-0.085388,-0.056518,-0.131383,0.322902,0.22424,0.088666,-0.15999,-0.147522,0.047118,-0.003204,0.070668,-0.008163
76,-0.083576,-0.056586,-0.132345,0.32163,0.224035,0.087545,-0.161513,-0.147113,0.047944,-0.000825,0.06996,-0.007358
77,-0.0839,-0.056256,-0.131739,0.323029,0.224467,0.088276,-0.160072,-0.147293,0.046977,-0.002564,0.070702,-0.008128
78,-0.082723,-0.056466,-0.132551,0.322492,0.22374,0.087418,-0.161015,-0.147579,0.047823,-0.000811,0.070488,-0.007283
79,-0.083626,-0.056596,-0.131191,0.322616,0.223841,0.088135,-0.158357,-0.148117,0.046824,-0.002896,0.071135,-0.007688
80,-0.083043,-0.056535,-0.131231,0.32216,0.223642,0.08786,-0.158374,-0.147894,0.046928,-0.002483,0.07105,-0.007323
81,-0.082657,-0.05666,-0.13145,0.322217,0.223661,0.087207,-0.158377,-0.14816,0.046852,-0.001893,0.071029,-0.007456
82,-0.08232,-0.056721,-0.131537,0.321358,0.223122,0.086709,-0.158681,-0.147907,0.047105,-0.001364,0.070867,-0.007306
83,-0.082561,-0.056797,-0.131675,0.321905,0.223416,0.086983,-0.158965,-0.148202,0.047199,-0.001599,0.070707,-0.00766
84,-0.083372,-0.056946,-0.131534,0.322469,0.223769,0.087461,-0.158499,-0.148298,0.046965,-0.002453,0.070862,-0.008094
85,-0.083477,-0.057056,-0.131775,0.322564,0.223669,0.087494,-0.158728,-0.148341,0.047349,-0.0023,0.070684,-0.008174
86,-0.082861,-0.057093,-0.131991,0.321752,0.223181,0.087063,-0.159319,-0.148023,0.047759,-0.001493,0.070417,-0.007655
87,-0.082657,-0.057025,-0.132028,0.321658,0.223124,0.086943,-0.159278,-0.148002,0.047733,-0.001383,0.07045,-0.007545
88,-0.082277,-0.05705,-0.132198,0.321221,0.223019,0.086533,-0.159704,-0.148067,0.047994,-0.000946,0.070243,-0.007304
89,-0.081982,-0.056931,-0.132098,0.321015,0.22294,0.086391,-0.159738,-0.147963,0.047776,-0.000633,0.070302,-0.007016
90,-0.081895,-0.05689,-0.131891,0.321327,0.223414,0.086412,-0.159232,-0.148027,0.047441,-0.000895,0.070586,-0.007095
91,-0.081474,-0.056708,-0.131974,0.320543,0.222676,0.086238,-0.159452,-0.147654,0.047668,-0.000385,0.070396,-0.006549
92,-0.081931,-0.056693,-0.131584,0.321433,0.223227,0.086693,-0.159023,-0.147844,0.047398,-0.001101,0.070569,-0.006838
93,-0.082644,-0.056531,-0.131348,0.321473,0.222978,0.087353,-0.158644,-0.147631,0.047145,-0.001736,0.070916,-0.006629
94,-0.083432,-0.056704,-0.131341,0.322083,0.223402,0.087757,-0.158692,-0.147864,0.04719,-0.002396,0.070756,-0.007199
95,-0.083409,-0.05674,-0.131613,0.322496,0.223607,0.087951,-0.159236,-0.147874,0.047313,-0.002149,0.070559,-0.00728
96,-0.083899,-0.056752,-0.131572,0.322045,0.223039,0.088095,-0.159519,-0.147541,0.047373,-0.002249,0.070448,-0.00726
97,-0.082506,-0.056701,-0.132889,0.322071,0.223322,0.087218,-0.161239,-0.147694,0.048368,-0.001027,0.069708,-0.006929
98,-0.083736,-0.05676,-0.132355,0.322017,0.223847,0.087701,-0.161031,-0.147391,0.047907,-0.001642,0.070142,-0.007652
99,-0.084124,-0.056498,-0.132266,0.322764,0.224444,0.087801,-0.161006,-0.147592,0.047754,-0.001767,0.070328,-0.007917
100,-0.084753,-0.05647,-0.131334,0.322543,0.224279,0.088157,-0.160157,-0.147413,0.047215,-0.002642,0.070581,-0.008052
101,-0.085887,-0.056294,-0.130359,0.322507,0.223652,0.088874,-0.158738,-0.147443,0.046383,-0.004471,0.070632,-0.008203
102,-0.087502,-0.056431,-0.129756,0.322662,0.223368,0.089275,-0.157165,-0.147778,0.045959,-0.006508,0.070733,-0.008294
103,-0.089345,-0.056743,-0.129663,0.323989,0.22373,0.090933,-0.15562,-0.148783,0.045763,-0.008929,0.070936,-0.009252
104,-0.089187,-0.057044,-0.129375,0.324565,0.224266,0.091047,-0.155399,-0.149137,0.045762,-0.009228,0.071073,-0.009431
105,-0.088555,-0.057134,-0.129504,0.323963,0.223842,0.090789,-0.155475,-0.149222,0.046125,-0.008543,0.071176,-0.009047
106,-0.088887,-0.05673,-0.129507,0.324533,0.224227,0.090498,-0.155742,-0.149456,0.045976,-0.008432,0.071191,-0.009338
107,-0.088614,-0.056596,-0.129273,0.323527,0.223743,0.090575,-0.155437,-0.14872,0.045503,-0.008653,0.071159,-0.009182
108,-0.088177,-0.056891,-0.12943,0.323461,0.224033,0.090751,-0.155337,-0.148516,0.045421,-0.008833,0.071235,-0.009376
109,-0.088257,-0.057104,-0.129546,0.323219,0.224207,0.090986,-0.15529,-0.148108,0.045446,-0.0084,0.07129,-0.009359
110,-0.088073,-0.057187,-0.129574,0.322853,0.224463,0.091218,-0.15595,-0.147875,0.045774,-0.007581,0.071264,-0.009276
111,-0.088452,-0.056808,-0.129213,0.322423,0.224712,0.09157,-0.155844,-0.147374,0.045969,-0.007523,0.071025,-0.008787
112,-0.090538,-0.056575,-0.128023,0.323617,0.224886,0.091807,-0.154382,-0.147957,0.044776,-0.009347,0.071129,-0.009708
113,-0.090734,-0.056636,-0.127803,0.324045,0.224955,0.092202,-0.153713,-0.148324,0.044223,-0.010051,0.071397,-0.009966
114,-0.090136,-0.056856,-0.128047,0.323636,0.224321,0.092286,-0.15385,-0.148124,0.044541,-0.009679,0.071285,-0.009478
115,-0.089951,-0.056835,-0.128803,0.324625,0.224641,0.092304,-0.154205,-0.148625,0.044703,-0.010081,0.071074,-0.009956
116,-0.089358,-0.057046,-0.129079,0.324203,0.2243,0.09213,-0.154337,-0.14805,0.044843,-0.009473,0.071221,-0.009703
117,-0.089262,-0.057174,-0.129578,0.324141,0.224476,0.091861,-0.154944,-0.147709,0.045327,-0.00905,0.071271,-0.009394
118,-0.089859,-0.056718,-0.129197,0.324164,0.224735,0.091662,-0.154761,-0.147359,0.045276,-0.009619,0.071297,-0.008972
119,-0.090228,-0.056512,-0.129064,0.323913,0.224649,0.091405,-0.154635,-0.147504,0.045273,-0.010002,0.071017,-0.008953
120,-0.089507,-0.056759,-0.129774,0.323694,0.224877,0.090388,-0.155335,-0.147329,0.045364,-0.009546,0.070637,-0.008301
121,-0.089453,-0.056899,-0.129755,0.324479,0.22546,0.090638,-0.155301,-0.147524,0.04509,-0.009539,0.070737,-0.008892
122,-0.089145,-0.056989,-0.129659,0.323712,0.224985,0.090647,-0.155222,-0.147453,0.045126,-0.008719,0.071124,-0.008739
123,-0.089487,-0.056943,-0.129715,0.324555,0.22533,0.091074,-0.154878,-0.148234,0.045124,-0.009033,0.071326,-0.009451
124,-0.088586,-0.056924,-0.130042,0.324046,0.223966,0.091167,-0.154824,-0.148186,0.045235,-0.008216,0.071742,-0.008926
125,-0.088907,-0.056815,-0.130035,0.324396,0.224294,0.091176,-0.154953,-0.148465,0.045235,-0.008417,0.071742,-0.008951
126,-0.088462,-0.056731,-0.129664,0.324033,0.223717,0.091267,-0.154768,-0.148279,0.045214,-0.008184,0.071716,-0.009052
127,-0.088616,-0.056733,-0.129558,0.324441,0.223836,0.091485,-0.154427,-0.148361,0.045042,-0.008461,0.071794,-0.009394
128,-0.089539,-0.056644,-0.129636,0.32515,0.224615,0.091489,-0.154742,-0.148681,0.045057,-0.008888,0.071597,-0.009746
129,-0.08945,-0.05651,-0.129731,0.324422,0.22424,0.091352,-0.154652,-0.148147,0.045015,-0.009045,0.071515,-0.009594
130,-0.089229,-0.056798,-0.130168,0.324531,0.224526,0.091074,-0.155191,-0.148424,0.045519,-0.008803,0.071019,-0.009987
131,-0.089047,-0.056811,-0.130001,0.324222,0.224389,0.091363,-0.154571,-0.147996,0.045195,-0.008743,0.071043,-0.010222
132,-0.089497,-0.056771,-0.129749,0.32499,0.224925,0.09184,-0.15425,-0.147984,0.044857,-0.009708,0.070972,-0.01023
133,-0.08951,-0.056984,-0.129671,0.324873,0.224468,0.091406,-0.154607,-0.14802,0.045282,-0.009653,0.070425,-0.009195
134,-0.089756,-0.057075,-0.129405,0.325124,0.224717,0.091525,-0.154662,-0.147981,0.045251,-0.009704,0.070863,-0.009123
135,-0.089348,-0.056978,-0.129167,0.324765,0.22484,0.091467,-0.154834,-0.14807,0.04515,-0.009411,0.071243,-0.009173
136,-0.088352,-0.056985,-0.129908,0.324235,0.224584,0.091018,-0.156024,-0.148341,0.045869,-0.008378,0.071075,-0.008881
137,-0.088121,-0.056914,-0.129174,0.323729,0.224582,0.091371,-0.155677,-0.148052,0.045449,-0.008344,0.07127,-0.00883
138,-0.088607,-0.056785,-0.128648,0.323697,0.224974,0.091727,-0.155488,-0.148306,0.045238,-0.008822,0.071353,-0.00909
139,-0.089445,-0.056677,-0.128246,0.324169,0.225699,0.092305,-0.15473,-0.148392,0.044699,-0.009457,0.071634,-0.009648
140,-0.089798,-0.056732,-0.127804,0.323828,0.225486,0.092544,-0.154375,-0.147989,0.044488,-0.009015,0.071955,-0.009801
141,-0.088719,-0.056643,-0.128417,0.322992,0.225066,0.091698,-0.155609,-0.14784,0.045364,-0.007129,0.071438,-0.009035
