t,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12
0,-0.081953,-0.056656,-0.132804,0.320412,0.222864,0.085309,-0.160533,-0.148461,0.048128,0.00034,0.069528,-0.006117
1,-0.081866,-0.056693,-0.132534,0.320102,0.222349,0.08582,-0.16033,-0.148201,0.048113,-4e-05,0.069439,-0.005862
2,-0.083235,-0.056656,-0.132033,0.320927,0.222979,0.086741,-0.15992,-0.148534,0.047759,-0.001543,0.069624,-0.006485
3,-0.084332,-0.056773,-0.131519,0.321762,0.223334,0.087642,-0.159463,-0.148669,0.047223,-0.002952,0.069804,-0.007126
4,-0.083697,-0.056569,-0.131603,0.321459,0.223115,0.087452,-0.159723,-0.148225,0.04739,-0.002525,0.069825,-0.006889
5,-0.083873,-0.056589,-0.131604,0.321971,0.223226,0.087879,-0.159617,-0.148104,0.047363,-0.002996,0.069971,-0.007225
6,-0.08344,-0.056623,-0.13215,0.321987,0.223583,0.087518,-0.160516,-0.148238,0.04793,-0.00253,0.069574,-0.007221
7,-0.084416,-0.056701,-0.13176,0.322041,0.223716,0.08827,-0.159742,-0.147887,0.047424,-0.003391,0.069979,-0.007691
8,-0.083994,-0.056751,-0.131973,0.321984,0.224096,0.088027,-0.16043,-0.147652,0.04767,-0.0024,0.069947,-0.007902
9,-0.083644,-0.056609,-0.132442,0.322122,0.224241,0.087262,-0.161796,-0.147692,0.048324,-0.001454,0.069553,-0.007529
10,-0.085283,-0.056379,-0.130625,0.322134,0.223247,0.088321,-0.159284,-0.147216,0.047134,-0.003703,0.07015,-0.007528
11,-0.086378,-0.056292,-0.130401,0.322916,0.22332,0.088852,-0.158428,-0.147647,0.046588,-0.005001,0.070492,-0.007858
12,-0.087216,-0.056677,-0.131155,0.322345,0.222537,0.089093,-0.158132,-0.148119,0.047312,-0.005547,0.070267,-0.007787
13,-0.088323,-0.056789,-0.130392,0.323979,0.223437,0.090169,-0.156792,-0.148881,0.046658,-0.007542,0.070713,-0.008644
14,-0.087415,-0.056962,-0.130935,0.323611,0.223399,0.089627,-0.157437,-0.14914,0.0469,-0.006681,0.070589,-0.008527
15,-0.088061,-0.057165,-0.130268,0.323178,0.223259,0.090126,-0.156565,-0.148845,0.046754,-0.007127,0.071156,-0.008994
16,-0.08799,-0.057455,-0.129854,0.323808,0.22397,0.090415,-0.156657,-0.149106,0.046825,-0.007518,0.071103,-0.00875
17,-0.089809,-0.057088,-0.129546,0.324723,0.224282,0.090931,-0.155247,-0.149305,0.046025,-0.009823,0.07182,-0.009092
18,-0.089098,-0.056681,-0.12967,0.323927,0.22395,0.090194,-0.155549,-0.148974,0.046144,-0.008928,0.071175,-0.009301
19,-0.089922,-0.056837,-0.129101,0.324165,0.223806,0.090798,-0.154751,-0.14906,0.045694,-0.009708,0.07131,-0.009555
20,-0.088051,-0.056627,-0.129863,0.323476,0.223759,0.089806,-0.156736,-0.148957,0.0463,-0.00773,0.070905,-0.009012
21,-0.085418,-0.056668,-0.130362,0.322112,0.223212,0.088787,-0.157759,-0.148173,0.046694,-0.0056,0.070233,-0.008346
22,-0.084253,-0.057292,-0.1313,0.321334,0.22255,0.088097,-0.159051,-0.14787,0.047605,-0.003933,0.069788,-0.007678
23,-0.085621,-0.056921,-0.130886,0.321874,0.223133,0.089291,-0.157999,-0.148563,0.047145,-0.006035,0.070334,-0.008357
24,-0.084897,-0.056866,-0.131008,0.321536,0.223102,0.089497,-0.158181,-0.148621,0.047111,-0.0059,0.070245,-0.008576
25,-0.085875,-0.056731,-0.130864,0.321878,0.223768,0.089697,-0.158153,-0.148701,0.047148,-0.005923,0.0705,-0.008694
26,-0.086932,-0.056508,-0.130166,0.321969,0.224232,0.089832,-0.157827,-0.148287,0.046851,-0.006138,0.070545,-0.00853
27,-0.087905,-0.056573,-0.129327,0.32207,0.224056,0.090277,-0.156589,-0.147958,0.046302,-0.007048,0.070499,-0.008503
28,-0.089348,-0.056844,-0.128783,0.322645,0.224081,0.091125,-0.155575,-0.147823,0.04578,-0.008602,0.070507,-0.009202
29,-0.089509,-0.057136,-0.12884,0.323115,0.224458,0.091692,-0.154938,-0.147943,0.045253,-0.009302,0.070588,-0.009244
30,-0.089079,-0.057014,-0.129139,0.323798,0.224483,0.091659,-0.15495,-0.148365,0.045254,-0.009213,0.070722,-0.009342
