t,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12
0,-1.0120375571723763,1.0473473642030582,1.0314275061257938,1.0275422434173496,1.0327211247357944,1.007376065567255,1.041086891404659,-1.0767929276900412,-1.047592714302644,-1.0197989132283618,1.0447489681556685,-1.0333536955405311
1,-1.0146198707033753,1.1153349937076138,1.038899700030864,1.0264257016961869,1.0413438706662008,1.004413515633681,1.0446871976481826,-1.1026000820185473,-1.0547001916149636,-1.0224193385015232,1.0454456050553065,-1.0323302068712403
2,-1.010402467818687,1.089859915349105,1.0373833761630988,1.0196421840695042,1.0344593067217656,1.0037089091629934,1.042143503019606,-1.0901674383274427,-1.0511382834446519,-1.0193085882539359,1.0461701074309295,-1.0293581532354146
3,-1.0265842141810608,1.095539072944951,1.0480601720567457,1.0422468872168047,1.0516025525834036,1.0308202445010484,1.0476907139980787,-1.1158804059613192,-1.0572000629455038,-1.0371290877343007,1.0507400454925526,-1.0406362110720249
4,-1.0359324146928433,1.0864524207915973,1.052702936888976,1.0510317532116085,1.0563399505451683,1.0396918805183444,1.0529835555136937,-1.105143122773546,-1.060255461238386,-1.0435676173165165,1.0551427906982622,-1.0500837987885572
5,-1.0242838126075944,1.0942409797801862,1.0428233834412672,1.0522536290574087,1.0481602706111854,1.0348076765738041,1.0412042926952085,-1.0648312174720822,-1.0481482412649865,-1.0377882131097584,1.046365165762828,-1.044375881209819
6,-1.029504822061099,1.0809355248413473,1.0438551089595407,1.056150991669012,1.0619293985000562,1.0410210245425964,1.0416934647391656,-1.0573904685963453,-1.049537058670842,-1.0413169453027582,1.0477863050380887,-1.0537644215031228
7,-1.0355377379522976,1.098784305856863,1.0448555700681696,1.055350452321764,1.0862639463036532,1.041037038326021,1.0376235533334432,-1.0215995246371037,-1.050337671057747,-1.0364940767018476,1.0536937859470161,-1.0630545494243795
8,-1.035007743472136,1.1122520224412977,1.0464656871648688,1.0554557864464016,1.0872523242956762,1.0367453443681953,1.032389412463103,-1.0135936555935887,-1.0469391531704766,-1.0336807366846497,1.0538331133269436,-1.0594526566074516
9,-1.056241352113495,1.1635267024495066,1.0698514655790645,1.05914248080873,1.0558287205492938,1.0503570602792094,1.0544412882046856,-0.9897644218523031,-1.0653368990409873,-1.0533821549193696,1.0618026394587983,-1.0552209246094215
