t,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12
0,0.9955928101572066,-1.1404264033624099,-0.9778423085067249,-0.9629145762158472,-0.9780146130356797,-0.9760591218519994,-0.9779413697053296,0.9907933928186266,0.9752770239250691,0.9862973956634364,-0.9402203481958751,0.9729202859627318
1,1.0088201192046382,-1.1371811704504993,-0.9854708244600185,-0.9927452003133103,-1.011176398768032,-0.995868171948381,-0.9924991297334906,0.9987992618621415,0.9881685172570694,0.9985394437954147,-0.9598933742416426,0.991264352112332
2,1.009282454814992,-1.1009968234826804,-0.9921145115095061,-0.9854771457132931,-0.9943398909039187,-0.9962845303174237,-0.9941329643603074,0.9677176526343785,0.9857830191246586,0.9985876724814239,-0.9586394278222947,0.9898668964292616
3,0.9952206863732634,-1.0763330533521493,-0.9848924328815925,-0.9781037569886374,-0.984149372986166,-0.9901352374823305,-0.9860909759576535,0.9507640476010544,0.9778095733122173,0.9889901639656116,-0.9558528802237442,0.9832142200788703
4,0.9913077484027103,-1.0261942048631085,-0.9745908099036819,-0.9891006396008376,-1.0023491608392767,-0.9901192236989057,-0.9791153826108266,0.9834468306375194,0.9760612972836697,0.984641544110457,-0.9521746373936574,0.9805964509824143
5,1.001467855352187,-1.0080209005564011,-0.9794836900130692,-0.9908070524199727,-1.0007132248524806,-0.9994872870023682,-0.9871867213361172,0.9704490667786365,0.9833158258507272,0.990364681516871,-0.953595776668918,0.9855761170080033
6,0.9971602406410881,-1.0188924308113059,-0.9860023194239781,-0.9873731599567755,-0.9981229928733855,-0.9990709286333254,-0.9930470024227226,0.9564152492788299,0.988380924625024,0.99014765242983,-0.9668876087140046,0.9873081747560343
7,0.9691494685406445,-1.0042888827077032,-0.9618661951783101,-0.979515234258786,-0.9882732949528824,-0.97199162086212,-0.9646065397870611,0.9930538734897388,0.9663722534992889,0.9655027938791766,-0.953205660005121,0.9681374446812375
8,0.9611206159901147,-0.998609725111856,-0.9579581439727296,-0.9707725019138373,-0.9710278030920695,-0.9649135285883927,-0.9545785128859421,0.9906050194293672,0.9575165001584218,0.9602539052185187,-0.9513386731140921,0.964693011659585
9,0.9636803765645112,-0.9888740263761193,-0.9633668868412537,-0.9576900036338056,-0.9541572132282311,-0.9613104273178302,-0.9560851627813296,0.9785491225167812,0.9595262006398361,0.9630190165497076,-0.9501961885986864,0.9624098446280899
10,0.9604101978571326,-0.9930928291616046,-0.9595369966597845,-0.9539822424465507,-0.9473408132832457,-0.954632679629721,-0.952602257828356,0.98325845724826,0.957451144045205,0.9611059453380131,-0.9479669505198458,0.9538086033111635
11,0.9560574772328285,-0.9734591700445377,-0.9608032052503928,-0.9543193116453919,-0.9542253772276811,-0.9518462813138193,-0.9514967290090127,1.0123621458888024,0.956307412063912,0.9594902843567079,-0.9472424481442226,0.9490848094528973
12,0.9418603910514843,-0.9565839589025965,-0.9605374577684125,-0.9316092743734532,-0.937184377365218,-0.9457770573958496,-0.9461549702890021,0.9966329678856615,0.9503600057611896,0.9521756003119934,-0.9348144458546869,0.9432391145532931
13,0.9277760696531534,-0.9424671957357788,-0.9497668686458317,-0.9288073866580843,-0.9347986373844726,-0.9332222511908673,-0.9330549429518331,0.9806212297986315,0.939429195825691,0.937940099824972,-0.9231666768927455,0.9377083392442398
14,0.9143119545613942,-0.9612895466248691,-0.9362919080889893,-0.9317778089728741,-0.9482951092755436,-0.9238221603205554,-0.9224399095979656,0.9726153607551166,0.9336941968909224,0.9251112693465497,-0.9192097793028036,0.9300321742245573
15,0.9045014184392582,-0.9672932275119055,-0.9309925906542212,-0.9076352276058594,-0.9340488333905245,-0.9131890081265397,-0.9185852338915842,0.9411570047488348,0.9279591979561542,0.9182627959332567,-0.9154479400447603,0.9267255185237709
16,0.899697638682902,-0.9961758004279219,-0.9276004022077775,-0.8925513809577071,-0.9138041255539179,-0.9039330413070503,-0.9203266863680708,0.8954764578534871,0.9313413768151204,0.9146858350542478,-0.9234174661766149,0.9215687102284972
17,0.8851058757610123,-0.9590178835865307,-0.9161576282778366,-0.9001143711067109,-0.9276414174422385,-0.8901932151286385,-0.9076669138704633,0.9077207281553324,0.9210151109268762,0.9013506033727297,-0.9176771781236007,0.9143649245946415
18,0.887304789029767,-0.894762271930672,-0.9222541881585428,-0.9079512299797728,-0.938922559351189,-0.8965987284985275,-0.9106802136612384,0.9209068654034746,0.920884398700443,0.9058921379719207,-0.9064195258254562,0.9077516131930689
19,0.8956719359293357,-0.8830794334477885,-0.9437953664037043,-0.9123120627397836,-0.9370480493663181,-0.8992570165470314,-0.9174797050722411,0.9437000455038336,0.9265050244370818,0.9130299835012684,-0.9016266639559491,0.9090506565040919
20,0.9084707388013179,-0.9429539806725661,-0.9529245740199417,-0.9298607279044635,-0.9342533253888742,-0.89616635634606,-0.925414075625224,0.9875910452012227,0.9360143389101164,0.9174589844997714,-0.9156987293286297,0.9149357163525154
21,0.9233444136807403,-0.9664819192839267,-0.9506891687303494,-0.9535398391230709,-0.9521804572441853,-0.9174166469506664,-0.9372422556481051,1.0341192723482375,0.9410957767127176,0.9281416384507885,-0.9274300947185279,0.9215490277540876
22,0.9343502565028147,-0.9585310986497434,-0.9590836627199372,-0.9453027105763844,-0.9459093692947983,-0.9359125668062207,-0.9499020281457126,1.0212156951839844,0.9461935535436229,0.9419430807637278,-0.9323901494439479,0.9321578814607769
23,0.9453335463682866,-0.897358458260202,-0.9792961035552011,-0.9595017505775781,-0.964211403147084,-0.9523106810331363,-0.9599496219285899,1.0209331351000954,0.9583334515736309,0.9575370225733392,-0.9438985910259619,0.9503641702895113
24,0.9404733842204238,-0.922022228390733,-0.9685255144326204,-0.9722261128338405,-0.9799572870199996,-0.9495082689338099,-0.9532283980446205,1.0206505750162063,0.9581537222622847,0.9510904548767884,-0.9365421053657885,0.954320347645809
25,0.9403831723940134,-0.9585310986497434,-0.9654928666970892,-0.9536662400726366,-0.9607350391751419,-0.943326948531867,-0.9540404236375891,0.9849538177515942,0.9597549470360949,0.9507448159603898,-0.9310247411206581,0.951427023907621
26,0.9455365229777102,-0.9694026289046482,-0.9627415986483602,-0.9467984551462434,-0.9528620972386836,-0.9428465350291254,-0.954294793100447,0.9528361548829047,0.9596732518945739,0.9502786053289685,-0.932222956588035,0.9508168672009283
27,0.9433939921004619,-0.8905434691451868,-0.9502983636097913,-0.9525707651764022,-0.9517033092480359,-0.936585145710059,-0.9465658748059259,0.9404035111918,0.9529742502898588,0.9441857146631513,-0.9374059351213391,0.9557965332265173
28,0.9426384680542744,-0.8097371696385784,-0.9401217982704585,-0.9446496390036292,-0.9332308653971263,-0.9340869954958023,-0.9382695169404145,0.9344697494301354,0.9394782129106036,0.9354643606098378,-0.9376288589292231,0.9560917703426589
29,0.9424693208797549,-0.7503494073505882,-0.9434045612831463,-0.937381584403612,-0.9302998134207826,-0.9394676267265091,-0.9352757840313978,0.9354116163764322,0.9363411194762005,0.9348132733487149,-0.943285550554281,0.957253036332816
30,0.930820718794506,-0.7863714926728113,-0.9293981057623444,-0.9349378327120118,-0.9473067312835207,-0.9294269845192081,-0.9230660498142301,0.9601827170640119,0.9307695108244738,0.9227078731604292,-0.9326409387278176,0.946093073342662
31,0.9287007408738605,-0.8533855523037956,-0.9295544278105677,-0.9342847611392565,-0.9540549672290562,-0.9288825158827676,-0.9234573874493962,0.9762886418456714,0.9344457921929151,0.9217593756689167,-0.9271514399586728,0.9433965743485685
32,0.9247990793816087,-0.9035244007928342,-0.9280381039428022,-0.930745534551422,-0.9310496174147307,-0.9263683518850863,-0.9256390947654443,0.9537780218292015,0.9305080863716066,0.9222175481860033,-0.9230830804647889,0.9380626237836098
33,0.9295126473115545,-0.8736682580032455,-0.9264436190509253,-0.9409208109914466,-0.9291069434304099,-0.9352720154692319,-0.9380249309184361,0.9514233544634595,0.9327138551926718,0.9358019614119016,-0.9380747065449913,0.9441445083761275
34,0.9361657695093251,-0.8660419606602515,-0.923410971315395,-0.9554990538413367,-0.946216107292323,-0.947426477088596,-0.951369544277584,0.9959736610232537,0.9383671589859189,0.9459139092451444,-0.9586115623463092,0.9396175392619557
35,0.9446795106268108,-0.8804832471182608,-0.9425135256082743,-0.9552673187671331,-0.9359915073748453,-0.9499246273028528,-0.9637358135488175,0.964797865100861,0.9481215588835166,0.9561142763360705,-0.9534285838130051,0.9423337207304586
36,0.9555162062743657,-0.8662042223058473,-0.9477346820189303,-0.9545510467195956,-0.9373207053641177,-0.9476666838399669,-0.9569363221378149,0.9481268201514259,0.9494286811478512,0.9532446695185286,-0.9413349672352955,0.9363502485099883
