t,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12
0,-1.0281290917083397,1.139187455610167,1.050139255298115,1.040877543596512,1.0546358505589222,1.0174807629082545,1.0599200150970045,-1.1054256828574351,-1.0710228808908426,-1.0339058038860256,1.0723079239053341,-1.046560635869267
1,-1.0325381947241503,1.1490854159914985,1.0561576541547095,1.0482509323211666,1.0618271525008813,1.0267527435111687,1.0654183088710816,-1.0993035477065112,-1.0766108285708735,-1.038583986428909,1.0744257000802329,-1.0485879307334396
2,-1.0471863400375463,1.1258820006713282,1.0665843347711992,1.063566514043523,1.072903802411482,1.049524343541124,1.0693121183409793,-1.1132431785116907,-1.080221753826098,-1.0537277938357683,1.0780203464823628,-1.0598463060956405
3,-1.0540537153230418,1.1137123772516584,1.0703360639285566,1.0705817667444089,1.075732608388651,1.0557697190767656,1.0710242204948288,-1.1087222171694686,-1.0833915253171096,-1.0599814467882827,1.0773237095827253,-1.0655542236743787
4,-1.0522833082297367,1.1489231543459026,1.0739471032425134,1.071003103242961,1.0661896484656714,1.0604937851870586,1.072208016841205,-1.065207964250601,-1.085564616081566,-1.059627769757549,1.0873552809375076,-1.0651802566605992
5,-1.0421344777585615,1.1226367677594162,1.0629263988427753,1.069991895646437,1.0704839804310127,1.0533196102127829,1.0609864101528308,-1.063041670274121,-1.07218295190044,-1.0534946885200578,1.0735340048486965,-1.0629955020011512
6,-1.0487763234780305,1.1127388073780848,1.0614882359991213,1.0755746042522478,1.0851392403127305,1.0576593455208825,1.0599884991831585,-1.0706707925391172,-1.0726077666363487,-1.0568385440833559,1.0694099144028417,-1.0702583350582353
7,-1.0529486204495138,1.1349686528246818,1.0661153686265294,1.0706028335693372,1.088377030286599,1.0644652034763897,1.0641953787611889,-1.0289460868182108,-1.0753690624197556,-1.0590007968394306,1.0787169833820005,-1.0776983103850044
8,-1.0497009946987377,1.1383761473821894,1.0619884665534358,1.0714665733913684,1.1015667641801452,1.0565704082480016,1.0547739251945765,-1.0230123250565462,-1.0690295194377324,-1.0509144538185704,1.07841046314616,-1.0742735598377617
9,-1.0739679760031478,1.2074996084059142,1.0892510317635677,1.0797879692377648,1.0691207004420151,1.0696376555225748,1.0767181830864887,-0.9927783960804503,-1.088064487412106,-1.0718055129748485,1.087996186885174,-1.0709669041369754
