t,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12
0,0.9932698556271377,-1.1793691983053545,-0.9842671446886998,-0.933463154967081,-0.9535778192329069,-0.9610061654327605,-0.9738812417404864,0.9781723757382624,0.9677610709051445,0.9873101980696276,-0.9271793054346583,0.9610123889450194
1,0.9804597762768542,-1.1832634777996482,-0.9719177028790641,-0.9240673510493772,-0.9396382813454123,-0.9546486934131457,-0.9612606030063949,0.9830700838590006,0.9584805028283687,0.9750520737089796,-0.916590424560166,0.9507381373032905
2,0.9893343646999819,-1.2325910180607103,-0.9749034540001278,-0.9548459822685815,-0.9718798530851925,-0.9701340219848522,-0.9679818268903644,1.016129613673987,0.9650814702632585,0.9850273735985299,-0.9317771089722668,0.9656968178544667
3,0.9986261828202578,-1.2544963402161156,-0.9827351886161123,-0.9641996525364301,-0.9770943990431058,-0.9807992017457173,-0.9756911783031272,1.0011539292278808,0.9687250735750914,0.99447215794198,-0.9408891196195274,0.9744161540178496
4,1.008369060072586,-1.2063046314742238,-0.9907857740996087,-0.9634201800141092,-0.9702779990981213,-0.9869484945808106,-0.9820406314336896,0.9443593523662414,0.9715844035283236,1.0003882100924306,-0.9556299564158601,0.9741012344272985
5,0.9910934953149856,-1.1710938543799774,-0.9781862170128164,-0.9665170032784647,-0.9722547550821671,-0.9744577435095273,-0.9668078139848675,0.9700723200001178,0.9615522401495551,0.9867877206378622,-0.9474096410001357,0.966779353946986
6,0.9775729978317199,-1.115113586649496,-0.9675250533239915,-0.9588908126546781,-0.9609395311734916,-0.9600133108604277,-0.9554981563285811,0.9760060817617824,0.9564871413752581,0.9738061659870778,-0.9350931006145421,0.9551863765198244
7,0.9802004172759241,-1.056861655880676,-0.9733246013130737,-0.9471355243450845,-0.9520100472455605,-0.9592926906063152,-0.9628748707514534,0.95858154325531,0.9632188210365816,0.9746903585639115,-0.942031604134933,0.9548124095060452
8,0.9668828964020819,-1.0177565992921378,-0.9575829710569934,-0.949516075561902,-0.9544639512257549,-0.9496523929846324,-0.9528566272912132,0.964797865100861,0.9543303896391061,0.9626171108329651,-0.9295478708934264,0.9470968795375438
9,0.9707056225462247,-0.9903343811864812,-0.9552068759240006,-0.9656111298065787,-0.9739588550684132,-0.9585720703522027,-0.956818920847265,0.9695071998323423,0.9562093778940872,0.9663628721130056,-0.9326130732518321,0.9575089085001388
10,0.9765017323930959,-0.9794628509315764,-0.9627572308531829,-0.9585748102807646,-0.9654383551371817,-0.9688048779606003,-0.9671991516200334,0.9389907107723547,0.9623691915647641,0.9723593054068045,-0.9378796482130928,0.9661691972402933
11,0.9764791794364932,-0.9843307002994425,-0.9652271192151098,-0.9626196406668612,-0.9718798530851925,-0.9734648889371945,-0.970799457863557,0.9345639361247651,0.9637253309140114,0.9719654378043969,-0.9399138279600346,0.9677634776674581
12,0.9848688792926648,-0.9968248470103049,-0.9649770039379525,-0.9847187400158999,-0.9992136168645833,-0.9875410045675254,-0.9765619045413708,0.9490686870977201,0.9728261696794415,0.9771339453217062,-0.9494438207470778,0.977821222090683
13,0.9929653907130024,-0.9913079510600535,-0.9736216132046978,-0.9833493963956065,-1.00313304683295,-1.0003840588741526,-0.9865507976789732,0.9335278824838386,0.9802767665861492,0.9839181138203204,-0.9545432028524252,0.983115807706823
14,0.9874173633887599,-0.9984474634662602,-0.9775452966151009,-0.971699442210651,-0.9963848108874144,-0.9976937432587993,-0.9875780589712833,0.909321901964037,0.981714601076917,0.9831625310728446,-0.9615374373247874,0.9786478860158795
15,0.9661612017907985,-1.0046134059988925,-0.9608032052503928,-0.9672543421509303,-0.9980548288739356,-0.9748100467448712,-0.9644010875285992,0.9413453781380942,0.9648690628953044,0.9632440837510834,-0.9559643421276861,0.9635317456694281
16,0.9394021187817997,-1.002990789542937,-0.9451397360184246,-0.9503166149091504,-0.9681989971149007,-0.9462734846820161,-0.9404120904929466,0.9404035111918,0.9456543656095847,0.9419270045350581,-0.9494716862230633,0.9452467269430563
17,0.9313958191878726,-1.0300884843574023,-0.9431075493915223,-0.9353381023856358,-0.9369458033671432,-0.9336706371267596,-0.9325462040261173,0.9290069211416192,0.9366025439290672,0.9379561760536417,-0.9482734707556865,0.9390861124529007
18,0.920457635235606,-1.0490730968920885,-0.9319930517628501,-0.9273116420882254,-0.9191890815104569,-0.916631971562855,-0.920512571744775,0.9362592966280967,0.9271259075126409,0.9301029383484921,-0.9420594696109186,0.9264499638820388
19,0.9040954652204113,-1.014998151317012,-0.922629361074279,-0.9208441268354561,-0.9103959255814256,-0.904173248058421,-0.9082147865596952,0.9572629295304944,0.9154761803317584,0.9222497006433428,-0.9368764910776145,0.9198169700060569
20,0.8989533911150157,-1.006722807391635,-0.9271001716534627,-0.9061394830360003,-0.8907306117401433,-0.9040451377910234,-0.9096920861324456,0.9404035111918,0.9162767927186632,0.9230293977338232,-0.9242812959321657,0.9165890442029082
21,0.8956944888859384,-1.0106170868859312,-0.9264123546412806,-0.9134918049357285,-0.8903557097431688,-0.9021234837800567,-0.9097507867777199,0.954908262164755,0.9157049267280167,0.9211886695511422,-0.9232502733207019,0.919069035978498
22,0.9008365629913337,-0.9755685714372804,-0.9157355587476339,-0.9265321695659045,-0.9162239475343882,-0.90769628041186,-0.9048003656928753,0.9842945108891864,0.9114077622840168,0.9180216525032111,-0.9163953662282674,0.9205255390847967
23,0.9059222547052228,-0.95934240687772,-0.9235516611587956,-0.9181475732447252,-0.9119977795684968,-0.9089293417355636,-0.9111106850599204,0.9541547686077176,0.9182701541717734,0.9198302282285525,-0.9156708638526442,0.9250525081989683
24,0.9020656991261763,-0.9666441809295225,-0.9254587901471193,-0.9166518286748662,-0.9065446596125089,-0.9048298131788347,-0.9195537945386187,0.9434174854199472,0.9242338995028003,0.9190505311380719,-0.9288512339937887,0.9250328257245591
25,0.8995284915083824,-0.9234825832010927,-0.9182367115192055,-0.9251838927705393,-0.9234493314760721,-0.9016911116275892,-0.9146816409808067,0.9653629852686391,0.9183845273699027,0.91591566654748,-0.9220520578533251,0.9218639473446388
26,0.9075347911023096,-0.9096903433254686,-0.929335576943055,-0.9324519473705564,-0.9194276555085307,-0.9084329144493972,-0.9247292347636841,0.9894747790938137,0.9228124040403364,0.9272574458739549,-0.9133858948218327,0.9201122071221985
27,0.9334255852821076,-0.9820590372611041,-0.9669466617455654,-0.9422269541369571,-0.9093053015902278,-0.9223809198123304,-0.9542067421325349,0.989945712566962,0.9541179822711515,0.9528588400304556,-0.9331982482475277,0.936114058817075
28,0.9380489413856431,-1.0130510115698652,-0.9596151576838958,-0.9441651020302948,-0.9070558896083832,-0.9238221603205554,-0.9556449079417682,1.0295041243113885,0.9483666443080792,0.9536787276926106,-0.935204562518484,0.9332010526044776
29,0.9415333731807465,-0.9893608113129067,-0.9552225081288233,-0.9584273425062714,-0.9295159274271094,-0.9386509237718482,-0.9602529085958433,1.0414658345293446,0.9461118584021019,0.957159231199601,-0.9446788243535561,0.9414480093820337
30,0.9510168914321447,-0.942304934090183,-0.9643517157450597,-0.9525707651764022,-0.9296522554260093,-0.953255494255195,-0.9676589733413528,1.012456332583432,0.9475006758079575,0.9658886233672493,-0.943842860073991,0.950226392968645
31,0.9497426493840971,-0.8869737129420845,-0.9727931063491142,-0.9558782566900331,-0.9474089772826956,-0.9584920014350792,-0.968363381084651,0.9973864614426989,0.9559316144129159,0.9689591830431624,-0.9460720981528314,0.9571939889095876
32,0.9280467051323849,-0.8770757525607521,-0.9500169839229892,-0.9577742709335161,-0.9557931492150273,-0.9392754613254124,-0.9427307659813028,1.01085515877473,0.9423375428638353,0.9484459152606224,-0.9319443018281798,0.94475466508282
33,0.9283398935682188,-0.9070941569959388,-0.9568013608158774,-0.95023234760944,-0.9544639512257549,-0.939355530242536,-0.9450592249105383,0.9956911009393673,0.9475170148362616,0.9470392452520237,-0.932055763732122,0.9419597537166794
34,0.9326926141925228,-0.9027130925648577,-0.954175150405727,-0.9400781379943429,-0.9458412052953493,-0.9391473510580146,-0.9403533898476717,0.9510466076849434,0.9458340949209308,0.9438722282040922,-0.9300215839851799,0.9442232382737651
