t,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12
0,0.9815761476286834,-1.1623317255178152,-0.9676970075770368,-0.921728933482415,-0.9359915073748453,-0.956250071755618,-0.9608399150485918,0.9687537062753049,0.9527618429219042,0.9741839573608158,-0.9204079947701803,0.951072739368251
1,0.9765355618279998,-1.1892671586866848,-0.9591461915392265,-0.9312722051746115,-0.9425011693223061,-0.9554013412341077,-0.9522598373975859,0.9856131246139993,0.9449027703075924,0.9685412010977502,-0.9172870614598037,0.9539463806320297
2,0.9819031654994212,-1.1938104847633615,-0.9599121695755198,-0.9473251257694331,-0.9588946111899959,-0.9637285086149633,-0.9549992008437452,0.9723328006712275,0.9455726704680637,0.973846356558752,-0.9290184268497016,0.959260648722579
3,0.999810213041895,-1.1600600624794768,-0.9809218528567227,-0.9564049273132227,-0.9647567151426834,-0.982832952240657,-0.9725800441035607,0.944170978976982,0.959509861611532,0.9920848379845293,-0.9499175338388313,0.9726840962698186
4,0.9833014488087832,-1.1091099057624594,-0.9696197687701824,-0.9550145168680023,-0.9581448071960477,-0.9692212363296431,-0.9611921189202411,0.9359767365442077,0.9500495642234099,0.9787013776170022,-0.9441772457858171,0.9611698487402949
5,0.9606695568580624,-1.0562126092982929,-0.948656982103447,-0.9462717845230538,-0.9511239152527126,-0.9465617327836611,-0.9407838612463537,0.9548140754701253,0.9364391536460251,0.95801930943343,-0.9241141030762526,0.9435933990926632
6,0.9674128908822434,-1.0190546924569017,-0.9534404367790784,-0.9392354649972398,-0.9388884773514641,-0.9490919105647672,-0.9480236074969179,0.9430407386414285,0.9440204627791665,0.9621750145445482,-0.9241419685522382,0.9466048176773078
7,0.9640073944352491,-0.9780024961212146,-0.950032616127812,-0.9398253360952122,-0.9451936473005751,-0.9504050408055943,-0.9502640154582409,0.9341871893462463,0.9450824996189382,0.9595787036143912,-0.9248943364038469,0.9500098857501411
8,0.9616055045570708,-0.9591801452321265,-0.9421383526925381,-0.9557939893903227,-0.9648930431415823,-0.955561479068355,-0.949373722338239,0.9513291677688298,0.9420597793826644,0.9571994217712754,-0.928266058998093,0.9548320919804544
9,0.9696907394991071,-0.9507425396611536,-0.9504077890435472,-0.9584273425062714,-0.9679604231168258,-0.9661626036955212,-0.9588343096683684,0.9409686313595754,0.9490528834968546,0.9640398570702335,-0.9336162303873103,0.9660707848682459
10,0.9712130640697835,-0.9507425396611536,-0.9548942318275537,-0.956152125414092,-0.9622005651633133,-0.9757068186166556,-0.9655066163479419,0.9160091572827364,0.9528435380634253,0.9668612352017665,-0.9347029839507449,0.9683736343741508
11,0.9731187889027041,-0.9713497686517951,-0.953487333393545,-0.9736375901039891,-0.9888867709479308,-0.9828489660240817,-0.9663479922635483,0.9255220134403236,0.9559152753846116,0.9676811228639212,-0.9432576850782954,0.9715621952284803
12,0.9728707063800753,-0.9612895466248691,-0.954175150405727,-0.9707514350889097,-0.9935900869099705,-0.9840660135643606,-0.9656142341976127,0.9237324662423623,0.9567649048564291,0.9661136905686252,-0.9460720981528314,0.97051902408478
13,0.9673001260992303,-0.9627499014352286,-0.9584583745270436,-0.9544878462448128,-0.9801958610180743,-0.9783010515314605,-0.9636673294626638,0.9126184362760705,0.9556865289883533,0.9634611128381244,-0.9493323588431356,0.9660117374450179
14,0.9389736126063501,-0.9728101234621569,-0.9408252474874633,-0.9351485009612879,-0.9604283011776172,-0.9485314281449019,-0.9367922173676647,0.9284418009738411,0.9353607777779493,0.9389770165741679,-0.9379353791650636,0.9430619722836082
15,0.9190255224913401,-0.9650215644735671,-0.9259433884966113,-0.9351906346111432,-0.9586219551921962,-0.9305479493589387,-0.9185558835689465,0.9270290005543985,0.9236620335121538,0.9240502382543494,-0.9398023660560927,0.9321775639351865
16,0.9109064581144,-0.9763798796652592,-0.9185180912060077,-0.9075088266562936,-0.9169055875288864,-0.9108830233133797,-0.9054949899952941,0.9128068096653299,0.9077641589721839,0.9161166194058512,-0.9223028471371947,0.9160969823426722
17,0.9080986150173748,-0.9870891482745682,-0.9171580893864655,-0.9051493422644039,-0.8993192756708248,-0.9029882280849916,-0.9022077538599029,0.9132777431384783,0.9047904558208223,0.9157468661464482,-0.9180951602633833,0.9089128791832259
18,0.8982768024169375,-0.9775157111844273,-0.910889575252714,-0.9123541963896389,-0.9106685815792253,-0.9004260227370361,-0.8970127467530792,0.9379546571314309,0.901473633075073,0.9105220918287948,-0.917426388839731,0.9095820833131468
19,0.8900788026918881,-0.9604782383968903,-0.9120463584095654,-0.9044120033919382,-0.8916167437329914,-0.8982641619746986,-0.8974921353561568,0.9276883074168063,0.8999214253861758,0.9102487959414098,-0.9139153388655575,0.9101331925966113
20,0.897927231589597,-0.9470105218124556,-0.9165796978080394,-0.9058866811368697,-0.8924347117263894,-0.9043974410263671,-0.9040861745086975,0.9349406829032838,0.9044309971981304,0.9158915522044754,-0.9108501365071516,0.9170023761655066
21,0.8958523595821567,-0.9082299885151068,-0.9085134801197202,-0.9123541963896389,-0.908248759598755,-0.9041572342749964,-0.900544568910449,0.9569803694466054,0.9050518802736895,0.9111249504039088,-0.9045804044104129,0.9194626854666869
22,0.8849367285864926,-0.9171543790228647,-0.8992748470697278,-0.9046858721159972,-0.8949226977063087,-0.8918106072545355,-0.8955941478256038,0.9353174296818025,0.8981404713010199,0.9010692693710101,-0.907339086532978,0.9085389121694465
23,0.892469416091765,-0.9048224939576003,-0.914156706060579,-0.8953743354980037,-0.8950590257052086,-0.8945169366533136,-0.910807398392667,0.8886950158401553,0.9121593575860091,0.9070415883218044,-0.9168412138440355,0.9156442854312551
24,0.9028550526072677,-0.8574420934436852,-0.9240675239179323,-0.921728933482415,-0.922699527482124,-0.9104826787277617,-0.9240443939021447,0.933998815956987,0.9188910372473325,0.9220648240136412,-0.9175657162196588,0.9247375886084175
25,0.9159470439150836,-0.8950867952218636,-0.9386367388123377,-0.9386666607241949,-0.9270961054466391,-0.91230825003818,-0.9334267137052403,0.969318826443083,0.9347562337306945,0.9324822201916082,-0.9237239864124556,0.9277096422442432
26,0.934361532981116,-0.9358144682663593,-0.9583802135029323,-0.9295447255305495,-0.9035795256364402,-0.9243986565238453,-0.9524555062151684,0.9762886418456714,0.9431871723356529,0.9469106354226658,-0.9350931006145421,0.9343426361202251
27,0.9317115605803091,-0.9486331382684109,-0.9459057140547179,-0.9302820644030151,-0.9037840176347899,-0.9280658129281067,-0.9465560913650469,0.9865549915602961,0.9287271322864507,0.9438722282040922,-0.930244507793064,0.9291267804017231
28,0.937530223383783,-0.917641163959652,-0.9454836445245152,-0.9532238367491574,-0.9375933613619165,-0.939355530242536,-0.9499900791136252,1.0240412960228722,0.9317008354378123,0.9496918229825244,-0.9382140339249188,0.941192137214711
29,0.9399208367836599,-0.8439743768592505,-0.9580050405871962,-0.9444389707543537,-0.9388203133520141,-0.9497004343349066,-0.9532283980446205,0.9934306202682549,0.9384815321840483,0.9556400275903142,-0.9376009934532376,0.9491044919273067
30,0.9270656515201712,-0.8418649754665077,-0.9480785905250209,-0.9366863791810015,-0.9365368193704436,-0.938779034039246,-0.9419383072700924,0.9748758414262263,0.933383755353143,0.9439445712331057,-0.9276808840023973,0.9419203887678606
31,0.9239307905524082,-0.8696117168633538,-0.9457024953920279,-0.9589540131294609,-0.9661540771314049,-0.9381224689188323,-0.936420446614257,0.9949376073823298,0.9384325150991357,0.9394191128625847,-0.932055763732122,0.9425502279489625
32,0.9296479650511702,-0.8710720716737156,-0.9459057140547179,-0.9512014215561089,-0.9644158951454338,-0.9400441229297991,-0.9358823573659045,0.971485120419563,0.9395925861087325,0.9395236083489377,-0.9307460863608032,0.9469591022166776
33,0.9237729198561899,-0.8146050190064469,-0.9342284570524424,-0.9164200936006631,-0.9178258015214594,-0.9254075248796029,-0.9238682919663199,0.8954764578534871,0.9229757943233783,0.9255935562066409,-0.9178165055035282,0.9388499227599875
34,0.920051682016759,-0.7581379663391781,-0.9114367024214954,-0.9150718168052974,-0.9066809876114087,-0.9141017937817489,-0.907647346988705,0.8996206724171878,0.9066531050474993,0.9103291770847585,-0.9152807471888473,0.9361337412914844
35,0.9111883700719325,-0.7217913577257634,-0.9033704847331763,-0.916988897873708,-0.9183029495176088,-0.9132690770436634,-0.8960539695469236,0.9046125672325556,0.8989737617445331,0.9030386073830485,-0.9202129364382818,0.9338702567343985
36,0.9147517372151451,-0.7558663033008396,-0.907935088541295,-0.8993138317594623,-0.9083850875976548,-0.9157512134744953,-0.9040470407451809,0.8691041833572029,0.9048558119340391,0.9065271490043738,-0.9193212412067456,0.9312328051635334
37,0.9144585487793112,-0.8225558396406302,-0.9078256631075382,-0.8996509009583035,-0.9186437695148575,-0.9144060556668187,-0.9048101491337541,0.8769216790114585,0.9098065375102066,0.9052651650538023,-0.912633526970224,0.9288905907088096
38,0.9089781803248765,-0.8425140220488886,-0.890974146309074,-0.9120171271907971,-0.9199048035046801,-0.9118438503188631,-0.8992140209508857,0.9016927796990382,0.8989574227162289,0.8997349423914248,-0.9089274186641517,0.9204861741359778
39,0.9257914094721237,-0.8550081687597509,-0.9023543914197247,-0.9171784992980558,-0.9139063715530927,-0.9286743366982462,-0.9193287753983985,0.9064963011251492,0.9079112102269212,0.9221853957286639,-0.9208259769099629,0.9270010731655032
40,0.918168510140441,-0.8571175701524937,-0.8990559962022151,-0.9131968693867419,-0.9161557835349382,-0.9333183338914156,-0.9291904838045723,0.9512349810742028,0.909675825283773,0.9267992733568683,-0.9190704519228761,0.9151325410966097
41,0.9069371377523402,-0.9939041373895834,-0.8945539212133857,-0.9152614182296458,-0.9252215954617682,-0.9278256061767359,-0.9365476313456863,0.9589582900338287,0.9143978044636821,0.9254970988346225,-0.9199621471544122,0.9058227307009434
