t,s1,s2,s3,s4,s5,s6,s7,s8
0,-0.071805,-0.002604,-0.270884,0.223365,-0.065147,0.381086,0.317228,0.049444
1,-0.071874,-0.002444,-0.270576,0.223204,-0.065032,0.380561,0.31678,0.049206
2,-0.072198,-0.002399,-0.270977,0.22349,-0.06542,0.380995,0.317136,0.049503
3,-0.072258,-0.002409,-0.271172,0.22345,-0.065621,0.381201,0.317093,0.049651
4,-0.07219,-0.002412,-0.270668,0.22307,-0.065715,0.380869,0.316415,0.049703
5,-0.072406,-0.002607,-0.27095,0.223244,-0.065901,0.381134,0.316543,0.049779
6,-0.072518,-0.002775,-0.271093,0.22334,-0.065963,0.381452,0.316826,0.049869
7,-0.072124,-0.003334,-0.270624,0.223082,-0.06579,0.381167,0.315878,0.050016
8,-0.072116,-0.0038,-0.270675,0.223219,-0.065986,0.381416,0.315994,0.050359
9,-0.072342,-0.003555,-0.271177,0.223778,-0.065843,0.382241,0.316773,0.050541
10,-0.072026,-0.003349,-0.271044,0.223873,-0.065494,0.382012,0.316667,0.050575
11,-0.071578,-0.00328,-0.270743,0.223799,-0.065275,0.381634,0.316408,0.050575
12,-0.07171,-0.002893,-0.270967,0.224066,-0.065519,0.382059,0.317155,0.050828
13,-0.071651,-0.002673,-0.270829,0.224013,-0.065651,0.381677,0.317028,0.050929
14,-0.071255,-0.00303,-0.270498,0.223732,-0.065438,0.381197,0.316184,0.050988
15,-0.071152,-0.003357,-0.271002,0.224036,-0.065474,0.381843,0.316647,0.050915
16,-0.071139,-0.003493,-0.271266,0.224042,-0.065436,0.38228,0.316872,0.050856
17,-0.071413,-0.003441,-0.270694,0.223536,-0.065129,0.381514,0.316388,0.050827
18,-0.071642,-0.003246,-0.270628,0.223622,-0.065374,0.381391,0.316688,0.051037
19,-0.072108,-0.003254,-0.271134,0.224019,-0.065499,0.381986,0.317421,0.051141
20,-0.071973,-0.003515,-0.271044,0.223812,-0.065266,0.381647,0.316578,0.050707
21,-0.071679,-0.003207,-0.270903,0.223707,-0.065279,0.381526,0.316089,0.05031
22,-0.07177,-0.002928,-0.270792,0.223957,-0.065242,0.381642,0.316359,0.050618
23,-0.071541,-0.002942,-0.270378,0.223765,-0.065041,0.38127,0.315995,0.050764
24,-0.071177,-0.002698,-0.270482,0.223538,-0.065107,0.381073,0.316186,0.050488
25,-0.071548,-0.002727,-0.270914,0.223748,-0.065212,0.381697,0.316873,0.05029
26,-0.071555,-0.00294,-0.27113,0.223926,-0.065109,0.382064,0.316992,0.050324
27,-0.071319,-0.00317,-0.27077,0.223464,-0.064636,0.38135,0.316412,0.050599
28,-0.0715,-0.003278,-0.27096,0.223394,-0.06479,0.381516,0.316756,0.050912
29,-0.0719,-0.002797,-0.271007,0.223282,-0.065347,0.381694,0.317356,0.050463
30,-0.071688,-0.002591,-0.270849,0.223085,-0.065506,0.381541,0.31696,0.04977
31,-0.071501,-0.002465,-0.271072,0.22321,-0.065536,0.381628,0.317128,0.049659
32,-0.071837,-0.002421,-0.271361,0.22372,-0.06557,0.382192,0.317628,0.049753
33,-0.072061,-0.002677,-0.27059,0.223605,-0.065312,0.381664,0.317123,0.049795
34,-0.071619,-0.00304,-0.270349,0.223629,-0.065153,0.381339,0.316678,0.049998
35,-0.07174,-0.003053,-0.270896,0.224083,-0.065404,0.381993,0.317444,0.050328
36,-0.071766,-0.002846,-0.271055,0.224136,-0.06545,0.381963,0.317771,0.050465
37,-0.071499,-0.002756,-0.27049,0.223522,-0.065548,0.381309,0.317207,0.050509
38,-0.071514,-0.002569,-0.270483,0.223486,-0.065518,0.381342,0.317306,0.050188
39,-0.071321,-0.002759,-0.271028,0.223623,-0.065438,0.381907,0.317303,0.050227
40,-0.071182,-0.002938,-0.271,0.223365,-0.06528,0.381726,0.316613,0.050373
41,-0.07132,-0.002983,-0.271051,0.223295,-0.065471,0.381842,0.316361,0.050312
42,-0.07189,-0.002926,-0.271675,0.223336,-0.065857,0.382526,0.316842,0.050089
43,-0.071895,-0.002937,-0.271647,0.223102,-0.065631,0.382172,0.316683,0.050164
44,-0.071805,-0.002681,-0.271148,0.222996,-0.065327,0.381549,0.316426,0.050283
45,-0.072229,-0.002455,-0.271428,0.223391,-0.065566,0.382206,0.317171,0.050662
46,-0.072463,-0.002308,-0.271287,0.223486,-0.065483,0.382163,0.317457,0.050529
47,-0.072152,-0.002635,-0.270852,0.223649,-0.065143,0.381771,0.316849,0.050439
48,-0.072005,-0.002497,-0.270982,0.223924,-0.065118,0.382031,0.316767,0.050141
49,-0.07194,-0.002352,-0.271173,0.223944,-0.065227,0.3821,0.317024,0.050271
50,-0.071723,-0.002587,-0.27082,0.223741,-0.064828,0.381751,0.316544,0.050489
51,-0.071818,-0.002672,-0.270711,0.223601,-0.064781,0.38165,0.316551,0.050324
52,-0.071867,-0.002659,-0.271013,0.223675,-0.065123,0.382058,0.316941,0.050502
53,-0.071726,-0.002751,-0.270977,0.223723,-0.065183,0.381867,0.316742,0.050659
54,-0.071905,-0.002668,-0.271129,0.223674,-0.064879,0.381928,0.316822,0.050667
55,-0.072165,-0.002527,-0.271494,0.224182,-0.065043,0.382505,0.317512,0.050428
56,-0.072093,-0.002447,-0.271309,0.224097,-0.065065,0.381961,0.317349,0.050287
57,-0.071969,-0.002581,-0.270976,0.223739,-0.064781,0.381317,0.316785,0.050269
58,-0.072068,-0.002852,-0.271525,0.223671,-0.065013,0.381685,0.316734,0.050658
59,-0.071833,-0.002746,-0.271658,0.223638,-0.065246,0.381754,0.31665,0.050622
60,-0.071714,-0.002545,-0.270946,0.223245,-0.064965,0.381323,0.316161,0.05043
61,-0.071795,-0.002502,-0.271129,0.223576,-0.064928,0.381669,0.316414,0.050193
62,-0.071934,-0.002689,-0.271822,0.224045,-0.065178,0.382542,0.317091,0.050273
63,-0.071663,-0.002889,-0.271536,0.223515,-0.065175,0.38192,0.316473,0.050465
64,-0.071464,-0.002735,-0.27111,0.223341,-0.065194,0.381887,0.316234,0.051012
65,-0.071888,-0.002418,-0.271368,0.223834,-0.065433,0.38237,0.316807,0.05081
66,-0.072066,-0.002341,-0.271323,0.223955,-0.065415,0.382194,0.317092,0.050479
67,-0.071869,-0.002581,-0.270939,0.223591,-0.065254,0.381647,0.3166,0.050376
68,-0.072029,-0.002457,-0.27134,0.223796,-0.065422,0.382147,0.317126,0.05016
69,-0.071924,-0.002276,-0.271361,0.223818,-0.065655,0.382127,0.317159,0.050415
70,-0.071839,-0.002236,-0.270682,0.223508,-0.065653,0.381325,0.316719,0.05038
71,-0.07164,-0.002383,-0.270821,0.223443,-0.065722,0.381519,0.316904,0.05042
72,-0.071741,-0.002657,-0.27152,0.223578,-0.065807,0.382355,0.317237,0.050287
73,-0.071721,-0.003096,-0.271503,0.223008,-0.065726,0.382131,0.316416,0.050196
