t,s1
0.051,6.8092
0.073,7.8268
0.097,8.5054
0.131,8.946
0.165,9.049
0.198,8.8515
0.231,8.3662
0.264,7.6479
0.298,6.3858
0.331,4.9971
0.364,3.3274
0.399,1.7393
0.431,0.1183
0.465,-1.4849
0.498,-3.0371
0.532,-4.4836
0.565,-5.7823
0.598,-7.2813
0.632,-8.1583
0.665,-8.7107
0.698,-9.1399
0.731,-9.2578
0.765,-9.1333
0.798,-8.7393
0.834,-8.0972
0.871,-7.2571
0.898,-6.1588
0.932,-4.566
0.965,-3.1467
0.998,-1.5898
1.032,-0.0155
1.065,1.5725
1.097,3.1477
1.132,4.5871
1.165,6.0844
1.198,7.5119
1.231,8.4112
1.265,9.0654
1.298,9.4318
1.334,9.4851
1.365,9.3253
1.398,8.8272
1.431,8.0337
1.465,7.0306
1.498,5.5143
1.531,3.7151
1.564,2.1717
1.597,0.575
1.631,-1.0163
1.665,-2.5937
1.698,-4.1281
1.732,-5.4819
1.765,-6.8672
1.799,-7.8622
1.832,-8.5339
1.864,-8.8949
1.898,-9.1151
1.931,-9.087
1.965,-8.8171
1.998,-8.237
2.031,-7.5003
2.065,-6.4373
2.097,-4.9361
2.131,-3.5591
2.165,-2.0114
2.191,-0.4372
2.231,1.1629
2.265,2.7396
2.298,4.2584
2.332,5.5793
2.365,7.205
2.398,8.1625
2.432,8.8374
2.465,9.3165
2.498,9.4576
2.532,9.3731
2.564,8.9752
2.597,8.2892
2.632,7.3402
2.665,6.1604
2.698,4.3792
2.731,2.8902
2.764,1.3054
2.798,-0.3029
2.831,-1.8932
2.866,-3.4406
2.899,-4.8495
2.931,-5.8528
2.965,-6.9068
2.999,-7.6857
3.031,-8.1925
3.065,-8.5222
3.098,-8.581
3.131,-8.382
3.169,-7.8887
3.198,-7.1644
3.231,-6.2319
3.265,-5.2526
3.297,-3.9254
3.332,-2.4312
3.365,-0.874
3.398,0.7007
3.432,2.2769
3.465,3.7951
3.498,5.1781
3.566,6.4133
3.6,7.4307
3.632,8.1073
3.665,8.5479
3.698,8.6635
3.731,8.4786
3.765,8.0058
3.799,7.2326
3.831,6.1641
3.865,4.8921
3.898,3.4444
3.932,1.8689
3.965,0.2602
3.998,-1.3182
4.032,-2.8829
4.065,-4.3296
4.098,-5.7445
4.132,-7.1511
4.165,-8.0133
4.198,-8.6483
4.232,-9.0506
4.265,-9.1665
4.298,-9.0524
4.331,-8.6563
4.364,-7.9997
4.398,-7.1501
4.432,-5.8841
4.465,-4.3144
4.5,-2.895
4.531,-1.3629
4.565,0.1992
4.597,1.7874
4.631,3.3427
4.665,4.775
4.698,6.181
4.732,7.6567
4.765,8.4993
4.798,9.1411
4.832,9.5077
4.865,9.5611
4.898,9.4013
4.932,8.8907
4.965,8.117
4.998,7.1155
5.031,5.7167
5.065,4.0047
5.098,2.4662
5.131,0.882
5.164,-0.7258
5.198,-2.3034
5.231,-3.8426
5.265,-5.3136
5.332,-6.4677
5.365,-7.4123
5.398,-8.0242
5.431,-8.4163
5.464,-8.5131
5.498,-8.3392
5.531,-7.8563
5.565,-7.1827
5.598,-6.1586
5.632,-4.7448
5.665,-3.3781
5.698,-1.8433
5.731,-0.2655
5.765,1.3138
5.798,2.8813
5.831,4.3627
5.869,5.7073
5.898,7.3189
5.932,8.2754
5.965,8.9232
5.998,9.388
6.031,9.5137
6.065,9.4131
6.098,8.9986
6.131,8.3251
6.165,7.4012
6.199,6.1873
6.234,4.4932
6.265,3.0041
6.298,1.4163
6.331,-0.1919
6.365,-1.7698
6.403,-3.3093
6.429,-4.6934
6.465,-5.9945
6.498,-7.2002
6.531,-7.9795
6.565,-8.5705
6.598,-8.9002
6.632,-8.922
6.665,-8.7229
6.698,-8.2421
6.732,-7.6172
6.765,-6.6776
6.798,-5.4101
6.832,-3.9313
6.865,-2.4246
6.897,-0.8754
6.932,0.7158
6.965,2.2703
6.999,3.8012
7.032,5.1965
7.099,6.5274
7.132,7.7657
7.167,8.4268
7.199,8.8549
7.232,8.9613
7.265,8.7786
7.298,8.2894
7.332,7.5901
7.365,6.5288
7.398,5.2204
7.432,3.7809
7.465,1.9777
7.497,0.3815
7.531,-1.2008
7.564,-2.7563
7.599,-4.1929
7.632,-5.5534
7.665,-7.1299
7.699,-8.014
7.731,-8.6395
7.765,-9.0563
7.799,-9.1868
7.832,-9.0748
7.865,-8.6769
7.899,-8.035
7.932,-7.2002
7.965,-6.04
7.998,-4.3764
8.032,-2.957
8.065,-1.4249
8.098,0.1371
8.132,1.7253
8.165,3.2806
8.198,4.7129
8.232,6.1372
8.265,7.5559
8.299,8.4477
8.331,9.0895
8.365,9.456
8.399,9.5219
8.432,9.3622
8.465,8.8515
8.498,8.0796
8.522,7.0775
8.565,5.6605
8.599,4.0059
8.631,2.4674
8.664,0.8956
8.698,-0.6997
8.731,-2.2648
8.765,-3.7791
8.799,-5.113
8.865,-6.2738
8.899,-7.2177
8.932,-7.8172
8.964,-8.2094
8.999,-8.3062
9.032,-8.1447
9.065,-7.6742
9.099,-6.9953
9.132,-5.9962
9.165,-4.7181
9.199,-3.3486
9.231,-1.8292
9.267,-0.2799
9.298,1.2954
9.332,2.8503
9.365,4.5638
9.398,6.0455
9.432,7.7164
9.465,8.6533
9.498,9.5087
9.532,9.9695
9.565,10.1057
9.598,10.017
9.631,9.6182
9.665,8.9555
9.698,7.8203
9.732,6.4704
9.765,4.6998
9.798,3.2334
9.832,1.4536
9.865,-0.1314
9.898,-1.6864
9.931,-3.2154
9.965,-4.6047
9.999,-5.9452
10.032,-7.1714
10.065,-7.9331
10.099,-8.5063
10.132,-8.8091
10.165,-8.8432
10.199,-8.6579
10.232,-8.1927
10.266,-7.4812
10.298,-6.548
10.332,-5.2951
10.365,-3.8189
10.398,-2.347
10.432,-0.8207
10.465,0.7187
10.489,2.2628
10.532,3.7708
10.565,5.1567
10.633,6.3751
10.665,7.3538
10.698,8.0648
10.732,8.49
10.765,8.6049
10.798,8.4212
10.832,7.9516
10.865,7.2565
10.898,6.2149
10.932,4.9426
10.965,3.5254
10.998,1.9979
11.032,0.4249
11.065,-1.1305
11.098,-2.6723
11.132,-4.0968
11.165,-5.4485
11.198,-6.8902
11.232,-7.7684
11.268,-8.4045
11.298,-8.8062
11.332,-8.9359
11.365,-8.837
11.399,-8.4581
11.432,-7.8205
11.466,-6.991
11.498,-5.8383
11.532,-4.3095
11.565,-2.8975
11.598,-1.3726
11.631,0.1702
11.666,1.727
11.698,3.2764
11.732,4.6865
11.765,5.9738
11.798,7.4029
11.832,8.2887
11.865,8.9261
11.899,9.2754
11.932,9.3254
11.965,9.1534
11.998,8.6545
12.032,7.9565
12.065,6.9716
12.099,5.6915
12.131,4.0277
12.165,2.4996
12.198,0.9384
12.232,-0.6336
12.265,-2.1881
12.299,-3.6824
12.332,-5.1031
12.399,-6.317
12.436,-7.2401
12.465,-7.8232
12.499,-8.2126
12.532,-8.2964
12.565,-8.1237
12.599,-7.6564
12.632,-6.9821
12.665,-5.9898
12.698,-4.6283
12.732,-3.2785
12.765,-1.7788
12.798,-0.2489
12.831,1.3198
12.865,2.8563
12.898,4.3154
12.932,5.779
12.965,7.2689
12.998,8.1937
13.032,9.0634
13.065,9.5124
13.098,9.6372
