t,s1
0.0,-8.5224
0.022,-8.0566
0.064,-7.3853
0.098,-6.5882
0.13,-5.4445
0.165,-4.1186
0.188,-2.6167
0.23,-0.936
0.264,0.8363
0.281,2.301
0.33,3.7648
0.364,5.3062
0.397,7.2596
0.429,8.5388
0.446,9.7366
0.531,10.7092
0.564,11.2969
0.597,11.9755
0.63,12.3992
0.664,12.5071
0.697,12.3886
0.73,12.2296
0.764,11.3235
0.797,10.6539
0.831,9.6042
0.864,8.3356
0.897,6.9786
0.931,5.0002
0.964,2.9843
0.997,1.3525
1.03,-0.1717
1.064,-1.851
1.097,-3.4621
1.131,-4.9388
1.163,-6.2362
1.198,-7.2002
1.23,-8.3231
1.263,-8.8674
1.296,-9.2474
1.33,-9.4287
1.363,-9.5373
1.396,-9.435
1.434,-9.1078
1.463,-8.6858
1.497,-8.1267
1.531,-7.4141
1.563,-6.0701
1.579,-4.8003
1.63,-3.3466
1.664,-1.7515
1.697,-0.1284
1.73,1.4978
1.746,2.9628
1.8,4.492
1.814,6.4852
1.864,8.1144
1.897,9.4456
1.931,10.6791
1.964,11.7527
1.998,12.2167
2.027,12.7421
2.047,13.3527
2.097,13.4404
2.13,13.3069
2.164,12.6308
2.197,12.0265
2.231,11.2708
2.264,10.1523
2.297,8.7243
2.331,7.4596
2.363,5.8021
2.379,3.7235
2.434,2.0843
2.463,0.4827
2.497,-1.1324
2.53,-2.7974
2.563,-4.332
2.597,-5.6758
2.631,-6.8205
2.697,-7.7319
2.73,-8.3715
2.764,-8.7294
2.798,-8.8836
2.831,-8.8637
2.864,-8.731
2.897,-8.4732
2.93,-8.0131
2.964,-7.3157
2.997,-6.3497
3.031,-5.1704
3.064,-3.7892
3.097,-2.2922
3.113,-0.564
3.164,1.1279
3.2,2.5823
3.23,4.1277
3.246,6.0811
3.297,7.978
3.33,9.188
3.364,10.4481
3.431,11.2795
3.464,11.8376
3.497,12.4908
3.53,12.5301
3.563,12.5968
3.579,12.55
3.63,11.9791
3.646,11.0515
3.698,10.3579
3.731,9.1555
3.764,7.9082
3.797,6.5201
3.831,4.5074
3.863,2.9073
3.896,1.3743
3.913,-0.249
3.963,-1.9787
3.982,-3.5687
4.031,-4.9955
4.063,-6.2382
4.097,-7.2164
4.131,-8.0763
4.163,-8.6083
4.179,-8.9392
4.231,-9.1576
4.264,-9.2088
4.297,-9.0554
4.332,-8.6976
4.346,-8.2678
4.397,-7.6451
4.43,-6.8005
4.446,-5.6145
4.486,-4.317
4.531,-2.8324
4.564,-1.1486
4.597,0.6088
4.63,2.0632
4.664,3.5182
4.696,5.0604
4.713,7.037
4.764,8.5186
4.797,9.758
4.83,10.7478
4.846,11.8278
4.897,12.1688
4.915,12.6832
4.964,13.3492
4.997,13.375
5.03,13.1742
5.063,12.5016
5.079,11.9509
5.13,11.1673
5.164,10.1911
5.197,8.6501
5.23,7.3295
5.246,5.4086
5.297,3.4399
5.313,1.9457
5.364,0.3694
5.397,-1.3269
5.413,-2.992
5.464,-4.4873
5.497,-5.7984
5.513,-6.898
5.564,-8.1155
5.597,-8.6913
5.613,-9.1345
5.664,-9.4638
5.697,-9.5056
5.715,-9.4238
5.764,-9.1376
5.797,-8.7149
5.83,-8.1959
5.846,-7.408
5.897,-6.0271
5.913,-4.8133
5.964,-3.3995
5.997,-1.8315
6.013,-0.1886
6.067,1.2873
6.097,2.742
6.113,4.2452
6.164,6.2279
6.197,7.9785
6.213,9.2177
6.264,10.5868
6.279,11.8307
6.331,12.3322
6.364,12.6928
6.397,13.4586
6.43,13.567
6.452,13.4588
6.497,12.7412
6.53,11.848
6.546,11.2433
6.597,10.0635
6.613,8.5395
6.664,7.2943
6.696,5.8166
6.713,3.7598
6.764,2.1458
6.779,0.642
6.831,-0.9014
6.863,-2.3834
6.879,-3.9521
6.931,-5.3403
6.964,-6.5252
7.03,-7.4664
7.046,-8.1555
7.097,-8.5504
7.113,-8.7503
7.164,-8.8489
7.197,-8.7264
7.213,-8.3791
7.263,-7.9427
7.279,-7.2769
7.33,-6.3448
7.346,-5.196
7.397,-3.8594
7.413,-2.363
7.464,-0.7365
7.497,0.8163
7.513,2.2699
7.563,3.7048
7.58,5.2193
7.631,7.0599
7.663,8.3461
7.679,9.4777
7.764,10.3673
7.779,10.9365
7.831,11.6526
7.863,11.847
7.879,11.9249
7.93,11.7755
7.946,11.609
7.998,10.8166
8.031,10.1058
8.066,9.0909
8.08,7.8595
8.131,6.4906
8.163,4.5388
8.179,2.9757
8.231,1.4921
8.264,-0.0012
8.28,-1.6729
8.331,-3.3101
8.363,-4.7563
8.38,-6.0071
8.43,-7.0028
8.446,-8.1959
8.497,-8.7343
8.535,-9.1182
8.55,-9.3965
8.597,-9.4598
8.63,-9.3269
8.646,-8.9691
8.697,-8.5458
8.713,-7.9294
8.764,-7.1265
8.797,-5.6521
8.813,-4.3738
8.864,-2.9211
8.896,-1.3297
8.913,0.3098
8.964,1.7641
8.982,3.1986
9.031,4.7267
9.046,6.6442
9.097,7.9524
9.113,9.0642
9.164,10.2965
9.197,11.2028
9.23,11.6466
9.246,12.246
9.297,12.9455
9.313,13.0023
9.364,12.8323
9.397,12.1587
9.413,11.7944
9.464,11.1986
9.48,10.0232
9.531,8.7026
9.564,7.4018
9.597,5.5656
9.613,3.5872
9.664,1.9785
9.679,0.485
9.731,-1.1551
9.763,-2.7932
9.779,-4.3077
9.831,-5.6382
9.864,-6.8384
9.879,-8.1116
9.931,-8.7333
9.963,-9.1901
9.979,-9.4152
10.03,-9.5605
10.046,-9.5093
10.098,-9.2537
10.131,-8.8902
10.166,-8.3518
10.18,-7.507
10.23,-6.1302
10.246,-4.9313
10.297,-3.5472
10.331,-2.0117
10.364,-0.3991
10.38,1.1
10.431,2.5546
10.446,4.081
10.497,5.77
10.515,7.5734
10.564,8.7537
10.58,10.053
10.631,11.1225
10.664,11.6564
10.679,11.9868
10.731,12.7648
10.764,12.8936
10.784,12.8061
10.83,12.4387
10.846,11.6901
10.897,11.1086
10.931,10.0429
10.964,8.7513
10.979,7.5357
11.03,6.1294
11.046,4.1238
11.097,2.5543
11.13,1.0606
11.163,-0.5485
11.179,-2.1684
11.234,-3.651
11.247,-5.0482
11.298,-6.2353
11.33,-7.1543
11.346,-8.013
11.397,-8.5199
11.413,-8.8357
11.464,-9.0525
11.479,-9.0688
11.531,-8.895
11.564,-8.6262
11.582,-8.155
11.631,-7.5153
11.646,-6.6703
11.698,-5.4275
11.73,-4.1364
11.746,-2.6675
11.798,-1.0545
11.83,0.5195
11.846,1.9636
11.897,3.5076
11.913,5.0084
11.964,6.9268
11.979,8.4391
12.03,9.6513
12.097,10.8002
12.113,11.3969
12.164,12.2096
12.179,12.3993
12.231,12.5173
12.246,12.3987
12.297,12.2249
12.313,11.4151
12.347,10.5353
12.383,9.5003
12.43,8.0593
12.446,6.7201
12.498,4.6992
12.513,3.1177
12.564,1.6443
12.58,0.1715
12.631,-1.4474
12.646,-3.0733
12.697,-4.5265
12.713,-5.7821
12.764,-6.74
12.779,-7.8635
12.83,-8.3955
12.846,-8.7612
12.897,-9.0599
12.913,-9.1541
12.964,-9.0519
12.986,-8.7453
13.03,-8.2594
13.046,-7.7237
13.097,-7.0077
13.113,-5.6624
13.164,-4.4354
13.18,-3.0226
13.23,-1.5329
13.246,0.0745
13.297,1.6689
13.313,3.0931
13.365,4.5073
13.397,6.4434
13.413,8.0514
13.464,9.1725
13.479,10.3915
13.531,11.3954
13.564,11.9306
13.58,12.5626
13.631,13.118
13.646,13.2057
13.697,13.0769
13.713,12.4113
13.763,11.7505
13.779,11.2026
13.831,10.0995
13.864,8.7704
13.879,7.5243
13.931,5.7745
13.964,3.833
13.979,2.2722
14.03,0.7889
14.046,-0.8024
14.097,-2.3842
14.113,-3.9055
14.167,-5.2437
14.18,-6.5485
14.265,-7.4546
14.297,-8.1123
14.313,-8.5306
14.364,-8.7324
14.379,-8.8106
14.43,-8.6676
14.446,-8.3104
14.497,-7.8778
14.515,-7.204
14.564,-6.1069
14.58,-4.9487
14.631,-3.6097
14.646,-2.1112
14.698,-0.5329
14.731,1.1047
14.746,2.5388
14.797,3.9534
14.813,5.4624
14.868,7.2745
14.881,8.5337
14.93,9.6861
14.997,10.4862
15.013,11.0121
15.064,11.7986
15.097,11.8671
15.117,11.9234
15.164,11.7431
15.179,11.5113
15.23,10.5972
15.246,9.8543
15.297,8.7603
15.313,7.5607
15.363,6.2182
15.379,4.1685
15.43,2.6252
15.446,1.152
15.497,-0.3168
15.513,-1.9188
15.564,-3.4138
15.58,-4.8303
15.63,-6.0526
15.646,-7.1449
