t,s1
17.18,8.515
17.23,6.7574
17.246,4.9207
17.297,2.9561
17.313,0.9598
17.364,-1.0919
17.38,-3.076
17.431,-5.0113
17.446,-6.8488
17.48,-8.6335
17.531,-10.2114
17.546,-11.535
17.597,-12.516
17.613,-13.4195
17.664,-14.1554
17.68,-14.6554
17.731,-14.8851
17.746,-14.8512
17.781,-14.5626
17.813,-14.0119
17.865,-13.225
17.88,-12.3151
17.931,-11.3151
17.946,-9.9468
17.998,-8.3642
18.013,-6.5716
18.064,-4.7453
18.083,-2.8306
18.131,-0.8512
18.146,1.161
18.197,3.1575
18.213,5.0888
18.264,6.9155
18.28,8.6455
18.331,10.2371
18.347,11.7429
18.397,12.7157
18.413,13.9604
18.465,14.7346
18.48,15.2265
18.531,15.4643
18.547,15.4813
18.598,15.2346
18.613,14.7848
18.664,14.0453
18.68,12.8614
18.731,11.8743
18.747,10.292
18.798,8.6654
18.83,6.8765
18.849,5.0394
18.881,3.0708
18.931,1.0745
18.946,-0.9881
18.998,-3.0229
19.013,-4.9413
19.064,-6.7783
19.08,-8.5685
19.131,-10.1123
19.146,-11.4541
19.231,-12.7277
19.247,-13.6097
19.299,-14.2603
19.313,-14.6415
19.364,-14.7431
19.38,-14.5738
19.431,-14.1003
19.447,-13.3993
19.498,-12.4632
19.513,-11.2699
19.565,-9.7786
19.58,-8.1966
19.635,-6.3944
19.663,-4.5849
19.677,-2.7039
19.73,-0.7414
19.746,1.2541
19.797,3.217
19.813,5.1244
19.865,6.9346
19.88,8.6541
19.931,10.2041
19.946,11.6353
20.013,12.8032
20.064,13.773
20.08,14.4406
20.131,14.8398
20.146,14.9753
20.198,14.864
20.213,14.5161
20.265,13.8299
20.28,12.8635
20.331,11.5271
20.347,10.2199
20.398,8.6144
20.416,6.9003
20.464,5.0391
20.48,3.0742
20.531,1.0946
20.546,-0.9513
20.598,-2.9353
20.613,-4.8367
20.664,-6.6657
20.68,-8.4548
20.731,-9.9984
20.746,-11.3871
20.832,-12.5642
20.846,-13.4499
20.898,-14.143
20.913,-14.541
20.964,-14.6523
20.98,-14.5
21.031,-14.0346
21.046,-13.3335
21.098,-12.3974
21.113,-11.1898
21.163,-9.7973
21.18,-8.2153
21.231,-6.3899
