t,s1
0.033,9.6725
0.064,10.3121
0.097,10.5892
0.13,10.1964
0.164,9.4011
0.196,8.2408
0.23,6.6647
0.263,5.0097
0.296,3.1239
0.33,1.4132
0.363,-0.5801
0.398,-2.5425
0.43,-4.4899
0.463,-6.1411
0.496,-7.5152
0.534,-8.5314
0.563,-9.1544
0.597,-9.3518
0.63,-9.159
0.663,-9.0914
0.697,-8.6778
0.73,-7.8026
0.764,-6.549
0.797,-4.9816
0.83,-3.1328
0.862,-1.1239
0.9,0.906
0.93,2.9404
0.963,4.6198
0.996,6.4023
1.03,7.9077
1.063,9.0097
1.097,9.9823
1.13,10.5098
1.164,10.6723
1.197,10.3877
1.23,9.719
1.263,8.6339
1.296,7.4585
1.33,5.8605
1.363,4.0862
1.396,2.1175
1.43,0.1196
1.463,-1.8434
1.496,-3.807
1.53,-5.5777
1.563,-7.472
1.597,-8.6606
1.631,-9.4822
1.663,-9.8724
1.7,-9.8815
1.73,-9.7154
1.763,-9.4567
1.797,-8.7731
1.83,-7.6969
1.864,-6.2561
1.897,-4.1384
1.93,-2.1434
1.964,-0.1135
1.985,1.9206
2.03,3.6483
2.063,5.4888
2.097,8.1638
2.13,9.3231
2.164,10.3636
2.197,10.9454
2.23,11.1421
2.265,10.8604
2.297,10.1943
2.33,9.1469
2.363,7.959
2.396,6.412
2.43,3.4971
2.466,1.5425
2.496,-0.4729
2.53,-2.4408
2.563,-4.3904
2.597,-6.2138
2.63,-7.6255
2.663,-8.9196
2.696,-9.8552
2.73,-10.4023
2.763,-10.537
2.797,-10.428
2.829,-10.349
2.864,-9.9416
2.897,-9.0964
2.931,-7.8834
2.963,-6.4982
2.996,-4.6913
3.03,-2.701
3.063,-0.7108
3.096,1.2962
3.13,3.1371
3.163,4.9547
3.196,6.4777
3.234,7.6012
3.263,8.5688
3.297,9.0722
3.33,9.2326
3.363,8.8862
3.396,8.182
3.43,7.0484
3.464,5.7788
3.496,4.1306
3.529,2.2744
3.564,0.2348
3.597,-1.7275
3.63,-3.6505
3.664,-5.5889
3.697,-7.2879
3.73,-9.041
3.763,-10.1545
3.797,-10.8828
3.83,-11.1965
3.863,-11.107
3.897,-10.9139
3.93,-10.6715
3.964,-10.0042
3.999,-8.9344
4.03,-7.5114
4.063,-5.4815
4.085,-3.5063
4.13,-1.5119
4.164,0.4808
4.197,2.2001
4.23,4.1033
4.263,6.0764
4.297,7.3679
4.33,8.5375
4.364,9.2386
4.397,9.5926
4.43,9.4367
4.463,8.8949
4.496,7.9685
4.53,6.8676
4.563,5.3657
4.597,3.2834
4.63,1.325
4.663,-0.6518
4.697,-2.6054
4.729,-4.5879
4.764,-6.4204
4.797,-8.3317
4.83,-9.6077
4.865,-10.5243
4.897,-11.0014
4.93,-11.1152
4.964,-10.8133
4.996,-10.7589
5.03,-10.302
5.063,-9.4237
5.097,-8.1573
5.13,-6.2447
5.163,-4.4004
5.197,-2.3906
5.23,-0.406
5.263,1.5779
5.297,3.2392
5.33,4.9464
5.363,6.5555
5.397,7.6556
5.43,8.557
5.463,9.0331
5.496,9.1719
5.53,8.774
5.563,8.0337
5.597,6.8857
5.633,5.6021
5.663,4.0326
5.697,2.033
5.73,0.1125
5.763,-1.8309
5.797,-3.7361
5.83,-5.6617
5.863,-7.3094
5.897,-8.6869
5.93,-9.763
5.963,-10.4636
5.996,-10.7373
6.03,-10.6112
6.063,-10.4729
6.097,-10.2113
6.13,-9.5065
6.163,-8.4279
6.197,-7.0153
6.23,-5.3176
6.263,-3.296
6.296,-1.542
6.33,0.4175
6.363,2.1176
6.399,4.0875
6.436,6.243
6.45,7.4877
6.497,8.5776
6.53,9.2402
6.563,9.5446
6.597,9.2931
6.63,8.9508
6.663,8.0199
6.697,6.9182
6.73,5.2808
6.764,2.9963
6.796,1.0522
6.831,-1.2342
6.864,-3.1487
6.897,-5.0737
6.93,-6.8508
6.963,-8.5179
6.996,-9.7468
7.03,-10.6337
7.064,-11.0582
7.096,-11.1233
7.13,-10.788
7.163,-10.3441
7.197,-9.8312
7.231,-8.9213
7.264,-7.6281
7.297,-5.8907
7.33,-4.0353
7.363,-2.0725
7.397,-0.1135
7.43,1.8508
7.464,3.4785
7.497,5.0458
7.53,6.4587
7.567,7.5126
7.597,8.3718
7.63,8.7934
7.664,8.9167
7.697,8.5246
7.73,7.7713
7.763,6.5997
7.797,5.3068
7.83,3.8351
7.864,1.9789
7.897,-0.0549
7.93,-1.9985
7.964,-3.8966
7.997,-5.8465
8.03,-7.4819
8.064,-9.0452
8.097,-10.0877
8.13,-10.7743
8.164,-11.0196
8.197,-10.8872
8.23,-10.6246
8.264,-10.3351
8.297,-9.5968
8.33,-8.4806
8.353,-7.0253
8.397,-5.1138
8.43,-3.1417
8.449,-1.3685
8.498,0.6251
8.53,2.3156
8.564,4.1485
8.597,6.0437
8.63,7.265
8.664,8.358
8.697,8.9951
8.73,9.2756
8.763,9.0404
8.797,8.6657
8.83,7.6585
8.863,6.5296
8.897,4.9951
8.93,2.9458
8.964,0.9822
8.997,-1.1763
9.03,-3.1079
9.064,-5.037
9.097,-6.8003
9.168,-8.2738
9.197,-9.4039
9.23,-10.1535
9.264,-10.4101
9.297,-10.571
9.33,-10.2745
9.364,-9.6556
9.397,-8.8074
9.43,-7.5617
9.464,-5.9622
9.497,-4.0865
9.53,-2.1109
9.564,-0.1399
9.597,1.8221
9.631,3.7112
9.698,5.402
9.731,6.9755
9.764,8.1214
9.796,8.8029
9.831,9.1409
9.864,8.8641
9.896,8.1572
9.934,7.0758
9.963,5.5665
9.997,3.934
10.03,2.0497
10.063,-0.2127
10.097,-2.1589
10.13,-4.0575
10.164,-5.9723
10.197,-7.6793
10.231,-9.1546
10.264,-10.1832
10.297,-10.8239
10.32,-11.0454
10.364,-10.8656
10.397,-10.5756
10.415,-10.2625
10.465,-9.4923
10.497,-8.3482
10.53,-6.7943
10.564,-4.9171
10.597,-2.9213
10.63,-0.9668
10.664,1.0209
10.7,2.7016
10.73,4.4956
10.764,6.0892
10.797,7.2826
10.83,8.3123
10.864,8.9202
10.897,9.1449
10.931,8.8509
10.964,8.2477
10.997,7.2086
11.03,6.0431
11.063,4.494
11.097,2.7071
11.131,0.7316
11.164,-1.1988
11.197,-3.1237
11.23,-5.023
11.263,-6.7415
11.297,-8.8068
11.33,-9.9339
11.364,-10.722
11.397,-11.0622
11.43,-11.0469
11.463,-10.6211
11.497,-10.442
11.531,-9.8396
11.564,-8.8564
11.597,-7.5351
11.631,-5.3267
11.664,-3.3988
11.697,-1.5222
11.73,0.3899
11.764,2.2833
11.797,3.8358
11.867,5.4373
11.897,6.9141
11.93,7.9648
11.964,8.5871
11.997,8.8213
12.03,8.4402
12.064,7.7937
12.097,6.7138
12.13,5.2301
12.164,3.6305
12.197,1.7989
12.233,-0.4102
12.264,-2.2836
12.297,-4.1129
12.33,-5.8938
12.364,-7.4474
12.397,-8.7467
12.43,-9.7491
12.451,-10.3371
12.498,-10.53
12.53,-10.3356
12.564,-10.0003
12.597,-9.683
12.631,-8.9127
12.664,-7.7736
12.697,-6.3409
12.731,-4.6197
12.764,-2.6911
12.797,-0.8158
12.83,1.0893
12.864,2.7125
12.897,4.3983
12.931,5.944
12.964,7.0873
12.997,8.0398
13.031,8.5809
13.063,8.7476
13.097,8.4884
13.131,7.882
13.164,6.8664
13.197,5.7005
13.23,4.2202
13.263,2.4438
13.297,0.4873
13.331,-1.3817
13.364,-3.2273
13.397,-5.0685
13.43,-6.7385
13.464,-8.4323
13.497,-9.5421
13.531,-10.2999
13.563,-10.6452
13.597,-10.6095
13.63,-10.4533
13.664,-10.2719
13.697,-9.6755
13.73,-8.6953
13.764,-7.3783
13.798,-5.4941
13.83,-3.597
13.864,-1.6999
13.897,0.2072
13.931,2.0997
13.964,3.9094
14.034,5.4881
14.063,6.9411
14.097,7.9699
14.134,8.566
14.162,8.7719
14.182,8.3787
14.231,7.662
14.264,6.551
14.297,5.0177
14.331,3.3861
