t,s1
0.048,10.4389
0.071,12.2036
0.088,13.4574
0.13,14.3264
0.163,14.6648
0.197,14.6509
0.229,14.2363
0.264,13.3019
0.296,11.9661
0.33,10.1104
0.363,8.4937
0.396,6.0434
0.43,3.561
0.463,0.9728
0.501,-1.6397
0.529,-4.1759
0.563,-6.1579
0.596,-7.8378
0.63,-9.3421
0.664,-11.0728
0.697,-11.8795
0.73,-12.2897
0.763,-12.6869
0.797,-12.8377
0.83,-12.5588
0.863,-11.9056
0.897,-11.3841
0.935,-10.4769
0.963,-9.1841
0.997,-7.0671
1.03,-5.3106
1.063,-3.3019
1.097,-0.8661
1.13,1.729
1.164,4.2676
1.197,6.6742
1.23,8.9139
1.264,10.5308
1.297,12.1262
1.33,13.3747
1.364,14.203
1.397,14.5189
1.431,14.4477
1.464,14.0058
1.497,13.0412
1.531,11.6701
1.564,9.9575
1.597,8.2339
1.63,5.9002
1.664,3.4055
1.698,0.8049
1.731,-1.7979
1.764,-4.2779
1.798,-6.5303
1.831,-8.1926
1.864,-9.7224
1.897,-11.3922
1.931,-12.1813
1.964,-12.5622
1.996,-12.8531
2.034,-12.9862
2.063,-12.6945
2.097,-12.0758
2.131,-11.2641
2.164,-10.3393
2.198,-8.9858
2.231,-6.9121
2.264,-5.1556
2.297,-3.1407
2.33,-0.8112
2.364,1.797
2.397,4.3535
2.431,6.7602
2.464,8.8999
2.497,10.3306
2.531,12.0472
2.564,13.284
2.598,14.1122
2.63,14.4283
2.664,14.3709
2.697,13.8951
2.732,12.8949
2.765,11.5239
2.8,9.8915
2.833,8.3366
2.863,5.8793
2.898,3.3788
2.931,0.7603
2.964,-1.8831
2.998,-4.3914
3.031,-6.3348
3.065,-7.9795
3.098,-9.0359
3.131,-10.267
3.165,-11.0445
3.198,-11.4114
3.231,-11.8326
3.265,-11.9349
3.298,-11.5851
3.331,-10.952
3.364,-10.4305
3.398,-9.5057
3.431,-8.6078
3.465,-6.9552
3.504,-5.2102
3.531,-3.207
3.564,-0.7471
3.597,1.8301
3.632,4.3334
3.665,6.7401
3.698,9.0667
3.731,10.5395
3.765,12.1052
3.798,13.3058
3.831,14.0981
3.865,14.3785
3.898,14.3073
3.931,13.814
3.964,12.8142
3.998,11.4255
4.031,9.5908
4.065,7.9585
4.098,5.619
4.131,3.1192
4.165,0.541
4.198,-2.0667
4.231,-4.4527
4.265,-6.3607
4.298,-7.9763
4.331,-9.3073
4.364,-10.3888
4.397,-11.131
4.431,-11.4827
4.464,-11.8936
4.498,-11.9491
4.531,-11.5993
4.569,-11.0571
4.598,-10.516
4.631,-9.6027
4.664,-8.3952
4.698,-6.8747
4.731,-5.1298
4.764,-3.1265
4.798,-0.6416
4.83,1.9205
4.864,4.4238
4.897,6.8068
4.931,9.0162
4.964,10.9086
4.997,12.4264
5.031,13.6033
5.064,14.3777
5.098,14.6357
5.131,14.5253
5.164,13.9785
5.198,12.9435
5.231,11.525
5.265,9.7525
5.297,7.6669
5.332,5.3226
5.364,2.8323
5.397,0.2189
5.431,-2.3969
5.464,-4.8762
5.498,-6.8014
5.531,-8.4164
5.565,-9.4484
5.598,-10.5128
5.631,-11.2328
5.664,-11.5722
5.698,-11.8932
5.736,-11.9595
5.765,-11.6147
5.797,-10.9752
5.831,-10.3992
5.865,-9.4513
5.898,-8.5246
5.931,-6.9859
5.964,-5.2316
5.998,-3.2264
