t,s1
0.031,17.5061
0.063,17.7527
0.097,17.5944
0.129,16.6832
0.163,16.3149
0.196,15.5202
0.229,14.3409
0.263,12.8136
0.3,10.9841
0.329,8.8391
0.363,5.9015
0.396,2.9608
0.429,0.3804
0.462,-2.2691
0.497,-4.8471
0.529,-7.1754
0.563,-9.2721
0.597,-11.1009
0.629,-12.614
0.663,-14.5823
0.7,-14.8469
0.729,-14.7919
0.763,-14.4624
0.795,-14.0584
0.829,-13.5899
0.863,-12.8651
0.896,-12.0547
0.93,-11.0203
0.963,-9.7808
0.996,-7.458
1.029,-6.2852
1.066,-4.8961
1.096,-3.3399
1.13,-1.6328
1.163,0.2211
1.196,2.0345
1.23,4.0182
1.263,6.0013
1.296,7.976
1.33,9.3317
1.363,10.4983
1.395,11.4384
1.433,12.1213
1.463,12.592
1.496,12.7964
1.529,12.8657
1.563,13.2363
1.596,13.1272
1.63,12.7092
1.663,12.5315
1.696,12.1716
1.729,11.5579
1.763,10.7376
1.796,9.6484
1.832,8.3438
1.863,6.8046
1.896,4.6313
1.93,2.5754
1.963,0.5003
1.996,-1.3765
2.029,-3.1523
2.063,-4.7748
2.096,-6.2401
2.129,-7.5053
2.163,-8.5314
2.196,-9.863
2.229,-10.4
2.263,-10.6771
2.282,-10.726
2.329,-10.7468
2.363,-10.6445
2.396,-10.3795
2.429,-10.0471
2.462,-9.5182
2.496,-8.7909
2.53,-7.1727
2.563,-5.9546
2.596,-4.5304
2.629,-2.9398
2.663,-1.1653
2.696,0.7038
2.729,2.3474
2.763,4.0213
2.796,6.1363
2.829,7.9464
2.863,9.2395
2.896,10.3608
2.93,11.3422
2.963,12.3869
2.996,12.7689
3.03,12.9022
3.063,13.2419
3.096,13.8543
3.129,13.2681
3.163,12.8795
3.197,12.7488
3.229,12.3004
3.262,11.5368
3.297,10.2319
3.33,9.0677
3.362,7.7134
3.395,6.0217
3.429,3.8689
3.463,2.1303
3.496,0.155
3.532,-1.729
3.563,-3.4443
3.596,-5.0305
3.63,-6.4353
3.663,-7.6414
3.696,-8.2945
3.73,-8.9795
3.763,-9.4733
3.796,-9.7272
3.829,-9.7538
3.863,-9.8096
3.896,-9.6515
3.929,-9.4865
3.963,-9.1467
3.996,-8.5538
4.029,-8.0777
4.063,-7.0105
4.096,-5.7228
4.13,-4.2486
4.163,-2.631
4.196,-0.7984
4.23,1.0422
4.263,2.9138
4.307,4.6081
4.333,6.7264
4.364,8.3389
4.396,9.5867
4.43,10.6255
4.463,11.5902
4.496,12.7987
4.53,13.0804
4.563,13.1863
4.597,13.5711
4.629,14.1368
4.663,13.4554
4.696,13.0638
4.729,12.8715
4.762,12.3379
4.797,11.4537
4.83,9.8628
4.863,8.649
4.897,7.2586
4.929,5.3715
4.963,3.1653
4.996,1.443
5.029,-0.2105
5.063,-2.0609
5.096,-3.7096
5.129,-5.2365
5.163,-6.574
5.197,-7.706
5.263,-8.6053
5.297,-9.2046
5.33,-9.5518
5.363,-9.6918
5.395,-9.7767
5.43,-9.74
5.463,-9.4638
5.496,-9.0256
5.53,-8.4247
5.563,-7.5385
5.596,-6.4201
5.629,-5.0963
5.663,-3.591
5.696,-1.9206
5.73,-0.0779
5.763,1.7989
5.796,3.642
5.829,5.2617
5.863,7.3585
5.896,8.8115
5.929,10.014
5.966,11.0007
5.996,11.8817
6.03,12.4076
6.063,12.6418
6.097,12.7304
6.13,13.063
6.163,13.0165
6.197,12.2875
6.23,12.1135
6.262,11.8846
6.296,11.3352
6.331,10.4166
6.351,9.383
6.396,8.1238
6.429,6.6436
6.463,4.6417
6.496,2.964
6.529,1.237
6.562,-0.5759
6.596,-2.4269
6.63,-4.0672
6.663,-5.5442
6.7,-6.8463
6.729,-7.9143
6.797,-8.6864
6.83,-9.2525
6.863,-9.5677
6.896,-9.6607
6.929,-9.7257
6.963,-9.5585
6.997,-9.3678
7.03,-8.9074
7.063,-8.2471
7.096,-7.3018
7.13,-6.1336
7.163,-4.7494
7.196,-3.2118
7.229,-1.514
7.262,0.3321
7.297,2.2077
7.33,3.8746
7.363,5.4577
7.396,7.4193
7.429,8.7726
7.463,9.9159
7.5,10.9976
7.529,12.0798
7.562,12.5411
7.597,12.7254
7.629,12.8072
7.663,13.4849
7.696,13.4341
7.729,12.8457
7.763,12.6644
7.796,12.3442
7.83,11.5615
7.866,10.317
7.896,9.2235
7.929,7.9146
7.963,6.2702
7.996,4.1175
8.03,2.3877
8.062,0.5878
8.096,-1.2142
8.13,-3.0018
