t,s1
0.032,5.58
0.049,4.4103
0.079,2.9992
0.112,1.8595
0.147,0.6289
0.18,-0.6358
0.213,-1.8998
0.247,-3.0963
0.28,-4.2295
0.313,-5.2286
0.381,-6.1531
0.414,-6.8005
0.446,-7.328
0.48,-7.6682
0.513,-7.7745
0.546,-7.6841
0.58,-7.4193
0.613,-6.9361
0.647,-6.266
0.679,-5.4593
0.713,-4.4326
0.747,-3.3565
0.78,-2.1933
0.813,-0.9523
0.85,0.268
0.88,1.4643
0.913,2.6367
0.947,3.6998
0.98,4.7824
1.013,5.7748
1.046,6.4023
1.08,6.8838
1.113,7.1651
1.147,7.2308
1.18,7.158
1.213,6.8461
1.246,6.3203
1.28,5.6535
1.313,4.6278
1.347,3.4521
1.38,2.3374
1.413,1.119
1.447,-0.1209
1.48,-1.3851
1.512,-2.6449
1.547,-3.8033
1.579,-4.8565
1.614,-5.9883
1.647,-7.0191
1.68,-7.6462
1.717,-8.0985
1.746,-8.3383
1.78,-8.4223
1.813,-8.3067
1.847,-8.0329
1.88,-7.5479
1.912,-6.8936
1.947,-5.9766
1.98,-4.7181
2.013,-3.6669
2.047,-2.5535
2.083,-1.3252
2.113,-0.1051
2.146,1.1034
2.179,2.2879
2.213,3.374
2.246,4.4525
2.314,5.3467
2.347,5.9666
2.38,6.4348
2.413,6.7151
2.449,6.7428
2.48,6.5692
2.512,6.1693
2.546,5.5682
2.58,4.7365
2.612,3.652
2.647,2.5498
2.68,1.3564
2.713,0.1259
2.746,-1.1259
2.78,-2.3897
2.813,-3.5734
2.846,-4.6643
2.883,-5.5501
2.919,-6.5536
2.946,-7.1634
2.98,-7.6345
3.013,-7.9181
3.046,-8.0304
3.08,-7.9585
3.113,-7.6995
3.147,-7.258
3.18,-6.6346
3.213,-5.9948
3.247,-4.8478
3.283,-3.8663
3.313,-2.7778
3.346,-1.5997
3.379,-0.3797
3.413,0.8287
3.447,2.0005
3.48,3.1112
3.513,4.2534
3.58,5.4752
3.613,6.1698
3.646,6.7007
3.68,7.0313
3.713,7.1595
3.746,7.0363
3.78,6.6992
3.813,6.1735
3.847,5.4341
3.88,4.319
3.912,2.9864
3.947,1.8216
3.979,0.6034
4.012,-0.6362
4.05,-1.9002
4.08,-3.0843
4.113,-4.1924
4.147,-5.1347
4.213,-6.0793
4.247,-6.6862
4.28,-7.1888
4.312,-7.4704
4.347,-7.552
4.38,-7.4493
4.413,-7.1474
4.447,-6.6393
4.48,-5.9494
4.513,-5.1771
4.547,-4.1081
4.58,-3.0445
4.613,-1.8929
4.647,-0.6729
4.68,0.5227
4.713,1.7068
4.746,2.8421
4.78,4.0367
4.817,5.19
4.846,6.2459
4.88,6.8736
4.913,7.3427
4.947,7.5856
4.979,7.6388
5.013,7.5535
5.046,7.2038
5.079,6.6655
5.115,5.8253
5.148,4.6809
5.179,3.3209
5.213,2.2188
5.246,1.0004
5.28,-0.2143
5.313,-1.4661
5.346,-2.7134
5.38,-3.8218
5.413,-4.8375
5.48,-6.1022
5.513,-6.7758
5.546,-7.2097
5.58,-7.5554
5.613,-7.6681
5.647,-7.6098
5.68,-7.378
5.713,-6.9292
5.747,-6.3076
5.779,-5.5368
5.814,-4.2335
5.847,-3.1346
5.879,-2.0107
5.913,-0.8071
5.946,0.376
5.983,1.5476
6.013,2.6955
6.047,3.7476
6.08,4.9308
6.113,5.9239
6.147,6.5612
6.18,6.9917
6.213,7.2852
6.246,7.3628
6.279,7.3282
6.317,7.0445
6.346,6.5615
6.38,5.9044
6.413,4.837
6.446,3.6437
6.48,2.5652
6.513,1.3842
6.547,0.1816
6.58,-1.0324
6.613,-2.2796
