t,s1
0.0,1.8979
0.02,-0.7479
0.048,-3.4704
0.082,-5.7212
0.115,-7.7896
0.149,-9.6511
0.183,-11.2658
0.215,-12.656
0.248,-14.0341
0.282,-15.466
0.315,-15.9247
0.349,-16.0632
0.382,-16.036
0.415,-16.0746
0.449,-15.8746
0.487,-15.494
0.515,-14.9335
0.549,-14.2906
0.582,-13.0674
0.615,-11.1775
0.649,-9.6715
0.682,-7.9408
0.716,-5.998
0.749,-3.8713
0.782,-1.5509
0.815,0.9269
0.849,3.2941
0.882,5.6437
0.916,8.1427
0.949,9.9555
0.982,11.5211
1.016,12.8712
1.049,14.7176
1.082,16.0604
1.115,16.4164
1.149,16.4768
1.182,16.46
1.215,16.3237
1.249,15.6607
1.282,15.5186
1.315,15.2285
1.35,14.5702
1.382,12.8051
1.415,10.9541
1.449,9.4762
1.482,7.7514
1.515,5.7902
1.549,3.6588
1.582,1.3558
1.616,-1.2551
1.649,-3.8681
1.686,-6.0673
1.715,-8.098
1.748,-9.9212
1.783,-11.5309
1.815,-12.8714
1.849,-14.311
1.882,-15.6232
1.915,-16.0451
1.949,-16.2841
1.982,-16.3406
2.015,-16.3883
2.048,-16.1818
2.082,-15.7308
2.115,-15.1288
2.149,-14.5141
2.182,-13.2335
2.22,-11.4689
2.249,-9.9791
2.282,-8.2648
2.316,-6.3381
2.354,-4.2281
2.381,-1.9249
2.416,0.2387
2.449,2.267
2.482,4.4808
2.515,6.5537
2.549,8.3989
2.582,9.981
2.615,11.3635
2.649,12.6581
2.682,13.8786
2.715,14.306
2.749,14.6607
2.782,14.9845
2.815,15.055
2.849,14.9047
2.881,14.8133
2.916,14.5843
2.949,13.9714
2.982,12.858
3.016,11.2083
3.049,9.7372
3.083,8.0033
3.115,6.0465
3.149,3.8994
3.182,1.6155
3.215,-1.1084
3.249,-3.963
3.282,-6.1691
3.316,-8.2292
3.349,-10.0857
3.382,-11.718
3.415,-13.0812
3.449,-14.4662
3.482,-15.4152
3.516,-15.8879
3.549,-16.0422
3.582,-15.88
3.615,-15.9436
3.653,-15.7372
3.682,-15.277
3.716,-14.789
3.749,-14.1742
3.782,-12.9685
3.816,-11.5671
3.849,-10.0773
3.883,-8.363
3.916,-6.4363
3.949,-4.3262
3.982,-2.0389
4.015,0.1247
4.052,2.267
4.082,4.6508
4.116,6.7237
4.149,8.5615
4.182,10.1437
4.216,11.5009
4.25,12.677
4.283,13.8238
4.316,14.2511
4.349,14.59
4.382,14.9138
4.415,14.8143
4.449,14.664
4.483,14.6194
4.515,14.3718
4.549,13.7803
4.582,12.7628
4.616,11.1868
4.649,9.7157
4.682,7.9988
4.716,6.0445
4.749,3.9201
4.782,1.6363
4.816,-1.1081
4.849,-3.6252
4.882,-5.8275
4.916,-7.8649
4.949,-9.7214
4.982,-11.3537
5.015,-12.7181
5.049,-13.8771
5.086,-15.2381
5.115,-15.7108
5.149,-15.884
5.182,-16.0409
5.216,-16.1044
5.249,-15.898
5.282,-15.4378
5.316,-15.1189
5.349,-14.4911
5.383,-13.5138
5.416,-11.7232
5.448,-10.2338
5.482,-8.5195
5.516,-6.5928
5.549,-4.4828
5.583,-2.1725
5.616,0.198
5.649,2.5093
5.682,4.7016
5.717,6.7745
5.749,8.6038
5.782,10.1954
5.815,11.5526
5.852,12.9487
5.882,14.3129
5.916,14.7173
5.949,14.8493
5.983,15.1731
6.016,15.2522
6.049,15.1019
6.083,14.6836
6.116,14.4455
6.149,13.8579
6.183,12.6431
6.215,10.8496
6.25,9.3786
6.282,7.6617
6.316,5.7073
6.349,3.5601
6.383,1.2534
6.416,-1.1278
6.449,-3.487
6.483,-5.6932
6.516,-7.7533
6.549,-9.5937
6.583,-11.2101
6.615,-12.5584
6.699,-14.2226
6.715,-14.9425
6.749,-15.3443
6.782,-15.396
6.816,-15.6177
6.849,-15.5385
6.882,-15.2349
6.916,-14.7696
6.949,-14.2188
6.982,-13.3689
7.016,-11.548
7.049,-10.0581
7.083,-8.3439
7.115,-6.4172
7.149,-4.3071
7.182,-2.0198
7.216,0.3724
7.249,2.8371
7.283,5.4009
7.316,7.4738
7.348,9.303
7.383,10.8942
7.416,12.2514
7.449,14.1216
7.483,15.3244
7.519,16.1242
7.549,16.2644
7.582,16.187
7.615,15.8927
7.649,15.7117
7.682,15.4195
7.716,15.1465
7.749,14.5337
7.783,12.8235
7.817,11.1688
7.849,9.304
7.882,7.6034
7.916,5.6426
7.949,3.5153
7.982,1.2406
8.015,-1.2883
8.049,-3.8066
8.083,-6.0025
8.116,-8.0563
8.149,-9.8891
8.182,-11.4992
8.216,-12.864
8.249,-14.1893
8.286,-15.2253
8.316,-15.6915
8.348,-15.8072
8.386,-15.9615
8.416,-16.025
8.449,-15.8185
8.483,-15.4286
8.515,-14.9275
8.549,-14.3353
8.582,-13.169
8.616,-11.7069
8.649,-10.2233
8.682,-8.5473
8.716,-6.6269
8.749,-4.5232
8.783,-2.2656
8.816,0.1124
8.849,2.4364
8.883,4.6326
8.916,6.6893
8.95,8.525
8.983,10.1226
9.015,11.4863
9.05,12.8806
9.082,14.1034
9.116,14.5604
9.149,14.7393
9.182,14.8525
9.215,14.9474
9.249,14.7655
9.282,14.7246
9.316,14.48
9.349,13.882
9.382,12.6689
9.416,11.0157
9.449,9.5382
9.483,7.8376
9.516,5.8767
9.549,3.7458
9.583,1.4868
9.616,-0.9451
9.65,-3.3595
9.683,-5.5395
9.716,-7.5933
9.749,-9.4262
9.783,-11.0363
9.817,-12.401
9.85,-13.7632
9.882,-15.1968
9.916,-15.6629
9.949,-16.1121
9.983,-16.3836
10.016,-16.463
10.049,-16.2565
10.083,-15.7963
10.116,-15.4947
10.149,-14.8981
10.183,-13.695
10.216,-11.8317
10.249,-10.3481
10.283,-8.6727
10.315,-6.7748
10.35,-4.6712
10.382,-2.3677
10.42,-0.2424
10.449,2.223
10.482,4.4149
10.516,6.4558
10.549,8.2916
10.583,9.8732
10.616,11.2375
10.649,12.9318
10.683,14.3569
10.716,14.7522
10.749,15.1136
10.783,15.2847
10.816,15.3796
10.849,15.2134
10.882,14.9172
10.916,14.6885
10.95,14.0942
10.983,12.6037
11.016,10.7495
11.049,9.2878
11.083,7.5861
11.116,5.6252
11.149,3.4943
11.182,1.2353
11.216,-1.2687
11.252,-3.6213
11.283,-5.805
11.316,-7.8428
11.349,-9.677
11.383,-11.2871
11.416,-12.6507
11.484,-14.3999
11.517,-15.1362
11.549,-15.5225
11.583,-15.5735
11.616,-15.7953
11.65,-15.732
11.683,-15.4283
11.717,-15.1648
11.75,-14.6163
11.782,-13.7499
11.816,-11.8441
11.849,-10.3605
11.883,-8.6845
11.916,-6.7867
11.949,-4.7285
11.983,-2.4938
12.019,-0.1242
12.049,2.2952
12.083,4.4802
12.116,6.5211
12.15,8.341
12.183,9.9139
12.215,11.2617
12.25,13.0653
12.283,14.3612
12.317,15.0715
12.35,15.2333
12.382,15.4181
12.416,15.5199
12.45,15.3538
12.483,15.2806
12.516,15.0283
12.55,14.4461
12.583,12.8464
12.617,11.1655
12.65,9.4803
12.682,7.7785
12.716,5.8152
12.749,3.6843
12.786,1.4435
12.816,-1.2507
12.849,-4.0225
12.883,-6.1867
12.916,-8.2245
12.95,-10.0413
12.983,-11.6581
13.017,-13.0057
13.05,-14.3749
13.083,-15.6073
13.116,-16.0917
13.149,-16.2304
13.183,-16.1122
13.216,-16.2074
13.249,-16.0169
13.283,-15.6238
13.316,-15.0928
13.349,-14.4998
13.383,-13.2871
13.416,-11.625
13.45,-10.1641
13.483,-8.4881
13.516,-6.5903
13.55,-4.5321
13.583,-2.2974
13.615,0.0462
13.649,2.4463
13.682,4.7432
13.717,6.7684
13.749,8.5883
13.783,10.1838
13.816,11.5317
13.85,12.7772
