Time Angle omega x y
s degrees degrees/s  
25.0820 -8.2488 28.9550  
25.1150 -9.6696 97.4584  
25.1830 -11.2842 -70.2793  
25.2160 -12.0547 163.1649  
25.2530 -12.9412 -105.9883  
25.2820 -13.5955 4.4807  
25.3160 -13.8469 49.3822  
25.3490 -13.6977 60.8005  
25.3820 -13.1429 72.2145  
25.4160 -12.2043 68.6150  
25.4490 -11.0610 90.9553  
25.4830 -9.9719 78.6513  
25.5160 -8.1199 86.3493  
25.5490 -6.5223 86.0904  
25.5820 -4.2625 81.8294  
25.6160 -1.7629 74.3670  
25.6490 0.7866 65.9828  
25.6820 3.3406 62.1612  
25.7160 5.8088 44.8724  
25.7490 8.0534 2.9334  
25.7820 9.6249 -113.0298  
25.8160 10.9079 -6.1914  
25.8530 12.4732 153.3020  
25.8820 13.2122 -186.9584  
25.9160 14.0914 120.6575  
25.9490 14.6770 -12.3231  
25.9830 14.9102 -39.6428  
26.0160 14.7335 -62.0308  
26.0490 14.1871 -65.8068  
26.0830 13.3947 -69.5174  
26.1150 12.7535 -69.2859  
26.1500 11.8022 -94.6164  
26.1820 9.9995 -88.8148  
26.2160 8.4741 -77.9243  
26.2500 6.2215 -93.1821  
26.2860 3.8063 -56.4851  
26.3150 1.2910 -81.0110  
26.3500 -1.2196 -57.1239  
26.3820 -3.6962 -57.2508  
26.4160 -6.0394 -30.2731  
26.4490 -8.1762 -4.6532  
26.4820 -9.5858 120.0111  
26.5500 -11.2373 -77.3650  
26.5820 -12.0159 190.0104  
26.6160 -12.9124 -127.8839  
26.6490 -13.5825 6.9826  
26.6830 -13.8658 44.6817  
26.7160 -13.7453 61.7686  
26.7500 -13.2063 69.1939  
26.7830 -12.3312 70.6934  
26.8150 -11.1562 88.8916  
26.8500 -10.0941 80.8925  
26.8820 -8.2052 93.9942  
26.9160 -6.6547 79.2985  
26.9490 -4.4008 81.3920  
26.9820 -1.9171 76.6004  
27.0160 0.6484 68.7460  
27.0490 3.2031 58.5216  
27.0820 5.6918 51.2780  
27.1160 8.0174 20.6344  
27.1490 9.6316 -129.3602  
27.1820 11.1678 62.1275  
27.2160 12.8174 121.8412  
27.2490 13.6447 -167.4857  
27.2830 14.4834 82.3662  
27.3160 15.1234 16.3569  
27.3490 15.3608 -51.1533  
27.3850 15.1961 -58.0425  
27.4150 14.6610 -67.0635  
27.4490 13.8035 -74.2150  
27.4820 13.1524 -66.7906  
27.5160 11.9638 -97.7833  
27.5490 10.0925 -81.3404  
27.5820 8.4906 -85.8902  
27.6150 6.2944 -95.1842  
27.6490 3.8409 -59.8077  
27.6810 1.3372 -68.4589  
27.7160 -1.1575 -57.1178  
27.7490 -3.6341 -55.5070  
