Tempo Ângulo omega x y
s graus graus/s  
268.2650 0.3241 -24.7326  
268.2990 0.0231 0.4483  
268.3310 -0.3069 -10.2060  
268.3650 -0.6555 -12.7765  
268.5160 -1.0727 -6.4649  
268.5330 -1.3205 82.9767  
268.5650 -1.5129 9.6629  
268.5980 -1.6092 21.2553  
268.6320 -1.6473 8.0346  
268.6640 -1.5655 20.6757  
268.7030 -1.3641 9.7408  
268.7310 -1.1543 3.5171  
268.7650 -0.8848 7.9953  
268.7980 -0.5365 10.7033  
268.8320 -0.0773 3.8802  
268.8650 0.2627 6.6446  
268.8990 0.3202 -73.9911  
269.0820 0.3232 0.8561  
269.1010 0.5357 124.6018  
269.1330 0.6648 -5.3662  
269.1830 0.7291 -5.3773  
269.2060 0.7506 -14.3112  
269.2500 0.7166 -6.4201  
269.2780 0.6219 -9.1097  
269.3160 0.4734 -10.6532  
269.3390 0.2516 -22.3523  
269.3860 0.2415 -8.5008  
269.4080 0.1522 -28.8390  
269.4380 -0.1886 -4.9260  
269.4830 -0.6388 -28.1174  
269.6490 -0.9512 6.6775  
269.6720 -1.2152 6.7480  
269.7160 -1.4351 3.5856  
269.7340 -1.5558 41.0148  
269.7820 -1.5711 13.4942  
269.8000 -1.5049 16.7668  
269.8330 -1.3817 5.1678  
269.8830 -1.1678 5.4483  
269.9010 -0.9241 8.3011  
269.9490 -0.5243 6.1726  
269.9690 -0.2372 -0.9013  
270.0150 0.0337 -0.1578  
270.0340 0.0418 -129.9919  
270.2160 0.2313 14.0212  
270.2340 0.3465 -5.2781  
270.2650 0.4391 2.4209  
270.2980 0.4738 -12.3540  
270.3320 0.4807 -0.1584  
270.3650 0.4374 -10.7083  
270.3980 0.3338 -9.2796  
270.4320 0.2180 -4.1313  
270.4650 0.0406 -18.8538  
270.4990 0.0407 -20.4574  
270.5330 -0.2501 -10.5138  
270.5820 -0.5272 0.8581  
270.7830 -0.9461 -6.6785  
270.8020 -1.1689 81.7018  
270.8310 -1.3766 5.0440  
270.8650 -1.4530 28.2267  
270.8980 -1.4675 9.4731  
270.9320 -1.4446 6.8852  
270.9650 -1.3343 7.6054  
270.9980 -1.1269 8.3747  
271.0320 -0.8577 7.6229  
271.0710 -0.5854 1.8956  
271.1320 -0.0995 13.0063  
271.3500 0.1767 -2.4953  
271.3730 0.4125 -11.2220  
271.4000 0.5588 2.3894  
271.4500 0.6815 1.5287  
271.4720 0.7653 -7.0207  
271.5160 0.8150 -2.0555  
271.5390 0.7962 -17.7442  
271.5750 0.7194 -8.9195  
271.6040 0.5534 -28.2315  
271.6330 0.2770 -10.6782  
271.6650 0.0078 -14.7611  
271.7160 -0.3125 -15.0902  
271.8820 -0.5927 2.8121  
271.9000 -0.8351 25.1891  
271.9310 -1.0427 6.2439  
271.9660 -1.1940 13.5008  
271.9990 -1.2241 24.3786  
272.0370 -1.1996 5.9085  
272.0650 -1.0628 10.8795  
272.1160 -0.8768 3.5667  
272.1350 -0.6201 12.3288  
272.1660 -0.2635 7.4331  
272.2160 0.0753 5.7543  
272.2330 0.3460 -13.3229  
272.2660 0.3166 -85.0955  
272.4540 0.2407 0.0428  
272.4730 0.3860 158.7257  
272.4980 0.4900 -7.5380  
272.5320 0.5458 -5.2122  
272.5650 0.5616 -6.5788  
272.5980 0.5092 -13.6193  
272.6320 0.4355 0.5412  
272.6650 0.2980 -10.6152  
272.6980 0.1397 -13.1555  
272.7310 0.1640 -29.7684  
272.7650 0.1761 -3.3666  
272.7980 -0.2797 -50.4038  
272.8310 -0.8116 -28.7663  
273.0170 -1.2456 4.3158  
273.0370 -1.4787 89.5182  
273.0650 -1.6670 -0.0219  
273.0980 -1.7541 31.2409  
273.1320 -1.7609 13.2821  
273.1660 -1.7064 5.2907  
273.2160 -1.5294 4.8353  
273.2350 -1.3321 4.7186  
273.2820 -0.9350 7.1031  
273.3040 -0.4315 5.2084  
273.3340 -0.0175 -3.0758  
273.3820 0.0033 -44.5980  
273.5830 0.1701 7.2530  
273.6020 0.3503 61.3655  
273.6310 0.4459 -13.6104  
273.6650 0.4998 -6.9611  
273.6980 0.5278 -0.5334  
273.7370 0.5117 -8.9968  
273.7640 0.4325 -11.0200  
273.7980 0.3209 -6.1607  
273.8310 0.1545 -19.3977  
273.8650 0.1332 -20.2978  
273.8980 -0.0489 -4.5524  
273.9320 -0.4354 -25.7921  
274.1500 -0.6815 4.6235  
274.1700 -0.9167 -6.3296  
274.1990 -1.1355 5.0284  
274.2410 -1.2028 27.7187  
274.2750 -1.2193 6.1958  
274.3160 -1.1930 5.3373  
274.3400 -1.0781 10.2254  
274.3750 -0.8809 3.7921  
274.4040 -0.6462 7.7489  
274.4490 -0.3071 3.7233  
274.4720 -0.0896 -9.0628  
274.5160 -0.1002 -54.7088  
274.6820 -0.1244 0.0531  
274.7020 -0.0299 117.6102  
274.7320 0.0648 7.0719  
274.7650 0.1152 -6.7846  
274.7990 0.1366 -1.3150  
274.8490 0.1179 -5.3526  
274.8670 0.0484 -15.7696  
274.8980 -0.0487 -3.5009  
274.9320 -0.1403 -4.5188  
274.9820 -0.1297 -27.7037  
275.0000 -0.1313 -6.2405  
275.0320 -0.3719 -1.1966  
275.0650 -0.6313 0.7152  
275.2490 -0.9272 -3.1953  
275.2690 -1.2244 -2.9107  
275.2990 -1.4302 21.5496  
275.3320 -1.5026 31.8107  
275.3650 -1.5233 12.3792  
275.3980 -1.5007 8.4640  
275.4320 -1.3355 1.2209  
275.4650 -1.1439 4.5814  
275.4980 -0.9173 9.4497  
275.5320 -0.6854 2.2468  
275.5690 -0.3827 3.2463  
275.5980 -0.2070 -45.7885  
275.8160 -0.1424 -2.1295  
275.8350 -0.0402 75.0131  
275.8650 0.0493 9.3826  
275.8990 0.1047 -1.8415  
275.9320 0.1281 -8.3862  
275.9660 0.1202 -4.7826  
275.9980 0.0641 -5.3205  
276.0310 -0.0188 -5.8103  
276.0650 -0.1489 -10.3396  
276.0980 -0.2624 -35.2026  
276.1320 -0.3294 0.0000  
276.1650 -0.6036 -19.5942  
276.1980 -0.9135 -2.2825  
276.3490 -1.2047 0.8246  
276.3710 -1.4668 0.6574  
276.3980 -1.6543 21.5907  
276.4320 -1.8248 0.0000  
276.4650 -1.8479 38.8624  
276.4980 -1.8138 6.6794  
276.5310 -1.6518 3.5365  
276.5650 -1.4787 3.2944  
276.5980 -1.2201 6.2923  
276.6320 -0.9310 6.7443  
276.6660 -0.6552 -0.2232  
276.6980 -0.3842 -1.0711  
276.7320 -0.3175 -42.9147  
276.9160 -0.1971 2.9168  
276.9480 -0.1059 30.9238  
276.9700 -0.0359 0.4067  
277.0160 0.0065 -3.4473  
277.0390 0.0583 8.9310  
277.0870 0.0542 -7.3253  
277.1120 0.0202 -2.7605  
277.1490 -0.0353 -6.0547  
277.1720 -0.1147 -11.8305  
277.2170 -0.1113 -14.0212  
277.2390 -0.2167 -25.0585  
277.2830 -0.4365 -3.5320  
277.3050 -0.7330 -34.3979  
277.3490 -1.0005 2.9696  
277.4490 -1.2865 0.2008  
277.4660 -1.4728 37.9933  
277.4980 -1.6411 3.4728  
277.5310 -1.7703 5.0402  
277.5650 -1.8159 16.5993  
277.6030 -1.7334 17.1101  
277.6320 -1.5738 7.5666  
277.6830 -1.3933 1.0452  
277.7030 -1.1011 18.0358  
277.7500 -0.8316 -2.0497  
277.7690 -0.5675 -1.7570  
277.7990 -0.3727 -1.6006  
277.8490 -0.2057 -3.3286  
277.8680 -0.1621 -56.2114  
278.0490 -0.1358 2.1631  
278.0690 -0.0722 51.1583  
278.0980 -0.0315 -0.3274  
278.1310 -0.0058 -2.9235  
278.1650 -0.0307 -4.2909  
278.1980 -0.0521 -1.8634  
278.2320 -0.0929 -6.6753  
278.2650 -0.1361 -2.1572  
278.2980 -0.1569 1.7029  
278.3310 -0.2632 -58.2556  
278.3650 -0.3893 5.7140  
278.3980 -0.6666 -14.8441  
278.4320 -0.9872 -13.0121  
278.5820 -1.2580 2.6780  
278.6010 -1.5819 -35.5838  
278.6310 -1.8272 24.1039  
278.6650 -2.0036 13.6139  
278.6980 -2.0460 38.4401  
278.7320 -2.0803 4.0369  
278.7690 -1.8997 6.1178  
278.7980 -1.7197 6.5289  
278.8320 -1.4813 2.7455  
278.8650 -1.1799 5.6826  
278.8980 -0.9089 2.9381  
278.9310 -0.5744 -1.2048  
278.9650 -0.4470 -39.6477  
278.9980 -0.3133 15.9123  
279.1490 -0.2923 0.9391  
279.1680 -0.2533 16.7114  
279.1980 -0.1913 15.1995  
279.2320 -0.1371 3.2697  
279.2650 -0.1154 -7.0028  
279.2980 -0.1261 -4.1424  
279.3320 -0.1652 -5.4991  
279.3650 -0.2160 -4.7417  
279.3980 -0.1582 -7.9485  
279.4310 -0.1831 -9.1490  
279.4650 -0.3314 -32.1417  
279.4990 -0.5069 1.3679  
279.5320 -0.7784 -15.2792  
279.5650 -1.0690 -2.4392  
279.7150 -1.3222 0.9574  
279.7330 -1.5821 -11.3255  
279.7650 -1.7604 19.6702  
279.7980 -1.8964 8.0559  
279.8310 -1.9072 29.9991  
279.8650 -1.8550 9.6396  
279.8980 -1.7021 -2.6075  
279.9320 -1.5171 10.8312  
279.9650 -1.2826 -0.2723  
279.9980 -1.0190 6.3620  
280.0320 -0.7719 -0.6252  
280.0650 -0.5216 -5.2270  
280.0980 -0.3806 -14.0156  
280.1370 -0.2624 0.9408  
280.2830 -0.2883 -3.0807  
280.3090 -0.2576 34.3375  
280.3380 -0.2019 5.6908  
280.3660 -0.1692 4.9101  
280.3990 -0.1548 -5.8341  
280.4500 -0.1796 -3.5524  
280.4730 -0.2095 -3.1372  
280.5020 -0.2465 -8.4239  
280.5500 -0.2571 -4.1141  
280.5730 -0.3383 -29.1275  
280.6010 -0.4406 -23.6054  
280.6490 -0.6468 -3.0388  
280.6780 -0.9454 -26.1847  
280.8160 -1.1982 4.3166  
280.8340 -1.4973 -36.4086  
280.8650 -1.6812 31.2919  
280.8980 -1.8585 -0.1566  
280.9310 -1.9131 29.7867  
280.9650 -1.9263 6.3443  
280.9980 -1.8305 12.7375  
281.0320 -1.6532 4.5334  
281.0650 -1.4435 5.3687  
281.1160 -1.1479 1.9682  
281.1340 -0.8999 6.7070  
281.1660 -0.5877 -0.4528  
281.1990 -0.5070 -40.7695  
281.2320 -0.3616 19.4682  
281.3830 -0.2998 0.9729  
281.4040 -0.3226 -30.0092  
281.4310 -0.2927 35.1026  
281.4650 -0.2774 0.2290  
281.4980 -0.2413 11.6636  
281.5310 -0.2637 -14.6760  
281.5650 -0.2953 0.8504  
281.5980 -0.3533 -8.4621  
281.6320 -0.3007 -7.0192  
281.6650 -0.3414 -8.8316  
281.6990 -0.5189 -35.8827  
281.7320 -0.6481 -4.4782  
281.7660 -0.9431 -20.9006  
281.7990 -1.1988 12.1704  
281.9490 -1.4787 0.9484  
281.9690 -1.7218 -5.7744  
281.9980 -1.9389 9.9363  
282.0320 -2.0588 20.3743  
282.0650 -2.0681 26.2961  
282.0990 -2.0340 4.1976  
282.1320 -1.8604 5.2917  
282.1660 -1.6362 10.5283  
282.2040 -1.3213 5.1817  
282.2330 -1.0611 -5.0532  
282.2820 -0.8227 -1.5183  
282.3000 -0.6172 -24.7250  
282.3320 -0.4889 -15.0957  
282.3820 -0.3663 12.6930  
282.4820 -0.3160 1.4555  
282.5000 -0.3394 -33.0344  
282.5320 -0.3518 8.8716  
282.5650 -0.3360 19.4240  
282.5980 -0.3504 -3.1896  
282.6320 -0.2992 14.9748  
282.6650 -0.2696 -8.7955  
282.6990 -0.2337 -11.2428  
282.7330 -0.1389 3.1190  
282.7760 -0.1539 -10.7566  
282.8080 -0.2196 -11.3380  
282.8370 -0.2917 -22.6639  
282.8660 -0.4522 -20.7427  
282.9160 -0.6910 -2.8294  
282.9390 -0.9404 -9.1373  
283.0830 -1.2743 -2.3412  
283.1110 -1.5109 24.4003  
283.1350 -1.6945 6.1569  
283.1830 -1.7481 29.2906  
283.2060 -1.6946 26.4229  
283.2360 -1.5879 5.6830  
283.2830 -1.4065 1.8823  
283.3040 -1.1313 16.0559  
283.3320 -0.7990 15.3401  
283.3820 -0.4651 -3.8717  
283.4020 -0.1504 -26.4923  
283.4330 0.0260 -22.5785  
283.4650 0.1575 -9.3895  
283.4980 0.1947 13.9916  
283.6160 0.1564 -1.2339  
283.6380 0.0532 -21.7984  
283.6640 0.0427 39.0399  
283.6980 0.0313 9.6853  
283.7320 -0.0519 -8.5191  
283.7650 -0.0791 11.1285  
283.7980 -0.0586 -1.6079  
283.8320 -0.0061 -11.1665  
283.8650 0.0616 -4.5226  
283.8980 0.0385 -13.5179  
283.9310 -0.1099 -42.3689  
283.9650 -0.2251 -4.3457  
283.9980 -0.4418 0.0000  
284.0320 -0.7459 -16.0101  
284.1830 -1.0185 0.1672  
284.2020 -1.2896 20.1277  
284.2310 -1.5411 4.8909  
284.2650 -1.7036 15.0502  
284.2980 -1.7679 25.2042  
284.3320 -1.7477 11.7559  
284.3650 -1.5606 8.1798  
284.3980 -1.3329 7.8504  
284.4320 -1.0971 2.3612  
284.4650 -0.7890 5.4362  
284.4980 -0.5248 -12.5444  
284.5310 -0.3782 -24.0484  
284.5650 -0.2947 -14.3874  
284.6040 -0.1841 20.0658  
284.7490 -0.1567 0.0000  
284.7670 -0.1854 -9.0014  
284.7980 -0.1873 17.3741  
284.8320 -0.2053 2.8733  
284.8650 -0.2018 8.9491  
284.8980 -0.2092 2.1618  
284.9320 -0.2167 -12.2275  
284.9650 -0.1640 -5.8126  
284.9980 -0.0917 -8.8893  
285.0320 -0.1428 -13.2575  
285.0650 -0.2604 -20.1466  
285.0980 -0.4279 -20.0487  
285.1310 -0.7123 -19.1142  
285.1650 -0.9695 10.8889  
285.3160 -1.2594 -0.2090  
285.3350 -1.5903 -17.8242  
285.3650 -1.7656 38.0208  
285.3990 -1.8420 23.4308  
285.4310 -1.8693 6.1520  
285.4640 -1.8197 9.6829  
285.4980 -1.6588 13.1621  
285.5310 -1.4463 -4.3920  
285.5660 -1.1322 10.9869  
285.5990 -0.8553 -0.0609  
285.6320 -0.5738 0.4669  
285.6660 -0.3644 -31.1899  
285.6990 -0.2762 -2.1548  
285.7320 -0.2072 18.3185  
285.8490 -0.1578 0.0102  
285.8680 -0.2160 -39.8239  
285.8980 -0.3373 -6.1139  
285.9320 -0.2965 43.4110  
285.9660 -0.2855 2.5326  
285.9990 -0.2910 -5.0498  
286.0320 -0.3376 -11.9760  
286.0650 -0.2825 -1.3137  
286.0980 -0.2446 -7.3993  
286.1330 -0.3255 -16.6338  
286.1650 -0.4169 -3.2641  
286.1980 -0.6055 -52.3781  
286.2490 -0.7431 6.3928  
286.2690 -1.0219 3.2328  
286.3990 -1.3080 0.0971  
286.4510 -1.5950 -3.3722  
286.4750 -1.7636 32.8604  
286.5040 -1.9283 -0.1651  
286.5320 -2.0040 23.0917  
286.5660 -1.9749 13.6996  
286.6160 -1.9068 5.6928  
286.6390 -1.6316 14.9565  
286.6690 -1.3679 6.9976  
286.7160 -1.1145 -0.8112  
286.7390 -0.8431 8.3591  
286.7690 -0.5870 -10.9129  
286.8160 -0.4416 -6.7902  
286.8390 -0.2944 0.5955  
286.9700 -0.2099 0.1494  
286.9980 -0.1750 -1.1180  
287.0320 -0.1305 11.2262  
287.0650 -0.0946 7.8086  
287.0990 -0.0968 -5.0060  
287.1320 -0.0940 0.3371  
287.1650 -0.1380 -8.3703  
287.1990 -0.1727 -6.8873  
287.2310 -0.2102 -10.8215  
287.2650 -0.2805 -9.2604  
287.3030 -0.4278 -19.7398  
287.3310 -0.6122 -14.3820  
287.3660 -0.8968 -17.7485  
287.3990 -1.1516 16.8684  
287.5490 -1.3906 -0.0791  
287.5670 -1.6691 -21.3423  
287.5980 -1.8734 15.0359  
287.6320 -1.9518 30.1095  
287.6650 -1.9739 6.5913  
287.7000 -1.9126 14.8271  
287.7310 -1.7658 3.3866  
287.7700 -1.5555 5.9700  
287.7980 -1.2698 4.6983  
287.8320 -1.0242 4.5994  
287.8650 -0.8066 -8.8305  
287.8980 -0.6226 -21.8562  
287.9320 -0.4670 5.3925  
287.9650 -0.3686 13.6620  
288.1160 -0.2781 0.9218  
288.1350 -0.3165 -40.5929  
288.1650 -0.2586 35.6328  
288.1980 -0.2339 -3.0149  
288.2320 -0.2340 -3.4186  
288.2650 -0.2606 -3.2834  
288.2980 -0.2745 -4.9997  
288.3320 -0.2421 -7.5759  
288.3650 -0.2754 -14.3917  
288.3980 -0.3722 -5.5307  
288.4320 -0.5330 -14.7562  
288.4650 -0.6629 -14.0056  
288.5030 -0.9001 -0.1118  
288.5310 -1.1327 -1.9026  
288.6490 -1.3543 -0.0503  
288.6680 -1.5751 -5.3063  
288.6980 -1.7865 -2.3688  
288.7320 -1.9170 16.2148  
288.7650 -1.9285 21.6903  
288.8000 -1.8879 9.6608  
288.8320 -1.7593 11.8246  
288.8650 -1.5579 8.0582  
288.8980 -1.3522 1.1711  
288.9320 -1.1250 4.7447  
288.9650 -0.8717 7.7362  
288.9980 -0.6419 -10.1585  
289.0310 -0.4424 -11.3652  
289.0650 -0.2960 0.6042  
289.2160 -0.2058 1.0262  
289.2340 -0.1501 -0.4649  
289.2650 -0.1641 -10.2514  
289.2980 -0.1322 21.9731  
289.3320 -0.0860 5.3151  
289.3700 -0.0802 -6.3721  
289.4010 -0.1226 -7.3165  
289.4390 -0.1507 -5.0535  
289.4690 -0.1702 -9.6477  
289.4980 -0.2306 -13.3823  
289.5310 -0.3600 -16.2191  
289.5650 -0.5230 -10.1234  
289.5980 -0.6968 -12.8955  
289.6320 -0.9222 6.1221  
289.7660 -1.1658 0.0000  
289.7980 -1.4626 -24.2203  
289.8320 -1.6055 38.6030  
289.8650 -1.6900 11.8749  
289.9040 -1.7026 11.0036  
289.9310 -1.6587 6.5708  
289.9650 -1.5212 11.7925  
289.9980 -1.3429 1.9280  
290.0320 -1.0852 10.8387  
290.0650 -0.8485 -0.0522  
290.0990 -0.6213 -2.8064  
290.1320 -0.3911 -22.5766  
290.1650 -0.3544 -18.8555  
290.1980 -0.2615 28.8939  
290.3490 -0.2265 -0.9902  
290.3690 -0.2117 -1.2229  
290.3980 -0.1854 17.7720  
290.4320 -0.1491 4.8352  
290.4650 -0.1669 -5.2552  
290.4980 -0.1710 4.1326  
290.5310 -0.2080 -12.8733  
290.5650 -0.1689 0.4531  
290.5980 -0.1287 -18.5283  
290.6310 -0.1972 -4.0172  
290.6700 -0.3344 -21.4534  
290.6980 -0.4549 5.0757  
290.7320 -0.7059 -23.2057  
290.9160 -0.9296 2.3754  
290.9360 -1.2261 -45.0988  
290.9650 -1.4235 38.9008  
290.9980 -1.4923 26.0831  
291.0310 -1.5438 5.7169  
291.0650 -1.4826 15.1633  
291.0980 -1.4089 -0.2203  
291.1320 -1.2369 4.2848  
291.1650 -1.0696 2.9039  
291.1980 -0.8007 6.8401  
291.2310 -0.6023 -8.0816  
291.2650 -0.3720 -17.1513  
291.2980 -0.2357 5.7037  
291.4660 -0.2280 -2.5380  
291.4980 -0.2000 12.2853  
291.5310 -0.1693 16.4093  
291.5650 -0.1198 5.3227  
291.5980 -0.0972 -3.7094  
291.6310 -0.1077 -7.1576  
291.6640 -0.1526 -3.5660  
291.6980 -0.2017 -9.1014  
291.7320 -0.2286 -10.6050  
291.7650 -0.3080 -10.2207  
291.7980 -0.3764 -9.5557  
291.8320 -0.6243 -41.2630  
291.8650 -0.8457 24.4660  
291.9980 -1.0857 -0.0417  
292.0320 -1.3288 -4.5271  
292.0730 -1.5175 7.5308  
292.0920 -1.6623 16.8798  
292.1320 -1.7177 14.6226  
292.1650 -1.7028 10.3663  
292.1980 -1.6200 10.3633  
292.2320 -1.4894 4.7754  
292.2650 -1.1846 10.2737  
292.2980 -0.9340 8.0463  
292.3320 -0.7057 -6.7030  
292.3650 -0.5382 -23.1005  
292.3990 -0.4558 -15.9693  
292.6160 -0.3936 0.5515  
292.6360 -0.3627 13.5815  
292.6650 -0.2674 33.9917  
292.6980 -0.1945 3.5876  
292.7320 -0.1298 2.3334  
292.7650 -0.1274 -8.5679  
292.7980 -0.1989 -14.3581  
292.8320 -0.2901 -12.4869  
292.8650 -0.3479 -13.0139  
292.8980 -0.3986 -14.2721  
292.9310 -0.4934 -9.7418  
292.9650 -0.6326 -5.0662  
293.1500 -0.8687 0.0900  
293.1690 -1.1941 -40.7921  
293.1980 -1.3808 50.5604  
293.2310 -1.5183 6.3593  
293.2650 -1.5315 22.6232  
293.2980 -1.5138 -3.5016  
293.3310 -1.3879 19.7587  
293.3650 -1.1952 5.8224  
293.3990 -0.9573 3.8224  
293.4320 -0.7044 -0.6725  
293.4650 -0.4873 -10.3689  
293.4980 -0.3191 -38.2679  
293.7500 -0.2815 0.6316  
293.7690 -0.1168 77.9623  
293.7980 -0.0241 1.7061  
293.8310 0.0741 -1.8165  
293.8650 0.0866 -6.0696  
293.8980 0.0713 -2.4091  
293.9320 -0.0010 -12.9292  
293.9650 -0.0910 -6.0392  
293.9980 -0.2279 -24.5970  
294.0310 -0.2562 -5.3450  
294.0650 -0.3473 -13.7936  
294.0990 -0.6004 -4.0870  
294.2830 -0.8629 -0.2413  
294.3030 -1.0686 25.4426  
294.3310 -1.2544 -0.2875  
294.3690 -1.3514 21.2637  
294.3980 -1.3555 16.8946  
294.4310 -1.3035 10.9620  
294.4650 -1.1595 3.1743  
294.4980 -0.9746 7.0804  
294.5320 -0.7347 2.3372  
294.5650 -0.4824 -0.4152  
294.5980 -0.2808 -16.7299  
294.6320 -0.2422 -32.9693  
294.8500 -0.1181 3.8869  
294.8700 -0.0625 6.1363  
294.8980 0.0240 28.5411  
294.9310 0.0684 -1.8285  
294.9620 0.0946 -2.3607  
294.9980 0.0701 -7.5905  
295.0320 0.0251 -3.7029  
295.0650 -0.0547 -10.9588  
295.0990 -0.1084 -8.5593  
295.1320 -0.1479 -29.6333  
295.1650 -0.2565 4.7022  
295.1980 -0.4435 -20.0462  
295.3830 -0.7060 0.2400  
295.4010 -0.9525 5.5735  
295.4310 -1.1396 17.3484  
295.4650 -1.2516 14.0384  
295.4980 -1.3016 14.9818  
295.5320 -1.2920 6.9098  
295.5650 -1.2216 9.5649  
295.5990 -1.0401 3.9441  
295.6320 -0.8499 7.3485  
295.6650 -0.5924 0.3352  
295.6990 -0.3424 -0.9041  
295.7370 -0.2630 -42.2767  
295.9830 -0.2561 -0.8250  
296.0050 -0.1156 82.3539  
296.0310 -0.0152 3.6449  
296.0650 0.0492 -3.6941  
296.0980 0.0724 -2.9267  
296.1350 0.0699 -3.3062  
296.1640 -0.0020 -15.5969  
296.1980 -0.1234 -14.2370  
296.2310 -0.2585 -5.0414  
296.2650 -0.2868 -15.8820  
296.2980 -0.4366 -42.9462  
296.3310 -0.6685 30.0117  
296.5000 -0.9316 -1.2799  
296.5310 -1.1313 16.3654  
296.5650 -1.3226 -0.3551  
296.5990 -1.4300 21.0755  
296.6320 -1.4376 16.5500  
296.6650 -1.3605 10.9739  
296.6980 -1.2538 3.9550  
296.7320 -1.0639 8.5510  
296.7650 -0.7498 -5.2736  
296.7980 -0.5099 7.5086  
296.8320 -0.3704 -35.8682  
296.8650 -0.3398 -17.6587  
297.0650 -0.2298 3.9116  
297.0980 -0.2113 -5.9955  
297.1320 -0.1402 31.5147  
297.1650 -0.0945 3.2695  
297.1980 -0.0668 -1.4830  
297.2320 -0.0969 -8.4681  
297.2650 -0.1125 -0.8661  
297.2980 -0.2014 -14.6727  
297.3320 -0.2238 -16.3396  
297.3650 -0.2720 -25.4866  
297.3980 -0.3820 4.9926  
297.4320 -0.5084 -10.6364  
297.6000 -0.7514 -0.5641  
297.6310 -0.9957 3.0573  
297.6650 -1.1985 10.7547  
297.6980 -1.3895 -5.1146  
297.7310 -1.4530 37.7519  
297.7650 -1.4512 4.9502  
297.7980 -1.3481 13.8822  
297.8320 -1.1749 -4.1133  
297.8650 -0.9695 14.7340  
297.8980 -0.7374 -2.8817  
297.9320 -0.5554 -17.4900  
297.9660 -0.4294 -13.6905  
298.0030 -0.3196 5.4781  
298.2040 -0.2680 -3.7285  
298.2310 -0.2704 26.0955  
298.2650 -0.2277 18.2503  
298.2980 -0.2335 -0.8538  
298.3320 -0.1894 10.5899  
298.3650 -0.2158 -6.6313  
298.3990 -0.3048 -21.2244  
298.4310 -0.3567 -6.9544  
298.4650 -0.3960 -10.0180  
298.4980 -0.5383 -25.0747  
298.5320 -0.6843 -23.1088  
298.5650 -0.8389 18.7344  
298.7500 -1.0340 1.1671  
298.7700 -1.3237 -48.7161  
298.7980 -1.5242 44.7190  
298.8310 -1.6584 13.4399  
298.8650 -1.6815 11.4723  
298.8980 -1.6485 10.2609  
298.9320 -1.5607 6.0787  
298.9650 -1.3623 8.4504  
298.9980 -1.0935 -2.4854  
299.0310 -0.8798 2.0725  
299.0650 -0.7469 -17.4421  
299.0980 -0.5723 -16.8845  
299.2990 -0.4487 3.6890  
299.3310 -0.4651 -29.8728  
299.3650 -0.4585 18.2457  
299.3980 -0.3921 28.3851  
299.4310 -0.3666 -6.1556  
299.4650 -0.3856 -4.8738  
299.4980 -0.4152 -5.6962  
299.5310 -0.4719 -6.1198  
299.5650 -0.5090 -11.6897  
299.5990 -0.5757 -25.1023  
299.6320 -0.7318 -4.6387  
299.6650 -0.8836 -27.6277  
299.6980 -1.0019 28.9395  
299.8660 -1.2174 -0.2153  
299.8980 -1.4124 0.0769  
299.9320 -1.5761 4.3503  
299.9640 -1.6325 27.6394  
299.9980 -1.6437 7.3585  
300.0320 -1.5770 11.1935  
300.0650 -1.4238 0.3977  
300.0980 -1.2293 7.8543  
300.1310 -0.9302 4.0560  
300.1650 -0.7577 -9.1299  
300.1980 -0.6360 -16.4887  
300.2310 -0.5091 1.6341  
300.4500 -0.4408 -2.0003  
300.4700 -0.4224 19.2934  
300.4980 -0.3630 23.5830  
300.5310 -0.3401 0.4471  
300.5650 -0.3201 -0.4227  
300.5980 -0.3457 -6.0194  
300.6310 -0.4074 -6.8420  
300.6650 -0.4754 -10.9958  
300.6980 -0.5825 -28.3459  
300.7310 -0.7103 -4.6387  
300.7650 -0.7934 0.2816  
300.7980 -0.9339 -5.7011  
300.8320 -1.1404 0.0000  
300.9830 -1.3500 -0.1102  
301.0030 -1.5377 10.2392  
301.0260 -1.7061 -0.2081  
301.0650 -1.8209 7.9251  
301.0990 -1.8192 23.2920  
301.1320 -1.6948 8.8078  
301.1650 -1.5347 6.2043  
301.1980 -1.3657 2.9733  
301.2320 -1.1585 5.7293  
301.2650 -0.9445 2.0195  
301.2980 -0.7404 -3.4774  
301.3320 -0.6643 -31.6165  
301.3650 -0.5228 19.6492  
301.5330 -0.4122 0.0000  
301.5650 -0.4623 -25.4296  
301.5990 -0.4795 18.1945  
301.6320 -0.4451 21.8489  
301.6650 -0.4249 -1.3409  
301.6990 -0.4395 -4.5213  
301.7320 -0.4732 -3.7178  
301.7650 -0.5400 -13.5546  
301.7980 -0.4948 1.4023  
301.8320 -0.6035 -26.2215  
301.8650 -0.8240 -33.8733  
301.8980 -0.9345 8.6929  
301.9320 -1.0753 9.2565  
302.0990 -1.2758 0.7428  
302.1320 -1.4645 2.2554  
302.1650 -1.6028 10.6157  
302.1980 -1.6895 11.9134  
302.2320 -1.6970 10.1140  
302.2650 -1.6696 12.0204  
302.2980 -1.5316 6.4554  
302.3360 -1.2627 5.0634  
302.3560 -1.0383 -7.9304  
302.3990 -0.8974 -12.1134  
302.4320 -0.7690 0.0000  
302.4660 -0.6299 5.3395  
302.4980 -0.5105 4.7456  
302.6330 -0.4447 -1.0443  
302.6650 -0.4130 0.0425  
302.6980 -0.5023 -24.6178  
302.7320 -0.5231 26.3992  
