Tempo Ângulo omega x y
s graus graus/s  
61.1810 -0.0228 23.0552  
61.2150 0.7681 20.8313  
61.2490 1.5273 18.8730  
61.2820 2.2461 1.1354  
61.3150 3.0363 22.2159  
61.3480 3.9037 43.0204  
61.3820 4.3552 -61.6292  
61.4150 4.5964 -19.0185  
61.4490 4.6733 -13.3560  
61.4820 4.7212 -18.8318  
61.5150 4.6305 -19.6611  
61.5490 4.4782 2.7231  
61.5820 4.1251 -41.4153  
61.6160 3.6353 -39.0978  
61.6490 2.8312 -73.0294  
61.6820 1.9193 10.3661  
61.7150 1.1666 -15.2737  
61.7490 0.4142 -18.3627  
61.7820 -0.3675 -22.6375  
61.8150 -1.1185 -9.5091  
61.8490 -1.8267 -6.5057  
61.9150 -2.7575 -32.3365  
61.9490 -3.3283 65.7069  
61.9820 -3.7291 11.2259  
62.0150 -3.7793 33.2089  
62.0480 -3.8377 7.8794  
62.0820 -3.7815 18.9053  
62.1150 -3.6529 3.0031  
62.1490 -3.3025 43.2439  
62.1820 -2.7884 40.1118  
62.2150 -2.1202 40.0084  
62.2490 -1.1704 20.0360  
62.2810 -0.4192 7.7769  
62.3150 0.3418 13.7420  
62.3490 1.1277 39.5839  
62.3820 1.8846 -0.9164  
62.4150 2.5695 -2.3461  
62.4830 3.4739 33.7431  
62.5150 4.0207 -65.8084  
62.5480 4.3561 -23.9772  
62.5820 4.5065 -15.5597  
62.6160 4.5327 -16.4793  
62.6490 4.4524 -24.7337  
62.6820 4.3274 0.5954  
62.7160 3.9210 -43.1561  
62.7490 3.3704 -44.6345  
62.7820 2.6861 -42.8652  
62.8150 1.7146 -17.4931  
62.8490 0.9364 -5.0895  
62.8810 0.1840 -16.6544  
62.9150 -0.5907 -22.1113  
62.9480 -1.3386 -8.8583  
62.9820 -2.0892 -24.8234  
63.0500 -2.8525 -1.5680  
63.0820 -3.3752 29.3397  
63.1170 -3.6981 14.9769  
63.1490 -3.7799 31.1512  
63.1780 -3.7769 9.3409  
63.2150 -3.6844 19.5163  
63.2490 -3.5656 -7.9425  
63.2810 -3.1764 60.9932  
63.3160 -2.6111 41.9777  
63.3490 -1.8298 39.8796  
63.3820 -1.0165 6.4370  
63.4150 -0.2598 11.3301  
63.4490 0.5004 16.4245  
63.4820 1.2700 33.0853  
63.5150 2.0208 2.4756  
63.5490 2.7913 27.0587  
63.6160 3.6033 2.1621  
63.6480 4.1048 -36.0249  
63.6820 4.3872 -21.2456  
63.7150 4.4760 -18.8030  
63.7490 4.4876 -16.4537  
63.7820 4.4201 -12.6022  
63.8150 4.2334 -19.2483  
63.8480 3.7901 -44.6447  
63.8820 3.2065 -38.8645  
63.9150 2.3943 -41.4046  
63.9490 1.5622 -1.5568  
63.9820 0.7830 -18.9496  
64.0190 0.0259 -13.5309  
64.0480 -0.7349 -22.6817  
64.0820 -1.4632 -6.8922  
64.1150 -2.3697 -66.5864  
64.1490 -3.4745 -77.0176  
64.1820 -3.9751 138.4559  
64.2150 -4.3032 12.1998  
64.2490 -4.4361 17.2497  
64.2820 -4.5103 16.1767  
64.3150 -4.4559 20.0236  
64.3490 -4.2783 21.5224  
64.3820 -4.0518 -5.1450  
64.4160 -3.5348 78.5787  
64.4490 -2.7213 23.2382  
64.4820 -1.5242 36.9013  
64.5190 -0.8086 -6.6469  
64.5480 -0.0610 24.9175  
64.5820 0.7634 39.8436  
64.6150 1.5569 6.7916  
64.6490 2.2851 0.2511  
64.6820 3.1417 61.0883  
64.7150 3.9577 -17.4616  
64.7480 4.3768 -39.3151  
64.7820 4.7148 -1.2925  
64.8160 4.9214 -2.8317  
64.8480 4.9951 -49.2229  
64.8820 4.9149 -24.0100  
64.9150 4.7153 4.8804  
64.9490 4.3737 -35.1993  
64.9820 3.8835 -44.7589  
65.0150 3.0003 -57.9994  
65.0480 2.1625 -3.6844  
65.0820 1.4100 -13.0973  
65.1150 0.6085 -16.1806  
65.1480 -0.2663 -25.1169  
65.1820 -1.0215 -11.1419  
65.2160 -1.7181 -6.7892  
65.2490 -2.8054 -113.4991  
65.2820 -3.6155 47.7116  
65.3150 -4.0565 67.1120  
65.3520 -4.2731 8.9156  
65.3820 -4.3607 38.9219  
65.4150 -4.3767 8.2092  
65.4490 -4.2861 15.6778  
65.4810 -4.1168 -1.3502  
65.5160 -3.8026 30.5998  
65.5490 -3.2987 50.4899  
65.5820 -2.2878 40.1284  
65.6160 -1.3154 34.9857  
65.6480 -0.5869 -7.0012  
65.6810 0.1706 18.7897  
65.7160 0.8656 15.4976  
65.7480 1.6050 22.3460  
65.7820 2.2865 -1.3739  
65.8150 3.0203 14.5462  
65.8490 3.8496 59.5984  
65.8820 4.2711 -73.0739  
65.9150 4.5771 5.0967  
65.9490 4.6379 -37.1037  
65.9860 4.6651 -15.1431  
66.0160 4.5497 -26.8714  
66.0480 4.3785 -0.4829  
66.0820 4.0063 -38.0871  
66.1160 3.5062 -38.9902  
66.1480 2.7756 -57.0453  
66.1820 1.8295 -3.7661  
66.2150 1.0831 -12.5726  
66.2490 0.2665 -15.6847  
66.2820 -0.4602 -10.9979  
66.3150 -1.2038 -22.0877  
66.3490 -1.8785 -3.4719  
66.4150 -2.6910 -21.0907  
66.4490 -3.2351 40.8088  
66.4820 -3.5975 14.9225  
66.5150 -3.6767 30.4867  
66.5490 -3.7080 10.3144  
66.5810 -3.6336 20.0738  
66.6160 -3.5328 -7.6784  
66.6490 -3.2210 52.9366  
66.6820 -2.6893 44.5198  
66.7150 -2.0289 35.4520  
66.7490 -1.1833 13.5050  
66.7820 -0.4366 12.1085  
66.8150 0.3154 16.4982  
66.8480 1.0726 32.0820  
66.8810 1.7995 1.4179  
66.9150 2.5415 23.9910  
66.9820 3.4183 16.1295  
67.0160 3.9319 -55.4453  
67.0480 4.2346 -20.0062  
67.0820 4.3674 -15.5788  
67.1150 4.3995 -16.5662  
67.1480 4.3373 -16.5046  
67.1820 4.1829 -11.0961  
67.2150 3.7758 -44.4808  
67.2490 3.2315 -38.9380  
67.2820 2.4800 -38.7945  
67.3150 1.6102 -3.0852  
67.3490 0.8653 -18.7435  
67.3820 0.1310 -16.1498  
67.4180 -0.6233 -20.2992  
67.4480 -1.3498 -8.9311  
67.4820 -2.2731 -73.9125  
67.5150 -3.4182 -78.6655  
67.5490 -4.0380 111.3564  
67.5810 -4.3889 42.6411  
67.6150 -4.5697 12.3983  
67.6490 -4.6402 29.4320  
67.6820 -4.6119 10.6377  
67.7150 -4.4570 22.1874  
67.7490 -4.2657 -10.7599  
67.7820 -3.8371 63.7649  
67.8150 -3.0250 40.0700  
67.8490 -1.8225 38.5001  
67.8820 -0.9265 21.8119  
67.9150 -0.1692 -0.6617  
67.9480 0.5732 8.2503  
67.9820 1.2682 15.5016  
68.0150 1.9542 7.9155  
68.0480 2.7192 46.1028  
68.0810 3.4900 -9.3289  
68.1150 3.9717 -23.1199  
68.1480 4.2922 -8.7846  
68.1820 4.4272 -16.0512  
68.2150 4.4265 -19.3358  
68.2490 4.3550 -21.4330  
68.2820 4.2573 0.2844  
68.3200 3.9918 -30.2887  
68.3490 3.5822 -40.6377  
68.3820 2.8885 -40.0196  
68.4160 2.1217 -30.5554  
68.4520 1.4101 -6.4959  
68.4770 0.6638 -25.4946  
68.5150 -0.1141 -22.6566  
68.5480 -0.8585 -9.2016  
68.5820 -1.5477 -5.2037  
68.6150 -2.5604 -97.7446  
68.6480 -3.4694 -3.4257  
68.6820 -4.0112 73.3242  
68.7150 -4.3317 27.0268  
68.7490 -4.4987 14.6053  
68.7820 -4.5340 32.8105  
68.8160 -4.4603 13.3321  
68.8490 -4.2789 6.5207  
68.8820 -3.9560 33.7143  
68.9160 -3.4988 34.2558  
68.9490 -2.5803 42.0563  
68.9820 -1.5365 34.5782  
69.0150 -0.7503 -2.5633  
69.0480 0.0057 17.9122  
69.0820 0.8202 31.7963  
69.1150 1.5168 -2.9344  
69.1480 2.1571 -3.3071  
69.1820 2.8884 33.1078  
69.2160 3.5902 24.0172  
69.2480 4.0232 -47.5699  
69.2820 4.2902 -8.0273  
69.3160 4.4221 -6.1589  
69.3490 4.4736 -26.9586  
69.3820 4.3839 -24.8398  
69.4190 4.1894 0.8752  
69.4490 3.8949 -36.5590  
69.4820 3.4597 -45.9227  
69.5150 2.7068 -62.1797  
69.5500 1.8576 -4.1901  
69.5810 1.1471 -4.3549  
69.6150 0.4092 -16.0698  
69.6480 -0.3988 -27.6098  
69.6820 -1.1468 -8.4969  
69.7150 -1.8222 -2.8624  
69.7820 -2.7474 -36.8017  
69.8160 -3.3191 71.7376  
69.8480 -3.6987 12.6673  
69.8820 -3.7699 30.3204  
69.9160 -3.7915 10.3144  
69.9490 -3.7452 16.4817  
69.9810 -3.6564 -3.8279  
70.0160 -3.3212 44.3877  
70.0480 -2.8249 41.3411  
70.0820 -2.2012 34.6670  
70.1150 -1.2335 29.5286  
70.1480 -0.4930 5.0707  
70.1830 0.2433 10.3693  
70.2150 0.9310 17.0205  
70.2480 1.6102 8.0547  
70.2820 2.2663 9.2358  
70.3500 3.1062 25.2131  
70.3810 3.5940 -63.4543  
70.4150 3.9456 -1.1623  
70.4480 4.1067 -22.0175  
70.4820 4.1247 -13.3998  
70.5150 4.0350 -27.5945  
70.5490 3.8987 -3.0116  
70.5820 3.5906 -35.5534  
70.6150 3.1234 -40.1711  
70.6490 2.4345 -55.9507  
70.6820 1.5724 -0.5564  
70.7150 0.8860 -6.3443  
70.7480 0.1490 -16.5580  
70.7820 -0.5976 -24.1858  
70.8150 -1.3230 -7.3555  
70.8490 -2.1290 -50.5059  
70.9150 -2.9296 -0.7297  
70.9490 -3.4426 50.0652  
70.9820 -3.6987 37.7000  
71.0150 -3.7476 5.1205  
71.0490 -3.7584 10.6675  
71.0820 -3.6758 21.9731  
71.1150 -3.6164 -23.6140  
71.1490 -3.2518 65.6153  
71.1820 -2.7306 40.0679  
71.2150 -1.9048 40.2752  
71.2490 -0.9734 29.6597  
71.2810 -0.2249 -3.9812  
71.3160 0.4264 7.7781  
71.3490 1.1471 26.1477  
71.3810 1.8260 -1.7380  
71.4150 2.6456 62.7156  
71.4820 3.5166 -3.9535  
71.5160 3.9766 -55.2589  
71.5490 4.3200 4.6970  
71.5820 4.4277 -31.1213  
71.6150 4.3617 -22.0844  
71.6490 4.2912 -5.0594  
71.6850 4.1179 -21.0126  
71.7150 3.7395 -39.6025  
71.7520 3.2342 -35.7808  
71.7810 2.3448 -58.9406  
71.8150 1.5146 9.6250  
71.8480 0.8176 -16.5521  
71.8820 0.0505 -16.0723  
71.9150 -0.6957 -24.7883  
71.9480 -1.3878 -5.7121  
71.9820 -2.2488 -54.7040  
72.0150 -3.2123 -54.0013  
72.0480 -3.7137 104.0259  
72.0820 -4.0583 7.2000  
72.1150 -4.1063 38.0646  
72.1480 -4.1598 8.2439  
72.1820 -4.1134 13.3321  
72.2150 -4.0072 1.5728  
72.2480 -3.7904 8.7031  
72.2820 -3.3572 58.0981  
72.3150 -2.6027 41.0140  
72.3480 -1.5552 34.7880  
72.3820 -0.8695 -5.4282  
72.4150 -0.1353 22.0789  
72.4490 0.5172 12.9475  
72.4820 1.2254 25.0988  
72.5150 1.8964 2.4779  
72.5480 2.7750 64.4837  
72.5860 3.4433 -47.7969  
72.6150 3.9094 -1.6133  
72.6480 4.2081 -9.6951  
72.6820 4.3172 -22.0122  
72.7150 4.3914 -16.1601  
72.7480 4.3276 -19.7290  
72.7820 4.2371 5.0715  
72.8150 3.9267 -41.5240  
72.8490 3.4855 -36.0616  
72.8820 2.6390 -58.3500  
72.9150 1.9388 -10.7083  
72.9490 1.2222 -6.1927  
72.9810 0.4920 -14.2269  
73.0160 -0.2518 -25.2925  
73.0480 -0.9745 -10.0622  
73.0810 -1.6852 -16.0856  
73.1150 -2.7115 -87.7682  
73.1480 -3.4918 33.0269  
73.1820 -3.9404 61.4910  
73.2150 -4.1556 12.4022  
73.2480 -4.2210 34.6657  
73.2820 -4.2291 10.6675  
73.3150 -4.1463 13.7343  
73.3480 -3.9651 3.0212  
73.3830 -3.6663 24.3790  
73.4150 -3.1559 49.5442  
73.4480 -2.2072 42.4062  
73.4820 -1.2711 28.3298  
73.5190 -0.5618 -4.8042  
73.5480 0.1702 21.9882  
73.5820 0.8671 23.2927  
73.6150 1.5516 7.2217  
73.6480 2.1921 0.4266  
73.7160 3.0586 34.7015  
73.7490 3.6126 -68.8483  
73.7820 4.0050 -0.9185  
73.8160 4.2140 -12.7916  
73.8480 4.2327 -29.3799  
73.8820 4.1963 -21.4278  
73.9150 4.1124 4.9475  
73.9480 3.8020 -44.6570  
73.9820 3.3499 -34.6582  
74.0150 2.6843 -64.2724  
74.0480 1.8074 7.4805  
74.0820 1.1209 -10.8357  
74.1150 0.3736 -19.3155  
74.1480 -0.4068 -23.2308  
74.1820 -1.1209 -8.1645  
74.2160 -1.8015 -11.5406  
74.2820 -2.6633 -24.9935  
74.3160 -3.1841 56.9571  
74.3490 -3.5487 11.6018  
74.3820 -3.6638 11.3590  
74.4160 -3.6997 30.5610  
74.4490 -3.6353 19.2259  
74.4820 -3.5757 -20.7957  
74.5150 -3.2258 64.7853  
74.5490 -2.7175 38.3956  
74.5810 -2.0495 37.6356  
74.6160 -1.1319 24.1855  
74.6490 -0.3757 9.7915  
74.6820 0.3782 10.9057  
74.7150 1.1334 11.7299  
74.7490 1.8048 5.9161  
74.7820 2.5017 26.9679  
74.8490 3.3594 13.7572  
74.8820 3.8240 -54.3373  
74.9150 4.1332 -7.5256  
74.9480 4.2929 -8.8214  
74.9820 4.3238 -12.9787  
75.0150 4.1921 -39.4835  
75.0490 4.0238 -0.1727  
75.0890 3.6990 -29.4689  
75.1060 3.2215 -77.9217  
75.1490 2.4518 -47.2836  
75.1820 1.6116 6.6114  
75.2150 0.9283 -6.8171  
75.2490 0.2074 -18.3725  
75.2820 -0.5500 -19.8857  
75.3150 -1.2857 -6.7641  
75.3490 -2.1087 -64.0251  
75.4160 -2.8563 11.1735  
75.4490 -3.3545 39.8350  
75.4820 -3.6799 12.2227  
75.5150 -3.6887 34.3604  
75.5480 -3.6739 13.7352  
75.5820 -3.5913 13.3275  
75.6160 -3.4906 -13.0539  
75.6490 -3.0998 68.0485  
75.6820 -2.5691 35.6182  
75.7160 -1.6884 38.9132  
75.7490 -0.8414 12.4517  
75.7820 -0.0951 9.3447  
75.8150 0.6537 12.9798  
75.8490 1.3185 8.6516  
75.8820 1.9422 1.2727  
75.9150 2.6415 36.6362  
75.9820 3.3067 -11.7131  
76.0150 3.7158 -9.5750  
76.0490 3.9736 -9.9120  
76.0820 4.0607 -11.6203  
76.1150 4.0342 -21.9987  
76.1490 3.9711 -1.6753  
76.1820 3.7762 -26.9788  
76.2150 3.4117 -42.4738  
76.2480 2.8779 -50.0188  
76.2860 2.1233 -26.3063  
76.3150 1.4425 -1.5828  
76.3490 0.7536 -11.7000  
76.3820 0.0570 -12.5460  
76.4150 -0.6332 -9.6772  
76.4490 -1.3204 -20.4416  
76.4820 -2.2253 -67.7262  
76.5150 -3.0947 -16.2051  
76.5480 -3.6024 67.1013  
76.5810 -3.8712 22.3950  
76.6160 -3.9235 33.2951  
76.6490 -3.9361 10.6485  
76.6810 -3.8636 14.1627  
76.7160 -3.7150 9.8968  
76.7490 -3.5167 5.4026  
76.7820 -3.0646 55.8419  
76.8150 -2.2563 40.2185  
76.8490 -1.2957 29.0435  
76.8860 -0.5145 11.4004  
76.9150 0.2222 10.1019  
76.9490 0.8839 12.2050  
76.9820 1.5519 12.5783  
77.0160 2.1693 -1.5684  
77.0490 2.8699 35.7372  
77.0820 3.6163 19.2674  
77.1150 4.0496 -39.0425  
77.1490 4.3071 -12.6641  
77.1820 4.4431 -6.9149  
77.2200 4.4415 -25.0943  
77.2360 4.3377 -45.5377  
77.2820 4.2131 4.4701  
77.3160 3.9308 -34.1509  
77.3480 3.5208 -41.5548  
77.3810 2.7655 -68.9057  
77.4150 1.9745 8.1847  
77.4490 1.2420 -20.7018  
77.4820 0.5334 -5.7752  
77.5150 -0.1614 -2.7480  
77.5480 -0.8704 -33.1906  
77.5820 -1.5200 -3.9574  
77.6490 -2.3758 -27.7131  
77.6820 -2.9278 56.8869  
77.7150 -3.3111 10.8301  
77.7490 -3.3625 30.7119  
77.7820 -3.4157 7.9123  
77.8150 -3.3441 16.4798  
77.8490 -3.2218 9.3047  
77.8810 -2.9826 33.7191  
77.9150 -2.5163 34.5675  
77.9400 -1.9037 53.1252  
77.9830 -1.0011 24.2524  
78.0150 -0.3275 -12.8519  
78.0480 0.3740 19.2419  
78.0820 1.0658 27.8648  
78.1150 1.7605 8.7953  
78.1490 2.4196 5.5552  
78.2150 3.2129 25.1111  
78.2490 3.7344 -48.2038  
78.2820 4.1175 -6.3445  
78.3160 4.2546 -33.2401  
78.3480 4.2329 -17.0824  
78.3820 4.2915 11.5276  
78.4150 4.1943 -27.9535  
78.4480 3.8697 -40.1895  
78.4820 3.3984 -34.6518  
78.5150 2.7399 -50.9651  
78.5480 1.8891 -8.0762  
78.5820 1.1646 -11.0388  
78.6150 0.4429 -5.4950  
78.6480 -0.1917 -7.8794  
78.6820 -0.8669 -27.9790  
78.7150 -1.7202 -42.1236  
78.7830 -2.5113 -4.4209  
78.8150 -3.0004 52.9425  
78.8490 -3.3218 14.6770  
78.8820 -3.4394 10.7917  
78.9160 -3.4579 21.3148  
78.9490 -3.3763 18.9413  
78.9810 -3.2985 -6.8550  
79.0150 -3.0220 50.8032  
79.0480 -2.5179 40.1661  
79.0820 -1.7574 34.4905  
79.1150 -0.8722 28.7041  
79.1490 -0.1805 -7.0998  
79.1820 0.5067 13.7478  
79.2150 1.2563 29.7175  
79.2490 1.9581 7.2726  
79.2820 2.6694 21.7998  
79.3490 3.4497 7.0247  
79.3820 3.9303 -38.4748  
79.4150 4.2599 -5.6085  
79.4490 4.3486 -36.3376  
79.4820 4.2802 -18.9005  
79.5150 4.2082 -8.4385  
79.5490 4.0486 -12.3834  
79.5860 3.6583 -35.8829  
79.6150 3.1109 -45.5933  
79.6490 2.3741 -34.5730  
79.6820 1.5795 -3.2520  
79.7150 0.8575 -16.4817  
79.7490 0.1369 -5.0024  
79.7820 -0.5424 -24.9641  
79.8150 -1.1898 -9.1953  
79.8490 -1.9930 -54.0340  
79.8820 -3.0597 -92.5991  
79.9150 -3.5686 128.7829  
79.9480 -3.8695 22.9908  
79.9820 -4.0081 13.1187  
80.0150 -4.0917 13.4625  
80.0480 -4.0633 17.4410  
80.0820 -3.9594 17.1838  
80.1200 -3.7828 -2.5357  
80.1340 -3.3823 138.2966  
80.1820 -2.6658 27.5491  
80.2150 -1.5275 35.2136  
80.2480 -0.8442 -9.0823  
80.2820 -0.1642 21.3380  
80.3160 0.5166 13.3435  
80.3490 1.2696 35.3515  
80.3810 1.9583 -2.1165  
80.4150 2.7605 50.5811  
80.4480 3.4039 -51.0676  
80.4810 3.9259 21.9205  
80.5160 4.2561 -17.0559  
80.5500 4.3440 -37.0535  
80.5780 4.4166 -16.2028  
80.6080 4.3541 -20.8126  
80.6490 4.2627 3.9877  
80.6820 3.9279 -38.3853  
80.7150 3.4816 -35.8358  
80.7490 2.6930 -50.1106  
80.7820 2.0486 -7.3586  
80.8150 1.2920 -12.0893  
80.8490 0.5497 -13.3321  
80.8850 -0.0835 -4.7142  
80.9150 -0.7671 -31.9046  
80.9490 -1.4116 -6.8623  
80.9820 -2.4246 -106.7346  
81.0150 -3.1840 38.5007  
81.0490 -3.6374 55.1770  
81.0820 -3.8474 22.1609  
81.1150 -3.9977 10.7195  
81.1490 -4.0239 24.7727  
81.1820 -3.9596 13.6766  
81.2150 -3.8374 12.4175  
81.2490 -3.5323 25.6402  
81.2820 -3.0870 35.4040  
81.3150 -2.1715 35.7531  
81.3490 -1.2613 35.8160  
81.3820 -0.5803 -12.6081  
81.4140 0.0911 19.8384  
81.4490 0.7815 15.5555  
81.4850 1.4732 23.7577  
81.5000 2.0975 -14.8653  
81.5500 2.7549 14.8103  
81.5820 3.4453 37.5594  
81.6150 3.8367 -55.1976  
81.6480 4.1384 8.5782  
81.6820 4.1966 -35.8173  
81.7150 4.2523 -13.3605  
81.7480 4.1625 -24.8341  
81.7820 4.0228 1.3124  
81.8180 3.6802 -32.5823  
81.8490 3.2422 -38.0052  
81.8810 2.5191 -65.9170  
81.9150 1.6979 6.4957  
81.9490 1.0245 -10.1332  
81.9820 0.2864 -10.9900  
82.0150 -0.4151 -25.8412  
82.0480 -1.0973 -7.5118  
82.0820 -1.7307 -9.7299  
82.1490 -2.5927 -33.4503  
82.1830 -3.0887 73.1138  
82.2150 -3.4394 8.6120  
82.2480 -3.5506 8.6409  
82.2870 -3.5851 25.3513  
82.3030 -3.5300 34.4553  
82.3490 -3.4702 -6.8715  
82.3820 -3.1547 51.6365  
82.4150 -2.6969 35.6150  
82.4480 -2.0875 35.9351  
82.4820 -1.1679 25.3026  
82.5150 -0.4862 3.2521  
82.5480 0.2121 13.3709  
82.5810 0.9593 23.4313  
82.6150 1.6122 1.3895  
82.6480 2.2713 18.5488  
82.7160 3.0766 16.8557  
82.7490 3.5309 -54.7138  
82.7820 3.8712 1.0542  
82.8160 4.0044 -26.0252  
82.8490 3.9969 -16.5618  
82.8820 3.8967 -24.8289  
82.9150 3.7553 0.8722  
82.9370 3.4185 -53.6702  
82.9820 2.9595 -26.1177  
83.0150 2.2192 -66.6781  
83.0340 1.4165 27.4637  
83.0820 0.7591 -7.3187  
83.1150 0.0112 -26.4232  
83.1480 -0.6849 -11.0699  
83.1820 -1.3521 -7.6086  
83.2150 -2.1718 -71.0142  
83.2830 -2.9724 3.2276  
83.3150 -3.4325 69.4873  
83.3490 -3.7564 5.5179  
83.3820 -3.7484 33.8815  
83.4160 -3.8114 -5.5377  
83.4490 -3.7768 18.9419  
83.4820 -3.6791 -7.3082  
83.5150 -3.3083 71.6856  
83.5490 -2.8058 31.1354  
83.5820 -1.9390 39.3607  
83.6150 -1.0749 5.8467  
83.6490 -0.3903 12.6080  
83.6820 0.3105 10.6107  
83.7150 0.9731 22.2664  
83.7490 1.6620 2.2232  
83.7820 2.4022 34.5051  
83.8140 3.1127 -16.8715  
83.8490 3.6071 5.8761  
83.8810 3.9204 -23.5144  
83.9160 4.0505 -15.2346  
83.9490 4.1024 -17.8246  
83.9820 4.0478 -19.3182  
84.0150 3.9823 7.3113  
84.0530 3.7236 -31.4941  
84.0690 3.3391 -73.9040  
84.1150 2.7378 -22.3761  
84.1490 1.9818 -61.3974  
84.1820 1.2864 24.6342  
84.2150 0.6202 -13.9833  
84.2480 -0.0290 -10.9907  
84.2820 -0.7134 -27.6682  
84.3150 -1.3614 -8.2748  
84.3490 -2.3084 -80.8540  
84.3810 -3.3291 -60.4260  
84.4160 -3.8479 109.5949  
84.4480 -4.1520 34.9726  
84.4810 -4.1531 28.5307  
84.5160 -4.1992 10.3627  
84.5490 -4.1531 13.9833  
84.5820 -4.0608 2.9746  
84.6160 -3.7699 30.7783  
84.6480 -3.3358 36.1980  
84.6820 -2.5089 34.6888  
84.7160 -1.3714 34.4742  
84.7490 -0.6569 -11.9616  
84.7820 0.0185 22.0755  
84.8160 0.6453 13.3985  
84.8490 1.3071 21.5993  
84.8820 1.9311 2.5328  
84.9150 2.6395 28.5345  
84.9490 3.3715 37.7328  
84.9820 3.7984 -57.3396  
85.0150 4.0690 -11.6593  
85.0490 4.1388 -24.5611  
85.0820 4.2116 -11.0431  
85.1150 4.1388 -22.0755  
85.1490 4.0451 7.2843  
85.1820 3.7483 -39.9916  
85.2160 3.3252 -34.6591  
85.2500 2.6087 -58.5951  
85.2820 1.7234 -12.6521  
85.3150 1.0463 5.7371  
85.3480 0.3633 -13.4640  
85.3820 -0.3153 -23.2557  
85.4150 -0.9919 -10.4309  
85.4480 -1.6626 -20.2791  
85.4860 -2.6204 -69.0501  
85.5010 -3.3180 85.4977  
85.5490 -3.7641 27.8451  
85.5820 -3.9361 22.6947  
85.6200 -3.9707 25.5104  
85.6350 -3.9879 24.1779  
85.6820 -3.9071 11.4124  
85.7150 -3.7691 -6.6321  
85.7490 -3.4807 34.1003  
85.7820 -2.9763 45.1711  
85.8150 -2.0910 35.9099  
85.8480 -1.2298 31.5847  
85.8820 -0.5313 -8.5650  
85.9150 0.1560 19.3198  
85.9490 0.8233 22.6192  
85.9820 1.4824 8.5163  
86.0150 2.1497 18.7082  
86.0820 3.0008 24.1803  
86.1150 3.5299 -62.4478  
86.1490 3.8775 -9.5273  
86.1820 4.0346 -21.8366  
86.2150 4.0328 -16.5633  
86.2490 3.9873 -21.4231  
86.2830 3.8775 -0.1727  
86.3150 3.5875 -32.2326  
86.3480 3.1370 -40.1717  
86.3860 2.4137 -55.5021  
86.4010 1.5443 10.5324  
86.4490 0.8756 -1.1069  
86.4820 0.2131 -7.9580  
86.5150 -0.4739 -29.2537  
86.5490 -1.1275 -6.2472  
86.5820 -1.8477 -42.2328  
86.6490 -2.5905 -3.4730  
86.6820 -3.0887 42.8638  
86.7150 -3.4119 12.8654  
86.7490 -3.4803 12.8976  
86.7820 -3.4765 26.6730  
86.8150 -3.4441 7.0652  
86.8490 -3.4264 -12.0618  
86.8820 -3.1139 60.0870  
86.9150 -2.6516 38.9584  
86.9490 -1.9168 39.1774  
86.9820 -1.0889 21.1370  
87.0150 -0.4141 -3.5314  
87.0480 0.2729 16.5633  
87.0820 0.9689 15.5535  
87.1150 1.6211 13.3913  
87.1490 2.3514 29.8330  
87.2150 3.1695 7.0944  
87.2490 3.6309 -46.6044  
87.2810 3.9255 -11.9593  
87.3160 4.0109 -21.6961  
87.3480 3.9628 -19.9219  
87.3820 3.9523 7.6189  
87.4160 3.7952 -27.0317  
87.4490 3.4658 -36.1963  
87.4810 2.9587 -41.7327  
87.5150 2.1912 -46.7285  
87.5480 1.4152 11.6131  
87.5820 0.7560 -12.2690  
87.6150 0.0540 -24.5727  
87.6480 -0.6080 -10.8631  
87.6820 -1.2392 -9.7189  
87.7160 -2.0775 -53.2673  
87.7820 -2.7860 5.7358  
87.8160 -3.2154 46.9451  
87.8480 -3.4766 10.8541  
87.8820 -3.4890 26.4183  
87.9150 -3.5044 10.7273  
87.9490 -3.4579 5.9274  
87.9820 -3.3054 7.5401  
88.0160 -2.9358 53.3437  
88.0490 -2.4005 40.1753  
88.0820 -1.5809 31.2636  
88.1160 -0.7839 4.4875  
88.1480 -0.1053 12.8970  
88.1820 0.6086 20.5668  
88.2150 1.2442 3.5261  
88.2490 1.8691 7.2612  
88.2820 2.6386 49.9043  
88.3150 3.3387 -13.4888  
88.3490 3.8376 -5.8116  
88.3820 4.0977 -32.1899  
88.4150 4.2280 -8.0796  
88.4490 4.2693 -21.6980  
88.4820 4.1964 -22.0772  
88.5150 4.0833 8.9900  
88.5480 3.8421 -35.3061  
88.5820 3.4583 -34.6616  
88.6150 2.7442 -50.1770  
88.6490 1.9985 -22.3928  
88.6820 1.2914 5.6938  
88.7150 0.5925 -29.6935  
88.7430 -0.1141 -12.2733  
88.7670 -0.7820 -14.6040  
88.8150 -1.4207 -9.0997  
88.8480 -2.2475 -47.9925  
88.8660 -3.0484 -50.3703  
88.9150 -3.5226 42.6112  
88.9490 -3.7473 24.6931  
88.9820 -3.8700 7.8455  
89.0150 -3.9155 29.0819  
89.0490 -3.8085 16.0624  
89.0820 -3.6898 -6.9096  
89.1190 -3.4227 30.6527  
89.1340 -2.9592 101.7834  
89.1820 -2.2342 21.4844  
89.2150 -1.3051 34.3890  
89.2490 -0.6171 -9.4915  
89.2820 0.0837 29.3028  
89.3150 0.7825 7.2317  
89.3480 1.4147 8.9129  
89.3820 2.0363 12.9463  
89.4490 2.8991 32.5870  
89.4820 3.4299 -66.2073  
