Tempo Angle omega x y
s degrees degrees/s  
4.9980 7.1155 -49.9339  
5.0310 5.7167 -79.5316  
5.0650 4.0047 -31.7733  
5.0980 2.4662 -56.6341  
5.1310 0.8820 -36.8752  
5.1640 -0.7258 -37.7589  
5.1980 -2.3034 -28.1253  
5.2310 -3.8426 -22.6560  
5.2650 -5.3136 -46.2310  
5.3320 -6.4677 21.1751  
5.3650 -7.4123 13.5831  
5.3980 -8.0242 21.2547  
5.4310 -8.4163 33.8787  
5.4640 -8.5131 32.8560  
5.4980 -8.3392 43.8392  
5.5310 -7.8563 55.8825  
5.5650 -7.1827 27.9457  
5.5980 -6.1586 83.5480  
5.6320 -4.7448 68.4104  
5.6650 -3.3781 28.6826  
5.6980 -1.8433 64.5520  
5.7310 -0.2655 34.2730  
5.7650 1.3138 33.3485  
5.7980 2.8813 29.2467  
5.8310 4.3627 19.0906  
5.8690 5.7073 12.5209  
5.8980 7.3189 124.8380  
5.9320 8.2754 -111.5849  
5.9650 8.9232 -23.0358  
5.9980 9.3880 -26.8109  
6.0310 9.5137 -38.1944  
6.0650 9.4131 -33.2736  
6.0980 8.9986 -60.7723  
6.1310 8.3251 -49.2586  
6.1650 7.4012 -55.0913  
6.1990 6.1873 -71.3176  
6.2340 4.4932 -33.7762  
6.2650 3.0041 -56.2202  
6.2980 1.4163 -52.9433  
6.3310 -0.1919 -33.0232  
6.3650 -1.7698 -28.1526  
6.4030 -3.3093 -19.6547  
6.4290 -4.6934 -17.3532  
6.4650 -5.9945 -22.1091  
6.4980 -7.2002 -27.8449  
6.5310 -7.9795 55.7257  
6.5650 -8.5705 20.6080  
6.5980 -8.9002 26.3746  
6.6320 -8.9220 39.1748  
6.6650 -8.7229 33.9015  
6.6980 -8.2421 56.3684  
6.7320 -7.6172 20.4247  
6.7650 -6.6776 81.6601  
6.7980 -5.4101 75.2760  
6.8320 -3.9313 35.1152  
6.8650 -2.4246 64.1926  
6.8970 -0.8754 35.1375  
6.9320 0.7158 36.8872  
6.9650 2.2703 29.2725  
6.9990 3.8012 25.9218  
7.0320 5.1965 15.2929  
7.0990 6.5274 0.7539  
7.1320 7.7657 53.5765  
7.1670 8.4268 -93.9220  
7.1990 8.8549 -35.4769  
7.2320 8.9613 -33.3430  
7.2650 8.7786 -53.4782  
7.2980 8.2894 -53.7897  
7.3320 7.5901 -33.3779  
7.3650 6.5288 -82.9877  
7.3980 5.2204 -59.5974  
7.4320 3.7809 -37.0522  
7.4650 1.9777 -56.6745  
7.4970 0.3815 -37.9882  
7.5310 -1.2008 -29.3433  
7.5640 -2.7563 -25.1855  
7.5990 -4.1929 -16.4621  
7.6320 -5.5534 -30.7435  
7.6650 -7.1299 -99.8341  
7.6990 -8.0140 123.0860  
7.7310 -8.6395 19.3827  
7.7650 -9.0563 24.3073  
7.7990 -9.1868 29.2068  
7.8320 -9.0748 36.6425  
7.8650 -8.6769 56.4093  
7.8990 -8.0350 47.3450  
7.9320 -7.2002 40.9580  
7.9650 -6.0400 67.8598  
7.9980 -4.3764 52.7305  
8.0320 -2.9570 51.2566  
8.0650 -1.4249 52.9388  
8.0980 0.1371 34.1236  
8.1320 1.7253 36.9007  
8.1650 3.2806 26.6881  
8.1980 4.7129 19.1051  
8.2320 6.1372 45.0187  
8.2650 7.5559 39.2465  
8.2990 8.4477 -89.1024  
8.3310 9.0895 -23.7377  
8.3650 9.4560 -29.7143  
8.3990 9.5219 -37.0375  
8.4320 9.3622 -34.2558  
8.4650 8.8515 -68.3177  
8.4980 8.0796 -52.4756  
8.5220 7.0775 -69.6437  
8.5650 5.6605 -60.8995  
8.5990 4.0059 -31.7733  
8.6310 2.4674 -58.4039  
8.6640 0.8956 -33.1048  
8.6980 -0.6997 -36.6384  
8.7310 -2.2648 -28.9868  
8.7650 -3.7791 -18.3151  
8.7990 -5.1130 -13.2570  
8.8650 -6.2738 0.0000  
8.8990 -7.2177 14.6019  
8.9320 -7.8172 25.0237  
8.9640 -8.2094 31.0507  
8.9990 -8.3062 30.9785  
9.0320 -8.1447 45.1677  
9.0650 -7.6742 55.8825  
9.0990 -6.9953 33.1694  
9.1320 -5.9962 78.1660  
9.1650 -4.7181 70.8564  
9.1990 -3.3486 26.9144  
9.2310 -1.8292 62.3435  
9.2670 -0.2799 31.2559  
9.2980 1.2954 40.4349  
9.3320 2.8503 25.8763  
9.3650 4.5638 93.2428  
9.3980 6.0455 -14.3579  
9.4320 7.7164 88.7804  
9.4650 8.6533 -144.2206  
9.4980 9.5087 46.1609  
9.5320 9.9695 -89.1460  
9.5650 10.1057 -37.9329  
9.5980 10.0170 -34.0484  
9.6310 9.6182 -55.9632  
9.6650 8.9555 -51.7559  
9.6980 7.8203 -49.9388  
9.7320 6.4704 -77.0896  
9.7650 4.6998 -36.0019  
9.7980 3.2334 -52.0371  
9.8320 1.4536 -47.3872  
9.8650 -0.1314 -32.8079  
9.8980 -1.6864 -28.8169  
9.9310 -3.2154 -26.2190  
9.9650 -4.6047 -13.1786  
9.9990 -5.9452 -37.4464  
10.0320 -7.1714 -15.2810  
10.0650 -7.9331 61.3325  
10.0990 -8.5063 20.4768  
10.1320 -8.8091 29.9218  
10.1650 -8.8432 32.6129  
10.1990 -8.6579 32.6811  
10.2320 -8.1927 55.9875  
10.2660 -7.4812 47.0046  
10.2980 -6.5480 55.2587  
10.3320 -5.2951 56.5929  
10.3650 -3.8189 52.3982  
10.3980 -2.3470 60.0029  
10.4320 -0.8207 36.4914  
10.4650 0.7187 33.9184  
10.4890 2.2628 46.7625  
10.5320 3.7708 17.4439  
10.5650 5.1567 18.9802  
10.6330 6.3751 -1.1152  
10.6650 7.3538 -19.6632  
10.6980 8.0648 -22.8345  
10.7320 8.4900 -33.1611  
10.7650 8.6049 -34.0755  
10.7980 8.4212 -52.8588  
10.8320 7.9516 -51.1728  
10.8650 7.2565 -34.3243  
10.8980 6.2149 -82.2639  
10.9320 4.9426 -49.4457  
10.9650 3.5254 -46.1705  
10.9980 1.9979 -52.5332  
11.0320 0.4249 -35.5195  
11.0650 -1.1305 -28.8467  
11.0980 -2.6723 -29.9405  
11.1320 -4.0968 -16.8295  
11.1650 -5.4485 -30.6511  
11.1980 -6.8902 -61.6011  
11.2320 -7.7684 85.9130  
11.2680 -8.4045 20.5288  
11.2980 -8.8062 27.3704  
11.3320 -8.9359 28.9989  
11.3650 -8.8370 32.6621  
11.3990 -8.4581 54.3797  
11.4320 -7.8205 48.4510  
11.4660 -6.9910 39.5949  
11.4980 -5.8383 69.3948  
11.5320 -4.3095 50.8355  
11.5650 -2.8975 53.1205  
11.5980 -1.3726 56.6167  
11.6310 0.1702 30.2770  
11.6660 1.7270 32.1936  
11.6980 3.2764 31.3866  
11.7320 4.6865 13.3639  
11.7650 5.9738 11.2767  
11.7980 7.4029 83.7585  
11.8320 8.2887 -94.5043  
11.8650 8.9261 -22.8594  
11.8990 9.2754 -33.1934  
11.9320 9.3254 -34.1041  
11.9650 9.1534 -36.9675  
11.9980 8.6545 -64.9112  
12.0320 7.9565 -29.0354  
12.0650 6.9716 -73.1706  
12.0990 5.6915 -75.8680  
12.1310 4.0277 -33.5319  
12.1650 2.4996 -54.5970  
12.1980 0.9384 -32.8801  
12.2320 -0.6336 -36.3886  
12.2650 -2.1881 -28.7882  
12.2990 -3.6824 -18.1891  
12.3320 -5.1031 -42.5912  
12.3990 -6.3170 16.1374  
12.4360 -7.2401 13.3206  
12.4650 -7.8232 28.2909  
12.4990 -8.2126 25.3923  
12.5320 -8.2964 36.3751  
12.5650 -8.1237 44.8522  
12.5990 -7.6564 50.2492  
12.6320 -6.9821 33.9446  
12.6650 -5.9898 77.6410  
12.6980 -4.6283 69.2569  
12.7320 -3.2785 28.3818  
12.7650 -1.7788 60.3375  
12.7980 -0.2489 34.0312  
12.8310 1.3198 37.9102  
12.8650 2.8563 25.8256  
12.8980 4.3154 21.3962  
12.9320 5.7790 51.5951  
12.9650 7.2689 41.9032  
12.9980 8.1937 -93.5986  
13.0320 9.0634 50.9941  
13.0650 9.5124 -98.2095  
13.0980 9.6372 -37.9214  
13.1320 9.5528 -28.4931  
13.1680 9.1412 -56.1600  
13.1980 8.4678 -57.9559  
13.2320 7.5705 -45.1067  
13.2650 6.2367 -79.1304  
13.2980 4.6457 -36.0019  
13.3320 3.1919 -50.5066  
13.3650 1.4160 -45.0627  
13.3980 -0.1564 -36.5683  
13.4320 -1.6989 -27.9693  
13.4650 -3.2309 -26.2190  
13.4990 -4.6056 -13.1786  
13.5310 -5.8278 -6.6698  
13.5650 -7.0069 -32.4402  
13.5980 -7.7686 47.3611  
13.6320 -8.3418 20.4768  
13.6650 -8.6446 29.9218  
13.6990 -8.6879 32.5925  
13.7320 -8.5026 32.7041  
13.7650 -8.0374 55.9875  
13.7990 -7.3259 47.0046  
13.8320 -6.3927 53.6059  
13.8650 -5.1928 74.3164  
13.8990 -3.7627 35.2983  
13.9320 -2.2909 60.0029  
13.9650 -0.7646 37.5972  
13.9990 0.7749 32.9208  
14.0320 2.3158 34.0091  
14.0660 3.8238 22.0614  
14.0990 5.2110 19.3958  
14.1660 6.6018 24.3882  
14.1990 7.5805 -71.2965  
14.2310 8.2385 -23.5481  
14.2650 8.6638 -33.1611  
14.2980 8.7786 -34.0755  
14.3350 8.5949 -47.1443  
14.3650 8.1253 -57.9959  
14.3990 7.3698 -51.0894  
14.4320 6.3282 -63.9507  
14.4650 5.0642 -47.9822  
14.4980 3.4748 -49.1323  
14.5320 1.9472 -50.9881  
14.5650 0.3866 -32.8483  
14.5980 -1.1688 -32.5943  
14.6320 -2.6858 -21.7879  
14.6650 -4.0857 -17.3642  
14.6980 -5.4923 -54.7355  
14.7310 -6.7746 -14.9794  
14.7650 -7.6281 64.0411  
14.7980 -8.2617 18.6529  
14.8320 -8.6510 24.1605  
14.8670 -8.7684 28.1625  
14.8940 -8.6819 35.3614  
14.9320 -8.2906 51.8947  
14.9650 -7.6654 48.4452  
14.9990 -6.8423 41.3632  
15.0320 -5.6348 61.7460  
15.0650 -4.2050 52.3760  
15.0990 -2.8199 50.9110  
15.1320 -1.3103 56.3419  
15.1640 0.2165 31.0709  
15.1990 1.7568 32.0358  
15.2320 3.3017 30.2855  
15.2680 4.7119 17.3918  
15.2980 6.0197 19.1465  
15.3320 7.3504 48.0988  
15.3650 8.2236 -76.9061  
15.3990 8.8485 -22.1789  
15.4320 9.2125 -26.5993  
15.4650 9.2780 -34.1140  
15.4990 9.1318 -33.0303  
15.5320 8.6495 -67.8681  
15.5650 7.8935 -52.6627  
15.5990 6.9180 -46.1522  
15.6320 5.6051 -84.8039  
15.6650 4.0338 -28.7703  
15.6980 2.5431 -52.4883  
15.7320 0.9945 -39.2010  
15.7650 -0.5740 -32.6225  
15.7980 -2.1287 -29.9127  
15.8320 -3.6283 -16.8656  
15.8660 -4.9486 -13.1058  
15.9320 -6.0951 0.0000  
15.9660 -7.0278 16.7267  
15.9980 -7.6068 23.0562  
16.0350 -7.9963 25.5691  
16.0650 -8.1019 36.9094  
16.0990 -7.9169 46.2710  
16.1320 -7.4642 48.4767  
16.1650 -6.7834 39.2209  
16.1990 -5.7896 75.1939  
16.2320 -4.5440 62.8007  
16.2650 -3.2008 29.5769  
16.2990 -1.7039 61.9279  
16.3320 -0.1814 30.1063  
16.3650 1.3710 37.7246  
16.3980 2.9000 26.4772  
16.4320 4.3467 22.0774  
16.4650 5.6467 3.9994  
16.4980 7.2970 145.3902  
16.5320 8.2161 -139.8730  
16.5650 8.8651 -19.0601  
16.5980 9.3160 -30.4250  
16.6320 9.4438 -33.1304  
16.6650 9.3598 -34.0484  
16.6990 8.9522 -58.5855  
16.7320 8.2833 -52.6872  
16.7650 7.3657 -52.6187  
16.7980 6.1941 -72.9853  
16.8320 4.4252 -34.5358  
16.8650 2.9712 -48.7062  
16.8990 1.4096 -50.1422  
16.9320 -0.1470 -28.9099  
16.9650 -1.7019 -33.6269  
16.9990 -3.2305 -25.3094  
17.0320 -4.6052 -13.7206  
17.0650 -5.5334 82.6022  
17.0990 -6.5682 -82.3915  
17.1320 -7.3175 13.4894  
17.1650 -7.8757 22.3723  
17.1990 -8.1908 24.1810  
17.2220 -8.2247 48.1802  
17.2650 -8.0552 25.0985  
17.2990 -7.5901 54.3408  
17.3320 -6.9567 24.8718  
17.3650 -6.0236 77.1414  
17.3990 -5.0999 77.3950  
17.4320 -3.8186 23.4756  
17.4640 -2.3590 69.6022  
17.4990 -0.8493 35.4488  
17.5320 0.6902 33.9184  
17.5650 2.2484 39.2523  
17.6020 3.7718 19.7653  
17.6320 5.1277 5.7502  
17.6990 6.4064 0.7299  
17.7320 7.3991 -9.5459  
17.7650 8.0267 -30.8587  
17.7990 8.4642 -33.1507  
17.8320 8.5666 -34.0663  
17.8650 8.3829 -49.0776  
17.8990 7.9133 -51.1728  
17.9320 7.1404 -52.6376  
17.9660 6.0651 -67.4699  
17.9990 4.7727 -60.5218  
18.0320 3.3854 -27.2814  
18.0650 1.8344 -59.1817  
18.0990 0.2740 -32.7039  
18.1310 -1.2689 -29.7482  
18.1650 -2.7816 -24.1605  
18.1990 -4.1938 -18.1043  
18.2320 -5.4472 -4.6059  
18.2650 -6.9434 -126.1864  
18.2980 -7.7785 130.7923  
18.3320 -8.3647 14.4859  
18.3650 -8.7787 24.8822  
18.3980 -8.8865 33.6077  
18.4320 -8.7753 31.7114  
18.4650 -8.3964 52.2872  
18.4980 -7.8826 15.9623  
18.5320 -7.0659 71.0193  
18.5650 -6.0238 63.6646  
18.5980 -4.3925 52.3722  
18.6320 -3.0197 50.9041  
18.6650 -1.5103 56.3304  
18.6990 0.0164 29.2356  
18.7320 1.5443 33.9671  
18.7650 3.0518 26.4861  
18.7990 4.4492 18.4011  
18.8310 5.9221 40.0249  
18.8650 7.4530 88.0626  
18.8990 8.3259 -131.7141  
18.9320 8.9506 -22.8427  
18.9650 9.3020 -30.3843  
18.9990 9.3549 -33.0917  
19.0320 9.2087 -30.2388  
19.0650 8.7265 -67.8558  
19.0980 8.0478 -33.0385  
19.1320 7.0779 -67.2564  
19.1650 5.7004 -84.7089  
19.1980 3.8471 -53.4413  
19.2320 2.3565 -25.0239  
19.2650 0.8328 -32.8910  
19.2980 -0.6983 -32.6322  
19.3320 -2.2280 -32.6572  
19.3660 -3.7275 -20.4877  
19.3980 -5.0353 -10.0765  
19.4660 -6.2219 1.8038  
19.4990 -7.1351 13.5165  
19.5320 -7.6991 21.1311  
19.5650 -8.0004 26.1618  
19.5990 -8.0936 36.1905  
19.6320 -7.9333 43.9402  
19.6650 -7.4929 52.2096  
19.7000 -6.8304 31.7660  
19.7320 -5.8425 79.8771  
19.7660 -4.6723 44.1644  
19.7980 -3.3537 50.1941  
19.8320 -1.8816 58.2685  
19.8650 -0.3800 30.0916  
19.8990 1.1598 36.5941  
19.9320 2.6886 33.9816  
19.9660 4.1226 14.7608  
19.9990 5.6740 87.7626  
20.0320 7.1511 11.1967  
20.0650 8.0711 -91.3716  
20.0980 8.7828 -17.5898  
20.1320 9.2336 -29.5200  
20.1650 9.3737 -34.1241  
20.1980 9.3021 -34.0397  
20.2320 8.9194 -54.9181  
20.2660 8.2383 -54.7872  
20.2990 7.3333 -52.6157  
20.3320 5.9109 -69.0618  
20.3650 4.3335 -35.7486  
20.3990 2.8845 -50.9139  
20.4320 1.3355 -47.9111  
20.4650 -0.2121 -29.9694  
20.4990 -1.7545 -31.6096  
20.5320 -3.2543 -21.1311  
20.5650 -4.6167 -14.9300  
20.5990 -5.7965 -1.1038  
20.6320 -6.8363 -10.1774  
20.6650 -7.5862 18.7823  
20.6990 -8.1567 18.0982  
20.7320 -8.4594 28.6394  
20.7650 -8.4933 33.5802  
20.7990 -8.3204 31.7423  
20.8320 -7.8552 55.9875  
20.8650 -7.2346 25.9730  
20.8990 -6.3137 73.8037  
20.9320 -5.1268 79.4912  
20.9650 -3.8157 27.4695  
20.9980 -2.3562 63.7482  
21.0310 -0.8341 37.5972  
21.0650 0.6929 29.2588  
21.0980 2.2213 33.9983  
21.1320 3.7168 22.0536  
21.1650 5.0727 13.6936  
21.2330 6.5799 34.8570  
21.2650 7.5586 -86.7421  
21.2990 8.1871 -25.8523  
21.3320 8.5997 -37.9446  
21.3650 8.7021 -30.2770  
21.3990 8.5184 -47.6342  
21.4320 8.0612 -52.7235  
21.4650 7.3779 -34.5521  
21.5000 6.3304 -82.5941  
21.5330 5.0883 -45.2999  
21.5650 3.4566 -47.6962  
21.5990 1.9166 -54.6355  
21.6360 0.3438 -32.6312  
21.6650 -1.1989 -32.8141  
21.6990 -2.7282 -25.4314  
21.7320 -4.1528 -17.3395  
21.7650 -5.3320 21.6237  
21.7980 -6.6775 -84.9542  
21.8350 -7.5250 56.4839  
21.8650 -8.1737 16.4230  
21.8980 -8.5877 24.8719  
21.9320 -8.7050 32.6285  
21.9650 -8.5937 32.6621  
21.9990 -8.2148 50.7589  
22.0320 -7.7014 14.5395  
22.0660 -6.8902 70.7466  
22.0990 -5.9347 65.3595  
22.1320 -4.5260 52.3688  
22.1660 -3.1533 50.8974  
22.1980 -1.6440 58.0791  
22.2320 -0.1174 29.2281  
22.2650 1.4103 33.9570  
22.2990 2.9176 25.6985  
22.3320 4.3149 18.9518  
22.3660 5.7916 37.4747  
22.3980 7.2391 66.0231  
22.4310 8.1117 -108.8110  
22.4650 8.7363 -22.1629  
22.4990 9.0875 -29.4811  
22.5310 9.1529 -31.2487  
22.5690 8.9568 -42.6484  
22.5980 8.4746 -60.0239  
22.6320 7.7313 -51.1033  
22.6650 6.7593 -50.3475  
22.6990 5.3775 -83.0385  
22.7320 3.7137 -21.4505  
22.7650 2.2233 -56.2515  
22.7980 0.7122 -29.1363  
22.8320 -0.8064 -31.6724  
22.8650 -2.3237 -29.9037  
22.8980 -3.7486 -21.1198  
22.9320 -5.0365 -10.8700  
22.9990 -6.1505 0.0000  
23.0320 -7.0492 14.9300  
23.0650 -7.5958 21.1311  
23.0980 -7.9606 33.6269  
23.1320 -8.0444 28.0596  
23.1660 -7.8840 43.5330  
23.1990 -7.4437 52.2096  
23.2330 -6.7935 32.7003  
23.2660 -5.8180 77.4566  
23.2980 -4.5870 68.2852  
23.3330 -3.2484 30.7362  
23.3540 -1.7640 92.9554  
23.3980 -0.2499 22.5742  
23.4320 1.2652 32.9392  
23.4650 2.7848 30.2448  
23.4990 4.2188 18.3878  
23.5310 5.5236 13.4633  
23.5650 7.1477 126.6193  
23.5990 8.0309 -142.7550  
23.6320 8.6233 -21.8857  
23.6650 9.0241 -25.4796  
23.6980 9.1218 -32.6836  
23.7360 9.0126 -28.3188  
23.7650 8.6124 -61.6949  
23.7980 7.9339 -54.0980  
23.8320 7.0265 -48.9478  
23.8650 5.8571 -66.3552  
23.8980 4.1564 -30.5161  
23.9320 2.7871 -45.2989  
23.9650 1.3384 -45.9245  
23.9990 -0.1446 -34.8242  
24.0320 -1.5990 -24.0289  
24.0650 -3.0286 -25.0925  
24.0990 -4.3223 -12.6439  
24.1320 -5.3292 32.7778  
24.1650 -6.2879 -35.7808  
24.1980 -6.9941 10.1507  
24.2320 -7.5328 19.6294  
24.2650 -7.8348 25.0640  
24.2980 -7.8821 31.2500  
24.3320 -7.6928 34.7795  
24.3650 -7.2708 46.4897  
24.3980 -6.6847 24.6146  
24.4350 -5.7966 70.0193  
24.4650 -4.7819 78.2245  
24.4990 -3.5632 25.2928  
24.5320 -2.1764 61.0885  
24.5650 -0.7375 36.0209  
24.5990 0.7140 28.0269  
24.6320 2.1579 28.9381  
24.6650 3.5673 25.3783  
24.6980 4.8712 14.5283  
24.7650 6.0985 0.6988  
24.7980 7.0187 -14.6004  
24.8320 7.6079 -28.2854  
24.8650 8.0067 -31.6584  
24.8990 8.1077 -28.2875  
24.9350 7.9220 -46.6406  
24.9650 7.4854 -51.8541  
24.9980 6.8430 -33.4159  
25.0320 5.8568 -76.5154  
25.0650 4.5822 -72.8378  
25.0990 3.2482 -16.0882  
25.1320 1.7845 -53.9301  
25.1650 0.3249 -27.8809  
25.1980 -1.1333 -31.2304  
25.2320 -2.5780 -24.3404  
25.2650 -3.9215 -20.2016  
25.2980 -5.1946 -25.7954  
25.3320 -6.6905 -97.9621  
25.3650 -7.5080 126.7261  
25.3980 -8.0304 16.6149  
25.4320 -8.4152 24.3474  
25.4650 -8.5277 28.6105  
25.4980 -8.4448 31.3010  
25.5320 -8.0936 48.6288  
25.5660 -7.5963 18.6218  
25.6010 -6.8137 62.4562  
25.6380 -5.7447 54.4257  
25.6550 -4.1756 98.1746  
25.6990 -2.8581 37.8797  
25.7320 -1.4165 54.2366  
25.7650 0.0381 28.9964  
25.7980 1.5062 32.6926  
25.8320 2.9550 24.7379  
25.8650 4.2941 16.8404  
25.8990 5.6866 34.3290  
25.9320 7.0015 42.7208  
25.9680 7.8378 -76.9904  
25.9990 8.4351 -23.2821  
26.0320 8.7733 -27.9833  
26.0650 8.8243 -32.8170  
26.0990 8.6595 -35.3104  
26.1320 8.1952 -58.0670  
26.1650 7.5448 -30.9301  
26.1990 6.6133 -66.3034  
26.2320 5.3177 -74.9821  
26.2650 3.7901 -27.5737  
26.2990 2.3737 -48.8198  
26.3310 0.9136 -36.2076  
26.3650 -0.5608 -31.3599  
26.3990 -2.0179 -26.7789  
26.4320 -3.4100 -16.6521  
26.4660 -4.7354 -36.7679  
26.5320 -5.8691 13.5811  
26.5660 -6.7420 10.4045  
26.5990 -7.2889 23.8182  
26.6320 -7.6503 28.6253  
26.6650 -7.7543 27.6951  
26.6990 -7.5889 45.1833  
26.7320 -7.1649 46.0374  
26.7650 -6.5424 32.5338  
26.7990 -5.6195 72.2300  
26.8320 -4.4276 43.6135  
26.8650 -3.1697 47.1825  
26.8990 -1.7563 56.1062  
26.9320 -0.3140 32.5946  
26.9650 1.1416 32.6661  
26.9990 2.6019 28.2502  
27.0320 3.9642 16.8642  
27.0650 5.2112 11.1017  
27.0990 6.6873 98.9234  
27.1310 7.5733 -107.6192  
27.1650 8.2432 -21.2420  
27.1990 8.6733 -24.7302  
27.2320 8.8048 -32.6836  
27.2650 8.7211 -32.6095  
27.2980 8.3507 -54.2167  
27.3320 7.7177 -49.0090  
27.3660 6.8506 -52.4458  
27.3990 5.7280 -66.3552  
27.4320 4.1683 -30.5161  
27.4650 2.7990 -46.6716  
27.4990 1.3385 -48.0527  
27.5320 -0.1445 -32.2951  
27.5660 -1.5989 -23.3222  
27.5990 -3.0285 -25.0925  
27.6320 -4.3222 -13.0270  
27.6660 -5.3117 40.4581  
27.6990 -6.4224 -90.7675  
27.7320 -7.1168 59.8032  
27.7660 -7.6516 17.3196  
27.7990 -7.9418 27.4483  
27.8340 -7.9625 30.3141  
