Tempo Angle omega x y
s degrees degrees/s  
0.0010 17.9850 -68.0058  
0.0320 16.9930 -149.6575  
0.0640 16.0275 -115.7125  
0.0980 14.0492 -107.5748  
0.1310 11.9884 -117.9639  
0.1640 9.5542 -135.8815  
0.1980 6.4208 -90.5611  
0.2300 3.6325 -107.2196  
0.2640 0.6944 -98.0051  
0.2980 -2.8620 -89.1824  
0.3310 -6.1900 -0.8955  
0.3640 -8.8256 69.2739  
0.3980 -11.2264 -39.8807  
0.4310 -13.3675 -32.1254  
0.4640 -15.1920 -22.0425  
0.4980 -16.6154 -13.8920  
0.5310 -18.5396 -245.0711  
0.5640 -18.5513 475.5758  
0.5980 -18.1970 9.6457  
0.6310 -17.4803 17.9428  
0.6640 -16.6720 26.8446  
0.6970 -15.9895 31.1565  
0.7240 -15.0579 42.0480  
0.7640 -14.0991 -19.7013  
0.7980 -12.9538 33.4547  
0.8310 -11.5351 68.5084  
0.8640 -9.0667 73.0669  
0.8970 -7.9392 69.2000  
0.9310 -6.5444 88.2972  
0.9640 -4.9490 78.6900  
0.9980 -3.1850 75.6886  
1.0310 -1.2778 74.5202  
1.0640 0.8222 92.8196  
1.0980 3.1575 46.0638  
1.1310 5.4955 35.2678  
1.1640 7.8703 79.6540  
1.1980 10.1467 41.9609  
1.2310 11.6977 -150.5942  
1.2640 12.9948 14.0351  
1.2980 14.2625 67.7122  
1.3310 16.2404 293.2103  
1.3640 16.9979 -295.2827  
1.3970 17.1392 -93.9550  
1.4310 17.1416 5.2610  
1.4640 17.3785 106.2770  
1.4980 16.6951 -193.3152  
1.5340 15.7407 -35.6764  
1.5640 15.5430 86.5871  
1.5970 15.0053 -89.0057  
1.6310 13.9978 -70.4562  
1.6640 11.7737 -75.4460  
1.6970 10.2561 -81.2056  
1.7310 8.7829 -78.1295  
1.7640 7.0267 -80.3309  
1.7970 4.7001 -66.5809  
1.8310 2.7938 -69.6946  
1.8640 0.8477 -50.9849  
1.8970 -1.2496 32.9012  
1.9310 -3.1676 -33.6361  
1.9640 -4.9267 -24.4717  
1.9980 -6.5237 -25.5092  
2.0310 -7.9041 -15.6157  
2.0640 -9.0508 -9.6513  
2.1310 -10.3639 -64.4014  
2.1640 -11.0066 136.5568  
2.1970 -11.3708 12.5875  
2.2310 -11.4900 22.5755  
2.2640 -11.6371 24.4689  
2.2980 -11.5547 33.8543  
2.3300 -11.2713 37.5706  
2.3640 -11.0317 -38.4181  
2.3970 -10.5245 65.5009  
2.4320 -9.7515 66.8497  
2.4610 -8.3538 66.6330  
2.4970 -7.1147 81.0988  
2.5310 -5.6521 77.9546  
2.5640 -4.0126 76.8819  
2.5970 -2.2030 75.9874  
2.6300 -0.2826 68.4896  
2.6650 1.7692 71.8587  
2.6970 3.9830 9.8563  
2.7310 6.1555 51.3850  
2.7640 8.4000 92.7471  
2.7970 10.3737 -23.5141  
2.8310 11.7280 -96.3238  
2.8640 13.0766 78.5982  
2.9010 14.2246 14.3508  
2.9300 15.4083 98.7893  
2.9630 15.7869 -175.4659  
2.9980 15.8587 -15.8228  
3.0310 16.3472 135.8446  
3.0640 16.0065 -198.3209  
3.0970 15.4888 39.1019  
3.1310 14.9821 -19.5926  
3.1650 14.6196 -53.9110  
3.1980 13.7614 -71.6105  
3.2310 12.6114 -72.3322  
3.2640 10.9244 -75.9358  
3.2970 9.5362 -84.8764  
3.3310 7.9255 -81.7686  
3.3640 5.6560 -63.7766  
3.3970 3.8078 -70.6599  
3.4310 1.6136 -63.8099  
3.4640 -0.4170 29.4061  
3.4970 -2.3359 -21.7163  
3.5310 -4.1314 -33.1925  
3.5640 -5.7747 -26.2406  
3.5970 -7.2384 -21.4878  
3.6300 -8.4701 -14.5694  
3.6680 -9.4459 -5.8386  
3.6970 -10.5111 -103.3929  
3.7310 -11.0338 91.0054  
3.7640 -11.3076 9.6513  
3.7970 -11.6112 20.3761  
3.8310 -11.7569 25.3604  
3.8640 -11.6993 27.4166  
3.8970 -11.4701 25.7754  
3.9310 -11.0005 49.8206  
3.9640 -10.5853 -31.0395  
3.9980 -9.9119 69.4376  
4.0310 -8.7196 66.3347  
4.0640 -7.5866 75.8305  
4.0970 -6.2214 79.9931  
4.1310 -4.6731 73.6548  
4.1640 -2.9572 76.8883  
4.1980 -1.0924 70.4065  
4.2300 0.9808 91.7322  
4.2640 2.8999 4.4639  
4.2980 5.0472 37.0175  
4.3310 7.2060 75.0152  
4.3640 9.2590 34.2712  
4.3970 10.7185 -104.0059  
4.4300 11.9738 18.1124  
4.4640 13.4315 133.1872  
4.4980 14.6477 3.5918  
4.5310 15.1595 -140.9238  
4.5640 15.3253 -15.8996  
4.5980 15.7838 90.5678  
4.6310 15.6390 -144.6681  
4.6640 15.3235 23.2592  
4.6980 14.8320 -18.5036  
4.7310 14.6690 -4.4267  
4.7640 14.1431 -91.8761  
4.7970 12.9251 -72.5151  
4.8300 11.4162 -84.4418  
4.8640 10.1197 -74.3097  
4.8960 8.5689 -95.8642  
4.9310 6.4882 -63.4110  
4.9640 4.6640 -66.9417  
4.9970 2.5383 -68.1247  
5.0310 0.2641 -62.1452  
5.0640 -1.8081 56.7629  
5.1000 -3.7024 -34.8033  
5.1310 -5.4483 -29.3243  
5.1640 -6.9924 -23.2956  
5.1980 -8.3260 -12.3895  
5.2310 -9.3846 -9.6391  
5.2640 -10.1874 10.2805  
5.2980 -10.7965 -8.0074  
5.3310 -11.1588 6.6747  
5.3640 -11.2586 15.4983  
5.3980 -11.4786 19.7503  
5.4310 -11.4829 27.3801  
5.4640 -11.2908 31.9690  
5.4980 -10.9242 28.7306  
5.5340 -10.5640 -13.4849  
5.5640 -10.0015 56.8353  
5.5970 -9.2389 70.8998  
5.6310 -8.2412 61.1683  
5.6640 -6.9745 88.1746  
5.6970 -5.4948 80.0392  
5.7310 -3.8271 75.0333  
5.7640 -2.0131 71.7327  
5.7970 0.0026 93.0765  
5.8310 2.0085 25.8554  
5.8640 4.1487 25.9781  
5.8970 6.2835 50.0404  
