Tempo Angle omega x y
s degrees degrees/s  
0.0000 -8.5224 34.4565  
0.0220 -8.0566 8.8751  
0.0640 -7.3853 39.1845  
0.0980 -6.5882 71.0086  
0.1300 -5.4445 73.9457  
0.1650 -4.1186 59.2092  
0.1880 -2.6167 103.2230  
0.2300 -0.9360 59.5558  
0.2640 0.8363 52.6807  
0.2810 2.3010 -108.8935  
0.3300 3.7648 23.0432  
0.3640 5.3062 28.5470  
0.3970 7.2596 174.7178  
0.4290 8.5388 -135.2094  
0.4460 9.7366 91.2339  
0.5310 10.7092 -2.1084  
0.5640 11.2969 -44.6905  
0.5970 11.9755 103.3375  
0.6300 12.3992 -22.9409  
0.6640 12.5071 -147.3493  
0.6970 12.3886 -34.4018  
0.7300 12.2296 17.1813  
0.7640 11.3235 -50.1819  
0.7970 10.6539 -59.4490  
0.8310 9.6042 -66.1905  
0.8640 8.3356 -71.7363  
0.8970 6.9786 -71.4951  
0.9310 5.0002 -82.4619  
0.9640 2.9843 -34.3104  
0.9970 1.3525 -35.4146  
1.0300 -0.1717 -1.7866  
1.0640 -1.8510 -28.9358  
1.0970 -3.4621 -31.0746  
1.1310 -4.9388 -18.1369  
1.1630 -6.2362 -14.2967  
1.1980 -7.2002 27.6061  
1.2300 -8.3231 -123.3944  
1.2630 -8.8674 90.3759  
1.2960 -9.2474 15.5083  
1.3300 -9.4287 24.0370  
1.3630 -9.5373 20.2471  
1.3960 -9.4350 34.1005  
1.4340 -9.1078 32.2254  
1.4630 -8.6858 11.3697  
1.4970 -8.1267 26.8913  
1.5310 -7.4141 73.5558  
1.5630 -6.0701 73.9525  
1.5790 -4.8003 139.9362  
1.6300 -3.3466 46.1080  
1.6640 -1.7515 65.6145  
1.6970 -0.1284 28.7395  
1.7300 1.4978 35.0431  
1.7460 2.9628 -24.2320  
1.8000 4.4920 17.9999  
1.8140 6.4852 396.7201  
1.8640 8.1144 -22.7895  
1.8970 9.4456 -18.5628  
1.9310 10.6791 37.1027  
1.9640 11.7527 22.7899  
1.9980 12.2167 -113.6570  
2.0270 12.7421 53.8583  
2.0470 13.3527 100.4102  
2.0970 13.4404 -112.3237  
2.1300 13.3069 -37.5669  
2.1640 12.6308 3.7526  
2.1970 12.0265 -12.7816  
2.2310 11.2708 -62.5375  
2.2640 10.1523 -71.6969  
2.2970 8.7243 -71.0108  
2.3310 7.4596 -65.6552  
2.3630 5.8021 -73.8932  
2.3790 3.7235 -137.7383  
2.4340 2.0843 -22.2035  
2.4630 0.4827 -29.8283  
2.4970 -1.1324 -0.1866  
2.5300 -2.7974 -27.9274  
2.5630 -4.3320 -24.8799  
2.5970 -5.6758 -13.5070  
2.6310 -6.8205 -10.3603  
2.6970 -7.7319 1.5428  
2.7300 -8.3715 10.6884  
2.7640 -8.7294 18.0329  
2.7980 -8.8836 23.9970  
2.8310 -8.8637 26.5181  
2.8640 -8.7310 34.0399  
2.8970 -8.4732 9.9354  
2.9300 -8.0131 36.4534  
2.9640 -7.3157 56.2747  
2.9970 -6.3497 70.7365  
3.0310 -5.1704 65.7099  
3.0640 -3.7892 71.8659  
3.0970 -2.2922 53.6989  
3.1130 -0.5640 195.4148  
3.1640 1.1279 10.0559  
3.2000 2.5823 -34.7475  
3.2300 4.1277 41.2311  
3.2460 6.0811 330.1577  
3.2970 7.9780 26.4565  
3.3300 9.1880 -137.4415  
