Tempo Angle omega x y
s degrees degrees/s  
0.0330 9.6725 43.9030  
0.0640 10.3121 -42.3111  
0.0970 10.5892 -26.0323  
0.1300 10.1964 -96.6833  
0.1640 9.4011 -81.9986  
0.1960 8.2408 -95.5764  
0.2300 6.6647 -90.2725  
0.2630 5.0097 -92.6252  
0.2960 3.1239 -72.8462  
0.3300 1.4132 33.4864  
0.3630 -0.5801 -40.4532  
0.3980 -2.5425 -28.6194  
0.4300 -4.4899 -22.1461  
0.4630 -6.1411 -6.9416  
0.4960 -7.5152 -0.5033  
0.5340 -8.5314 13.6948  
0.5630 -9.1544 29.7274  
0.5970 -9.3518 35.2963  
0.6300 -9.1590 45.3736  
0.6630 -9.0914 -3.3924  
0.6970 -8.6778 62.4614  
0.7300 -7.8026 109.5280  
0.7640 -6.5490 90.4593  
0.7970 -4.9816 88.1652  
0.8300 -3.1328 84.7589  
0.8620 -1.1239 66.2749  
0.9000 0.9060 28.2112  
0.9300 2.9404 41.5299  
0.9630 4.6198 -62.2060  
0.9960 6.4023 27.8505  
1.0300 7.9077 -19.0448  
1.0630 9.0097 -12.7171  
1.0970 9.9823 52.3981  
1.1300 10.5098 -46.7130  
1.1640 10.6723 -25.0775  
1.1970 10.3877 -71.2390  
1.2300 9.7190 -83.8926  
1.2630 8.6339 -88.4005  
1.2960 7.4585 -89.6043  
1.3300 5.8605 -97.2668  
1.3630 4.0862 -73.0408  
1.3960 2.1175 -71.6042  
1.4300 0.1196 43.8003  
1.4630 -1.8434 -36.1629  
1.4960 -3.8070 -25.9936  
1.5300 -5.5777 -12.4099  
1.5630 -7.4720 -121.3625  
1.5970 -8.6606 121.7785  
1.6310 -9.4822 20.9625  
1.6630 -9.8724 31.4754  
1.7000 -9.8815 37.8408  
1.7300 -9.7154 -20.3449  
1.7630 -9.4567 73.1607  
1.7970 -8.7731 89.8922  
1.8300 -7.6969 92.9864  
1.8640 -6.2561 94.7977  
1.8970 -4.1384 83.7719  
1.9300 -2.1434 88.3025  
1.9640 -0.1135 31.2240  
1.9850 1.9206 49.9216  
2.0300 3.6483 -36.9698  
2.0630 5.4888 15.6949  
2.0970 8.1638 316.4451  
2.1300 9.3231 -366.6805  
2.1640 10.3636 55.3096  
2.1970 10.9454 -41.3109  
2.2300 11.1421 -32.9407  
2.2650 10.8604 -53.4562  
2.2970 10.1943 -86.9230  
2.3300 9.1469 -83.7773  
2.3630 7.9590 -92.9759  
2.3960 6.4120 -93.1462  
