Tempo Angle omega x y
s degrees degrees/s  
0.0320 -8.1053 49.9018  
0.0640 -7.3656 69.6182  
0.0970 -6.3621 72.4292  
0.1290 -5.1242 74.6927  
0.1630 -3.6419 79.2392  
0.1860 -2.1802 21.8631  
0.2300 -0.5786 50.1619  
0.2630 1.0937 53.8782  
0.2970 2.9249 75.6369  
0.3300 4.8932 37.1043  
0.3630 6.5603 -39.8513  
0.3960 7.8856 -36.0938  
0.4300 9.1102 40.7004  
0.4630 10.2666 51.7840  
0.4970 10.8925 -76.8149  
0.5300 11.5123 13.3714  
0.5630 12.0166 31.9071  
0.5960 12.2203 -37.2036  
0.6300 11.7220 -130.8530  
0.6620 11.0290 -22.5616  
0.6960 10.4294 -11.2076  
0.7300 9.7973 -44.5977  
0.7630 8.7294 -90.1521  
0.7960 7.2515 -72.4150  
0.8300 5.7946 -70.6678  
0.8640 4.0870 -60.7638  
0.8960 2.0494 -70.1794  
0.9300 0.2491 33.6540  
0.9630 -1.2176 -33.7340  
0.9960 -2.7191 -32.4127  
1.0300 -4.2635 -23.8025  
1.0660 -5.7069 -14.0765  
1.0960 -6.8877 -11.6666  
1.1640 -7.8296 0.0000  
1.1970 -8.4963 10.6060  
1.2300 -8.9056 15.3562  
1.2640 -9.0095 23.8025  
1.2960 -9.1208 33.4256  
1.3300 -9.0198 29.7121  
1.3630 -8.8257 -4.2008  
1.3960 -8.4144 41.2819  
1.4340 -7.7167 62.0394  
1.4630 -6.7748 72.1385  
1.4970 -5.5939 70.2852  
1.5300 -4.2015 74.7242  
1.5630 -2.7729 26.2855  
1.5960 -1.1609 80.1406  
1.6300 0.4267 24.2592  
1.6630 2.1874 83.0691  
1.6970 4.0538 27.0069  
1.7300 5.7698 -4.2881  
1.7630 7.0879 -49.1253  
1.7960 8.3116 34.7661  
1.8300 9.4922 57.6107  
1.8630 10.3388 -26.4851  
1.8990 10.9986 -27.7868  
1.9290 11.4655 23.8702  
1.9630 11.8200 -8.8265  
1.9970 11.5858 -92.4891  
2.0300 10.9666 -88.8710  
2.0660 10.4070 12.6450  
2.0940 9.8662 -51.2168  
2.1300 8.9413 -74.8183  
2.1630 7.5815 -72.4238  
2.1970 6.0691 -70.5823  
2.2300 4.4516 -62.1757  
2.2630 2.5389 -67.7449  
2.2960 0.5124 -43.5868  
2.3300 -1.0848 33.7828  
2.3630 -2.4857 -29.3789  
2.3970 -4.0231 -26.7522  
2.4290 -5.4725 -17.3457  
2.4630 -6.7031 -14.8355  
2.4960 -7.5854 33.0783  
2.5300 -8.4794 -73.9835  
2.5630 -8.9826 56.2337  
2.5960 -9.2169 13.7443  
2.6300 -9.2264 23.7940  
2.6640 -9.2540 28.4902  
2.6970 -9.0834 30.6686  
2.7300 -8.7222 30.1832  
2.7630 -8.2874 5.5010  
2.7970 -7.6043 58.1923  
2.8300 -6.7927 71.9994  
2.8630 -5.5057 67.8462  
2.8970 -4.1646 70.4895  
2.9300 -2.6462 67.4777  
2.9630 -1.1465 18.8290  
2.9970 0.4614 60.3302  
3.0300 2.1143 44.3011  
3.0630 3.9436 83.6557  
3.0960 5.6597 -28.8329  
3.1300 7.1825 1.3493  
3.1630 8.4118 -16.9172  
3.2300 9.4202 0.4344  
3.2630 10.1974 2.5765  
3.2960 10.7611 2.7623  
3.3300 11.3474 24.9513  
3.3630 11.2835 -134.9096  
3.3970 11.1331 17.5838  
3.4300 10.5644 -43.1010  
3.4630 9.9218 -51.2343  
3.4960 9.0104 -80.0589  
3.5300 7.9308 -65.9188  
3.5630 6.6241 -67.8903  
3.5970 5.0727 -69.5095  
3.6300 3.2998 -64.3252  
3.6630 1.3452 -29.3860  
3.7020 -0.3408 -45.2627  
3.7290 -1.9808 39.1629  
3.7630 -3.5695 -26.7292  
3.7970 -5.0548 -19.3250  
3.8300 -6.3263 -15.2745  
3.8630 -7.3380 10.8361  
3.8970 -8.3388 -62.7117  
3.9300 -8.9098 58.6226  
3.9510 -9.2334 16.7680  
3.9970 -9.3790 17.5938  
4.0300 -9.2573 27.5281  
4.0630 -9.1442 29.4258  
4.0960 -9.0497 -33.1747  
4.1300 -8.6978 56.3669  
4.1630 -8.0724 67.6331  
4.1970 -7.2462 69.5695  
4.2300 -5.9830 67.7839  
4.2630 -4.7075 62.3636  
4.2970 -3.1960 79.7997  
4.3300 -1.6175 44.7881  
4.3630 -0.1808 -15.4205  
4.3960 1.6188 139.3940  
4.4300 3.6602 38.9002  
4.4630 5.4637 -13.9934  
4.4960 7.0701 7.9047  
4.5300 8.4125 -8.0998  
4.5630 9.4297 -30.7341  
4.5970 10.4093 49.4440  
4.6300 10.9711 -44.3468  
4.6630 11.4464 18.5339  
4.6970 12.0643 26.9921  
4.7330 12.0308 -53.1584  
4.7630 11.6510 -71.3715  
4.7970 11.2028 -33.6920  
4.8290 10.5487 -56.1954  
4.8640 9.6994 -63.6225  
4.8960 8.6970 -79.5357  
4.9300 7.3029 -65.7742  
4.9630 5.8173 -72.0881  
4.9970 4.0465 -65.8693  
5.0300 1.9471 -71.7900  
5.0630 -0.0082 -14.3088  
5.0960 -1.6473 30.9438  
