t,s1,s2,s3,s4,s5,s6,s7,s8
0,-0.9611821011883155,0.9473722761517179,0.5729347570339671,-0.9443816891121006,1.166708949787282,-0.9956043073824843,0.9776171453430713,-0.994695387185157
1,-0.9691243322902262,0.9579762702983534,1.0202653457289952,-0.9661546016651408,1.2545997880510988,-1.0923867712629,0.9466322995675847,-1.0116322257341288
2,-1.0064182870296343,0.9609586436520946,0.43786415720072747,-0.9274772539001142,0.9580637424305439,-1.0123799344550912,0.9712541859427457,-0.9904967591415046
3,-1.0133245749443398,0.9602958940179299,0.1546516091633179,-0.9328866731679483,0.8044458425085607,-0.974404339103911,0.9682801940491192,-0.9799646074387826
4,-1.0054974486410075,0.9600970691276804,0.886647117936934,-0.9842761562123954,0.7326046355798719,-1.0356077257863836,0.9213879497728243,-0.976264121705394
5,-1.0303600851339452,0.9471734512614686,0.47707820231359827,-0.9607451823973067,0.5904507580401168,-0.9867556249705618,0.9302407628515359,-0.970855719479672
6,-1.0432518225747283,0.9360392574075014,0.2693890004195732,-0.9477625761544979,0.5430661321935388,-0.9281331039915593,0.9498137792677456,-0.9644510326334222
7,-0.9979005319348309,0.8989915528576937,0.950551487750567,-0.982653330432043,0.6752845236686777,-0.9806721558123632,0.8842476324035465,-0.9539900441178808
8,-0.9969796935462042,0.868107419905618,0.8764805136484418,-0.9641260694397039,0.525487964540767,-0.9347696158005088,0.8922704942561281,-0.9295810709149508
9,-1.0229933780249272,0.8843447859426535,0.14738974895726356,-0.8885294351716916,0.6347783112514388,-0.7826828868455651,0.9461481613523441,-0.9166293708480899
10,-0.9866202616741473,0.8979974284064467,0.34055523043917996,-0.8756820644105827,0.901507898678177,-0.8248984758524477,0.9388169255215336,-0.9142098224839512
11,-0.9350533119110156,0.9025704008821832,0.777719214845635,-0.8856894900560786,1.068882625458849,-0.8945818498463557,0.9209038115575838,-0.9142098224839512
12,-0.950247145323366,0.9282188117243577,0.45238787761291677,-0.8495816164432729,0.8824011947077826,-0.816234140990779,0.97256827538412,-0.8962055361272715
13,-0.9434559622072405,0.9427993036759814,0.6528152193009681,-0.8567490969731556,0.781517797744083,-0.8866549051856711,0.963784624907584,-0.8890180542220353
14,-0.897874461970186,0.9191391417363011,1.1335503649439105,-0.8947502673297058,0.9443069155718659,-0.9751417293049054,0.9054113886698405,-0.8848194261783829
15,-0.8860186677166099,0.8974672286991148,0.40155485617029446,-0.8536386808941466,0.9167932618544884,-0.8560532118444348,0.9374336734779876,-0.8900143388425631
16,-0.884522305335089,0.8884538336744747,0.018128637288899543,-0.8528272680039741,0.9458354518894991,-0.7754933323858749,0.9529952589679065,-0.894212966886216
17,-0.9160610201455768,0.8919001317721312,0.8488854448653224,-0.9212564217421,1.18046577664596,-0.9167035558761566,0.9195205595140339,-0.8962766993144521
18,-0.9424200190200337,0.9048237496383432,0.9447419995856913,-0.9096261703162554,0.993220077736077,-0.9393783045567186,0.9402693401672629,-0.8813324300065357
19,-0.9960588551575775,0.9042935499310114,0.20984174672963732,-0.8559376840829793,0.8976865578840939,-0.8296915121589111,0.9909655275633142,-0.8739314585397582
20,-0.9805197073494899,0.8869957844793123,0.34055523043917996,-0.88393142879403,1.0757610388881882,-0.8921853316931189,0.9326614539277462,-0.9048162817761182
21,-0.9466788965674362,0.9074084732115856,0.5453396882508478,-0.8981311543721031,1.0658255528235825,-0.9144913852731836,0.8988409414629843,-0.9330680670867979
22,-0.9571534332380716,0.9258991880047812,0.7065529848260282,-0.8643222839481264,1.0941034746997766,-0.8931070694443669,0.9175148440508885,-0.9111498054351873
23,-0.930794434363613,0.9249713385169506,1.307835009890021,-0.8902874964337402,1.24772137462176,-0.9616843581367732,0.8923396568583075,-0.900759980106827
24,-0.8888962876810701,0.9411424295905697,1.1567883176034135,-0.9209859507787116,1.1972796761399154,-0.9980008255357109,0.9055497138741955,-0.9204010197686596
25,-0.9316001679536627,0.9392204556514919,0.5293635957974798,-0.8925864996225691,1.1170315194642437,-0.8829679541806993,0.9530644215700859,-0.9344913308304089
26,-0.932405901543711,0.9251038884437836,0.21565123489451304,-0.8685145838807,1.1957511398222822,-0.8153124032395308,0.961294771229198,-0.9320717824662702
27,-0.9052411690792042,0.9098606468579951,0.7385051697327641,-0.9309933764242074,1.557249978942187,-0.9469365541168957,0.9211804619662938,-0.9125019059916182
28,-0.926075137621898,0.9027029508090162,0.46255448190148957,-0.9404598601429192,1.4395526824845428,-0.9163348607756594,0.9449723971153249,-0.890227828404105
29,-0.9721170570532666,0.9345812082123389,0.3942929959642401,-0.9556062340928608,1.0138553180241048,-0.8835209968314501,0.9864699584217829,-0.9221800994481733
30,-0.9477148397546414,0.9482338506761321,0.6237677784765895,-0.9822476239869548,0.8923366807723881,-0.9117261720194496,0.9590815679595222,-0.9714961881642966
31,-0.9261902424204765,0.9565844960666076,0.29988881328513045,-0.9653431887749683,0.8694086360079105,-0.8956879351478371,0.9707008851253296,-0.9793953019413381
32,-0.9648654547428254,0.9595005944569323,-0.11984670662677806,-0.8963730931100545,0.8434235186081663,-0.7917159168077412,1.005282186214042,-0.9727059623463663
33,-0.9906489296243912,0.9425342038223155,0.9999321371519301,-0.9119251735050844,1.0406047035826655,-0.8890514233388979,0.9703550721144402,-0.969717108484783
34,-0.9397726086527306,0.9184763921021363,1.3499537990853299,-0.9086795219443831,1.1621233408343823,-0.9489643771696353,0.939577714145488,-0.9552709814871305
35,-0.9537002892807188,0.9176148175777222,0.55550629253934,-0.8472826132544402,0.9702920329715994,-0.8284010793071659,0.9925562674133946,-0.9317871297175482
36,-0.9566930140437574,0.9313337350049319,0.324579137985812,-0.8401151327245575,0.935135697666077,-0.8339315058146237,1.0151724383254142,-0.922037773073812
37,-0.9259600328233194,0.9372984817124143,1.1451693412736619,-0.9231497184858446,0.8602374181021215,-0.9544948036770831,0.9761647306973459,-0.918906592837868
38,-0.9276866048019958,0.9496918998712944,1.1553359455622347,-0.9280181958268983,0.8831654628665886,-0.9484113345188845,0.9830118283129081,-0.9417499759228252
39,-0.9054713786763613,0.9370996568221648,0.36379318309868286,-0.9094909348345593,0.9443069155718659,-0.8442549686285349,0.9828043405063775,-0.9389746116227838
40,-0.8894718116739612,0.9252364383706165,0.4044596002527323,-0.9443816891121006,1.065061284664766,-0.8776218752234951,0.9350821450039528,-0.928584786294423
41,-0.9053562738777827,0.9222540650168752,0.3303886261506877,-0.953848172830816,0.9190860663309384,-0.8562375593946784,0.9176531692552435,-0.9329257407124366
42,-0.9709660090674812,0.9260317379316141,-0.5758915275690389,-0.9483035180812821,0.6240785570280166,-0.7301438350247714,0.9509203809025855,-0.9487951314537001
43,-0.9715415330603738,0.9253027133340329,-0.5352251104149894,-0.9799486207981258,0.796803160920405,-0.7954028678127029,0.9399235271563735,-0.9434578924151588
44,-0.9611821011883155,0.9422691039686497,0.18950853815257226,-0.9942835818578912,1.029140681200427,-0.9102513916174608,0.9221487383967748,-0.9349894731406728
45,-1.0099865357855655,0.9572472457007722,-0.21715563338832555,-0.9408655665880072,0.8464805912434329,-0.7891350511042609,0.973674877018956,-0.9080186251992433
46,-1.0369210586529152,0.9669896653229935,-0.012371175576657716,-0.9280181958268983,0.9099148484251494,-0.7970619957649454,0.9934553812417002,-0.917483329094257
47,-1.0011234662950266,0.9453177522858074,0.619410662352973,-0.9059748123104661,1.169766022422538,-0.8693262354623134,0.951404519117826,-0.9238880159405067
48,-0.9842030609039998,0.9544636972372805,0.4306022969946731,-0.8687850548440883,1.188872726392943,-0.8213958723977294,0.9457331857392792,-0.9450946457203117
49,-0.9767212489964031,0.9640735669326688,0.1531992371221393,-0.8660803452101712,1.1055674970820155,-0.8086758914305916,0.963507974498874,-0.9358434313868393
50,-0.9517435077048854,0.948498950529798,0.6658865676718982,-0.8935331479944414,1.4105104924495426,-0.8730131864672853,0.9303099254537115,-0.9203298565814789
51,-0.9626784635698364,0.9428655786393978,0.8241951201646408,-0.9124661154318685,1.4464310959138817,-0.8916322890423781,0.9307940636689559,-0.9320717824662702
52,-0.9683185987001781,0.9437271531638121,0.3855787637169265,-0.9024586897863689,1.18505138559886,-0.8164184885410224,0.9577674785181478,-0.9194047351481318
53,-0.952088822100621,0.9376298565294966,0.43786415720072747,-0.8959673866649664,1.1391952960699046,-0.8516288706384686,0.9440041206848437,-0.9082321147607847
54,-0.9726925810461576,0.9431306784930638,0.21710360693569167,-0.9025939252680649,1.3715328163499265,-0.8403836700733195,0.9495371288590356,-0.9076628092633406
55,-1.0026198286765475,0.9524754483347863,-0.31301218810869447,-0.833894300566547,1.2461928383041265,-0.7340151335799868,0.9972593243614604,-0.9246708109994927
56,-0.9943322831789011,0.9577774454081041,-0.04432336048347422,-0.8453893165106994,1.229378938810182,-0.8343002009151209,0.9859858202065385,-0.9347048203919508
57,-0.9800592881551773,0.9488966003102968,0.43931652924198666,-0.8938036189578336,1.4464310959138817,-0.9530200232750943,0.9469781125784702,-0.9359857577612005
58,-0.9914546632144393,0.9309360852244329,-0.358035721386441,-0.9029996317131531,1.2691208830686043,-0.8851801247836824,0.9434508198674239,-0.9083032779479653
59,-0.9644050355485112,0.9379612313465789,-0.5512012028683574,-0.9074624026091187,1.09104640206451,-0.8724601438165446,0.9376411612845181,-0.9108651526864653
60,-0.9507075645176801,0.9512824989932898,0.482887690478474,-0.9606099469156106,1.3058057546917705,-0.9519139379736027,0.9038206488197601,-0.9245284846251314
61,-0.9600310532025317,0.954132322420198,0.21710360693569167,-0.9158470024742658,1.334083676567954,-0.8881296855876599,0.921318787170645,-0.9413941599869226
62,-0.9760306202049319,0.9417389042613179,-0.7893902176280204,-0.852421561558886,1.1430166368639878,-0.7271942742207939,0.9681418688447643,-0.9357011050124786
63,-0.9448372197901813,0.9284839115780236,-0.37401181383980897,-0.9240963668577169,1.1453094413404377,-0.8418584504753083,0.9253993806991152,-0.922037773073812
64,-0.9219313648730756,0.9386902559441602,0.24469867571881104,-0.9476273406728019,1.1307883463229325,-0.8479419196335068,0.9088695187787114,-0.8831115096860493
65,-0.9707357994703242,0.9596994193471817,-0.13001331091527027,-0.8809562481967208,0.9481282563659384,-0.7589020528635217,0.9484996898263751,-0.8974864734965212
66,-0.9912244536172838,0.96480259153025,-0.06465656906045864,-0.8645927549115185,0.9618850832246271,-0.791347221707244,0.9682110314469398,-0.9210414884532843
67,-0.9685488082973351,0.9488966003102968,0.4930542947670469,-0.9138184702488252,1.084932256793977,-0.8921853316931189,0.9341830311756473,-0.9283712967328817
68,-0.9869655760698813,0.9571146957739393,-0.08934689376122079,-0.8860951965011666,0.9565352061129213,-0.8000115565689127,0.9705625599209746,-0.9437425451638807
69,-0.9748795722191481,0.9691104641523206,-0.11984670662677806,-0.8831200159038575,0.7784607251088165,-0.8036985075738846,0.97284492579283,-0.9255959324328398
70,-0.9650956643399824,0.9717614626889794,0.8663139093599496,-0.9250430152295854,0.7799892614264498,-0.9515452428731055,0.9424133808347595,-0.9280866439841592
71,-0.9421898094228767,0.9620190430667582,0.6644341956307196,-0.9338333215398206,0.7272547584681555,-0.9157818181249188,0.9552084622375863,-0.9252401164969372
72,-0.9538153940792973,0.943859703090645,-0.35077386118030607,-0.9155765315108737,0.6622919649688056,-0.7616672661172456,0.9782396087626668,-0.9347048203919508
73,-0.9515132981077282,0.9147649941508139,-0.3260835364796245,-0.9926607560775388,0.7241976858328889,-0.8029611173728902,0.9214571123749999,-0.9411806704253812
74,-0.9542758132736114,0.9237783891754541,-0.060299452936842156,-1.0087537783993528,0.8434235186081663,-0.8252671709529448,0.9108752342418568,-0.9524956171870892
75,-0.9665920267215017,0.9188740418826352,-0.47422548468379433,-0.945869279410757,0.734133171897505,-0.7168708114068827,0.9426900312434695,-0.9409671808638393
76,-0.9482903637475341,0.9166206931264752,-0.14017991520376247,-0.9635851275129198,0.8793441220725161,-0.7467351145471246,0.9338372181647617,-0.9179814714045208
77,-0.9253845088304283,0.9156265686752282,0.857599677112636,-0.999152059198945,1.1269670055288599,-0.9073018308134935,0.929964112442826,-0.9196893878968538
78,-0.9791384497665491,0.9239109391022869,0.8416235846591874,-0.9848170981391796,0.8701729041667271,-0.9187313789288962,0.9883373486805733,-0.9331392302739785
79,-0.9683185987001781,0.9117163458336563,0.8125761438348894,-0.9516844051236794,0.6867485460509165,-0.9264739760393271,0.987023259239199,-0.9263787274918261
80,-0.948060154150377,0.9036308002968467,0.9665275802039349,-0.9189574185532711,0.8992150942017272,-0.9596565350840437,0.974504828245086,-0.9210414884532843
81,-0.9465637917688577,0.9139034196263998,0.7602907503510078,-0.8695964677342646,0.8655872952138274,-0.9036148798085216,0.9929020804242802,-0.9252401164969372
82,-0.9939869687831655,0.9167532430533082,0.7225290772793962,-0.876087770855667,0.7417758534856608,-0.8425958406763027,0.9958069097157349,-0.9450946457203117
83,-1.005152134245272,0.9246399636998682,1.7464513663377355,-0.9560119405379489,0.8441877867669829,-0.9981851730859543,0.9427591938456489,-0.9709980458540327
84,-0.9964041695533115,0.9426667537491484,1.162597805768289,-0.921121186260404,0.8464805912434329,-0.966293046892983,0.9396468767476636,-0.986155804723491
85,-0.9622180443755223,0.9617539432130923,-0.10532298621458873,-0.8353818908651998,0.7455971942797334,-0.8612149432513854,0.9985734138028309,-0.996972609174935
86,-0.9190537449086155,0.9708998881645653,0.24324630367763242,-0.8916398512506969,0.8900438762959383,-0.9154131230244216,0.9994725276311364,-1.0158308537777812
87,-0.8926947460341569,0.9565844960666076,0.9578133479566213,-0.9305876699791193,0.7708180435206609,-0.9485956820691381,0.9682110314469398,-0.9901409432056014
88,-0.963369092361306,0.9342498333952567,0.5903632215285943,-0.9523605825321596,0.5170810147937946,-0.8090445865310888,0.9778937957517813,-0.9327122511508953
89,-0.9792535545651276,0.9315325598951812,0.3579836949338071,-0.9699411951526262,0.9358999658248935,-0.8116254522345692,0.9709083729318602,-0.9250266269353953
90,-0.9493263069347393,0.9192054166997176,0.5395302000859721,-1.0023977107596462,1.298927341262421,-0.9672147846442208,0.9504362426873411,-0.9178391450301596
91,-0.9417293902285641,0.9188077669192187,0.14448500487482568,-0.9389722698442664,1.2309074751278153,-0.9246305005368411,0.9624013728640379,-0.9218242835122706
92,-0.9554268612593951,0.9679175148108241,0.04427133403084032,-0.8741944741119262,0.9160289936956718,-0.8460984441310209,1.0119909586252493,-0.947585357271631
93,-0.9273412904062618,0.9656641660546641,0.7225290772793962,-0.9232849539675406,0.9695277648127828,-0.9683208699457124,0.9609489582183125,-0.9560537765461169
94,-0.9200896880958206,0.9710987130548148,1.0173606016465573,-0.9055691058653779,0.910679116583966,-0.9745886866541648,0.9445574215022599,-0.9457351144049362
95,-0.943686171804396,0.9497581748347109,1.0333366940999251,-0.8602652194972489,0.676813059986311,-0.878174917874246,0.9247077546773402,-0.9090149098197711
96,-0.9313699583565057,0.9295443109926871,1.2497401282413445,-0.8889351416167798,0.7883962111734221,-0.9485956820691381,0.8969043886020145,-0.9099400312531182
97,-0.9423049142214551,0.9394192805417413,1.1393598531087863,-0.8883941996899956,0.8426592504493498,-0.940115694757713,0.9038898114219356,-0.927446175299534
98,-0.9929510255959603,0.9392867306149085,0.025390497495034515,-0.8375456585723364,0.7226691495152663,-0.7869228805012777,0.9567992020876668,-0.943884871538242
99,-0.9772967729892942,0.9210611156753787,0.15755635324575576,-0.8591833356436805,0.895393753407644,-0.8204741346464915,0.9523036329461315,-0.9147791279813957
100,-0.9272261856076833,0.8944185803819572,0.8663139093599496,-0.8836609578306379,0.9809917871950216,-0.8945818498463557,0.9257451937100007,-0.8819017355039802
101,-0.9378158270768971,0.921657590346127,0.7733620987220186,-0.8785220095261957,0.6431852609984111,-0.8746723144195175,0.9539635353983914,-0.8848905893655635
102,-0.910766199410969,0.9431306784930638,0.5961727096934701,-0.8737887676668381,0.42995444468878385,-0.8669297173090867,0.9520269825374216,-0.9028948757222433
103,-0.8772707030246494,0.9279537118706918,1.2105260831284737,-0.9419474504415756,0.7838106022205329,-0.9860182347695674,0.8857692096514513,-0.9213261412020067
104,-0.8846374101336675,0.9144336193337316,0.9679799522451136,-0.9341037925032127,0.7975674290792216,-0.9544948036770831,0.8820344291338705,-0.9292964181662288
105,-0.8906228596597464,0.9223866149437081,0.47707820231359827,-0.8854190190926864,0.7394830490092109,-0.8516288706384686,0.9229786896229047,-0.9147791279813957
106,-0.8760045502402871,0.9133732199190681,1.0493127865532932,-0.9096261703162554,0.9236716752838381,-0.953204370825348,0.9001550309043548,-0.9034641812196877
107,-0.8986801955602358,0.9125116453946539,1.2845970572305183,-0.9466806923009333,0.9603565469069939,-1.0048216848949039,0.9039589740241151,-0.9062395455197292
108,-0.9413840758328285,0.9143673443703151,0.5090303872204148,-0.8942093254029216,0.7914532838086886,-0.8691418879120698,0.9641304379184734,-0.8884487487245908
109,-0.9382762462712113,0.9005158770162726,0.7065529848260282,-0.8925864996225691,0.8357808370200106,-0.8401993225230658,0.9572833403029073,-0.899621369111938
110,-0.9266506616147906,0.9063480737969221,1.168407293933165,-0.908544286462687,0.9725848374480494,-0.8903418561906329,0.9325231287233913,-0.9166293708480899
111,-0.9507075645176801,0.9020402011748515,0.46545922598392747,-0.8733830612217499,0.986341664306738,-0.7801020211420847,0.939439388941133,-0.928584786294423
112,-0.9856994232855191,0.8867969595890629,0.25777002408982175,-0.8906932028788282,0.9114433847427826,-0.7917159168077412,0.9269901205491956,-0.9441695242869644
113,-0.9627935683684133,0.8785788641254205,0.6789579160428283,-0.9408655665880072,0.8327237643847442,-0.8899731610901357,0.8872216242971769,-0.9331392302739785
114,-0.9779874017807654,0.8804345631010817,0.26648425633713535,-0.9278829603452022,0.5728725903873555,-0.8468358343320153,0.8843167950057259,-0.9303638659739372
115,-1.001468780690762,0.8862004849183146,-0.04722810456591208,-0.8910989093239127,0.40320505913023363,-0.7815768015440735,0.9101144456179024,-0.9332815566483398
116,-0.9547362324679239,0.8860016600280652,0.6470057311360924,-0.9445169245937967,0.5980934396282724,-0.9023244469567865,0.8778846730032247,-0.924599647812312
117,-0.9580742716266982,0.8733431420155192,0.7602907503510078,-0.9493854019348504,0.7754036524735606,-0.928317451541813,0.8805128518859657,-0.9145656384198543
118,-1.0050370294466935,0.8777172896010064,0.27229374450193045,-0.9128718218769566,0.6951554957978888,-0.8295071646086575,0.9207654863532289,-0.9145656384198543
119,-1.011482898167085,0.8889840333818065,0.6005298258170866,-0.9354561473201731,0.6882770823685498,-0.8960566302483343,0.9106677464353223,-0.9256670956200204
120,-1.0102167453827227,0.897069578918616,0.9447419995856913,-0.9785962659811654,0.7448329261209273,-0.9863869298700646,0.8789912746380647,-0.9459486039664781
121,-1.0296694563424758,0.9001182272357737,0.3579836949338071,-0.9564176469830371,0.49797431082340016,-0.916519208325913,0.906448827702501,-0.9369820423817283
122,-1.0312809235225735,0.9037633502236796,0.43931652924198666,-0.953577701867424,0.44141846707102267,-0.9163348607756594,0.9144025269529032,-0.9423192814202698
123,-1.0048068198495363,0.9091316222604139,1.0667412510479204,-0.9944188173395873,0.6202572162339335,-1.0072182030481305,0.882656892553466,-0.9584733249102557
124,-1.0210365964490937,0.9025041259187667,0.5932679656110322,-0.958716650171866,0.6210214843927501,-0.9347696158005088,0.906448827702501,-0.9538477177435195
125,-1.0294392467453186,0.8985939030771949,0.3202220218621149,-0.9427588633317519,0.49950284714103343,-0.8846270821329315,0.9344596815843572,-0.9534207386204363
126,-1.010101640584144,0.8936895557843759,0.8997184663079447,-0.9815714465784746,0.6301927022985391,-0.953204370825348,0.903682323615405,-0.9547728391768666
127,-1.0058427630367417,0.8823565370401594,0.8024095395463166,-0.9627737146227435,0.7020339092272385,-0.9327417927477691,0.9081778927569364,-0.9509300270691169
128,-1.0326621811055143,0.8822239871133264,-0.08789452171996155,-0.9151708250657856,0.5812795401343278,-0.8180776164932547,0.9527186085591965,-0.9438137083510614
