t,s1,s2,s3,s4
0,0.5326,0.041906,0.391849,-0.024429
1,0.531836,0.041838,0.391218,-0.02445
2,0.532403,0.041765,0.391636,-0.024478
3,0.532286,0.041789,0.391643,-0.024452
4,0.531437,0.041926,0.391172,-0.024349
5,0.531798,0.041882,0.391373,-0.024364
6,0.532289,0.041843,0.39164,-0.024381
7,0.531396,0.041698,0.391005,-0.024312
8,0.53169,0.041635,0.391078,-0.024353
9,0.532576,0.041573,0.391281,-0.024269
10,0.532139,0.04172,0.391241,-0.023793
11,0.53171,0.04193,0.391068,-0.023534
12,0.532952,0.042218,0.391888,-0.023522
13,0.532799,0.042234,0.391696,-0.023555
14,0.532025,0.042293,0.391124,-0.023688
15,0.53271,0.042359,0.39159,-0.023869
16,0.533362,0.042386,0.392026,-0.023971
17,0.532462,0.042412,0.391484,-0.02395
18,0.532273,0.042483,0.391465,-0.023834
19,0.53289,0.042176,0.39179,-0.023941
20,0.532406,0.041952,0.391347,-0.023807
21,0.532206,0.042123,0.391235,-0.023664
22,0.532775,0.042376,0.391737,-0.023475
23,0.532644,0.042339,0.39151,-0.023477
24,0.531958,0.042285,0.390991,-0.023563
25,0.53261,0.042284,0.391503,-0.023718
26,0.533004,0.042208,0.391894,-0.02377
27,0.53201,0.042155,0.39133,-0.023772
28,0.532116,0.042277,0.391364,-0.02383
29,0.532895,0.042449,0.391561,-0.023927
30,0.532652,0.042494,0.391152,-0.023965
31,0.532078,0.042524,0.390732,-0.023989
32,0.532723,0.042626,0.39145,-0.024048
33,0.532331,0.042886,0.391543,-0.023602
34,0.531436,0.0429,0.391328,-0.02331
35,0.531813,0.04241,0.391476,-0.023385
36,0.532332,0.042269,0.391652,-0.023362
37,0.531757,0.042108,0.391182,-0.023295
38,0.532833,0.042235,0.39192,-0.023195
39,0.533544,0.042296,0.392232,-0.023029
40,0.532571,0.042146,0.391504,-0.022886
41,0.532033,0.042118,0.391216,-0.02298
42,0.532621,0.0421,0.39168,-0.023201
43,0.532304,0.042237,0.39149,-0.023376
44,0.5319,0.042414,0.391209,-0.023468
45,0.532677,0.042407,0.391897,-0.023841
46,0.532693,0.042272,0.391895,-0.02408
47,0.531854,0.042155,0.391396,-0.02402
48,0.532261,0.042511,0.391662,-0.023853
49,0.532449,0.042561,0.391759,-0.023889
50,0.532017,0.042473,0.391465,-0.023668
51,0.531997,0.042629,0.391351,-0.023426
52,0.532796,0.042777,0.392019,-0.023503
53,0.532382,0.042631,0.391836,-0.023583
54,0.531783,0.04255,0.39149,-0.023693
55,0.53261,0.042596,0.392038,-0.023814
56,0.532738,0.042581,0.391862,-0.023901
57,0.532006,0.04241,0.391239,-0.023957
58,0.532613,0.042367,0.391676,-0.023726
59,0.532672,0.042415,0.391901,-0.023709
60,0.532096,0.042385,0.391577,-0.023764
61,0.532366,0.042394,0.391624,-0.023898
62,0.533378,0.042462,0.39219,-0.02415
63,0.53266,0.042609,0.391747,-0.023959
64,0.532265,0.042747,0.391657,-0.023841
65,0.5328,0.042691,0.392182,-0.023715
66,0.532608,0.042518,0.39209,-0.023811
67,0.532096,0.042426,0.391598,-0.023839
68,0.532953,0.042652,0.392085,-0.023779
69,0.532807,0.0426,0.392029,-0.02376
70,0.531887,0.04233,0.391359,-0.023555
71,0.532043,0.042298,0.391599,-0.023419
72,0.532763,0.042281,0.391944,-0.023369
73,0.53211,0.042176,0.391274,-0.023298
74,0.53216,0.042214,0.391239,-0.023196
75,0.533013,0.042138,0.391624,-0.023261
76,0.533144,0.042206,0.391697,-0.02322
77,0.532673,0.042085,0.391558,-0.023174
78,0.53341,0.042124,0.392155,-0.023417
79,0.532922,0.041986,0.391803,-0.023483
80,0.531651,0.041906,0.39093,-0.023313
81,0.531642,0.042082,0.391216,-0.023296
82,0.53218,0.042369,0.391756,-0.023176
83,0.531457,0.042639,0.391269,-0.023365
84,0.53181,0.042582,0.391258,-0.023612
85,0.532536,0.042364,0.39124,-0.023823
86,0.532095,0.042551,0.39087,-0.023833
87,0.531992,0.042601,0.390736,-0.023842
88,0.533099,0.042556,0.391666,-0.023963
89,0.532894,0.04262,0.391716,-0.023984
90,0.531832,0.042514,0.391209,-0.023895
91,0.532316,0.042343,0.391373,-0.0238
92,0.533158,0.042208,0.391937,-0.023842
93,0.532087,0.042165,0.391094,-0.023651
94,0.532149,0.042269,0.3911,-0.023515
95,0.532757,0.042515,0.391582,-0.023434
96,0.532152,0.042643,0.39129,-0.023316
97,0.531966,0.04261,0.391136,-0.023473
98,0.532953,0.042385,0.391768,-0.023751
99,0.532932,0.042338,0.391677,-0.023719
100,0.531974,0.042465,0.391198,-0.023638
101,0.532434,0.042589,0.391552,-0.023752
102,0.532534,0.042621,0.391565,-0.023813
103,0.53178,0.042619,0.390746,-0.023906
104,0.532047,0.042539,0.390774,-0.023976
105,0.532548,0.042479,0.391037,-0.023993
106,0.53221,0.042462,0.390984,-0.023996
107,0.532114,0.042322,0.391039,-0.023862
108,0.532963,0.042089,0.391559,-0.023833
109,0.532762,0.042,0.391443,-0.023638
110,0.531985,0.042032,0.390992,-0.023584
111,0.532287,0.041919,0.391131,-0.023838
112,0.532307,0.041839,0.391055,-0.024083
113,0.531375,0.04188,0.390473,-0.024259
114,0.531616,0.041896,0.39084,-0.024317
115,0.5322,0.041766,0.39131,-0.024243
116,0.531708,0.04173,0.391075,-0.024148
117,0.531697,0.041729,0.391152,-0.024177
118,0.532504,0.041676,0.39171,-0.024281
119,0.531988,0.04166,0.391311,-0.024279
120,0.531286,0.041622,0.390827,-0.024231
121,0.531885,0.041652,0.391189,-0.024361
122,0.53196,0.041697,0.391273,-0.024336
123,0.531121,0.041727,0.390729,-0.02426
124,0.53182,0.041708,0.391263,-0.024425
125,0.532155,0.041715,0.391437,-0.024545
126,0.531606,0.041716,0.391188,-0.024486
127,0.531668,0.041572,0.391186,-0.024379
128,0.532583,0.041517,0.391681,-0.02443
129,0.53187,0.041533,0.391243,-0.024267
