t,s1,s2,s3,s4
0,0.534862,0.047421,0.393565,-0.02142
1,0.534904,0.047452,0.393436,-0.021542
2,0.536117,0.047592,0.394214,-0.021718
3,0.535014,0.04752,0.393459,-0.021619
4,0.535093,0.047655,0.393632,-0.021552
5,0.535603,0.047587,0.39415,-0.02142
6,0.535796,0.047492,0.394968,-0.021154
7,0.535181,0.047646,0.394523,-0.021081
8,0.535018,0.047884,0.394313,-0.021098
9,0.535913,0.048128,0.394675,-0.021101
10,0.535454,0.048217,0.394243,-0.021075
11,0.535501,0.047887,0.394264,-0.021559
12,0.535909,0.047889,0.394914,-0.021441
13,0.536315,0.047895,0.395034,-0.021562
14,0.53569,0.047643,0.394504,-0.021693
15,0.535345,0.047603,0.394188,-0.021629
16,0.534155,0.047978,0.393535,-0.021414
17,0.53528,0.047758,0.394179,-0.021656
18,0.534914,0.047744,0.393728,-0.021765
19,0.535413,0.047606,0.393902,-0.021792
20,0.535898,0.047496,0.394046,-0.021946
21,0.535077,0.047434,0.393416,-0.022067
22,0.53524,0.047477,0.393573,-0.022049
23,0.536281,0.047657,0.394254,-0.02198
24,0.535877,0.048194,0.394169,-0.021582
25,0.534336,0.048091,0.393201,-0.021421
26,0.534168,0.048221,0.393264,-0.02124
27,0.534187,0.048193,0.393432,-0.021249
28,0.534917,0.048214,0.393839,-0.02127
29,0.534776,0.04815,0.393744,-0.021293
30,0.533997,0.048054,0.393276,-0.021321
31,0.534742,0.048054,0.39364,-0.021273
32,0.534837,0.048035,0.393675,-0.021282
33,0.534121,0.047951,0.393098,-0.021289
34,0.535374,0.048135,0.393931,-0.021368
35,0.534412,0.048165,0.393526,-0.021381
36,0.535753,0.048109,0.394438,-0.021429
37,0.535881,0.047988,0.394341,-0.021537
38,0.536153,0.048045,0.394687,-0.021747
39,0.535773,0.047701,0.394281,-0.021811
40,0.535702,0.047738,0.394325,-0.021721
41,0.534807,0.047718,0.393974,-0.021465
42,0.535061,0.047763,0.394343,-0.0214
43,0.535271,0.04787,0.394419,-0.021281
44,0.534755,0.047742,0.39408,-0.021557
45,0.53535,0.047677,0.394175,-0.021699
46,0.535586,0.048092,0.394596,-0.021459
47,0.536439,0.047964,0.395184,-0.021393
48,0.536033,0.048237,0.394485,-0.02124
49,0.535949,0.048309,0.394303,-0.020999
50,0.534963,0.048155,0.393704,-0.020915
51,0.535121,0.048121,0.394006,-0.020905
52,0.535618,0.048021,0.394483,-0.02082
53,0.535132,0.047739,0.394171,-0.020698
54,0.535099,0.047703,0.394006,-0.021129
55,0.535579,0.047806,0.394023,-0.021479
56,0.536074,0.047534,0.394137,-0.0216
57,0.536142,0.04745,0.39424,-0.021648
58,0.536295,0.047439,0.394471,-0.021629
59,0.535464,0.047329,0.394015,-0.02149
60,0.535091,0.04728,0.393875,-0.021758
61,0.53533,0.047163,0.394008,-0.021815
62,0.535838,0.047141,0.3944,-0.021719
63,0.535237,0.047175,0.394015,-0.021762
64,0.535789,0.047174,0.394431,-0.021657
65,0.535447,0.047382,0.394096,-0.02181
66,0.535724,0.047471,0.394192,-0.021899
67,0.53551,0.047552,0.393848,-0.02173
68,0.534939,0.047615,0.393687,-0.021498
69,0.535472,0.047475,0.394345,-0.021245
70,0.534524,0.04776,0.39401,-0.021068
71,0.535056,0.047927,0.394231,-0.020986
72,0.535178,0.047996,0.394005,-0.02099
73,0.53525,0.048159,0.393785,-0.021082
74,0.535308,0.048138,0.393963,-0.021164
75,0.536334,0.047839,0.394915,-0.021554
76,0.535768,0.047634,0.394672,-0.021587
77,0.536383,0.047925,0.395101,-0.021425
78,0.535761,0.04775,0.39466,-0.021619
79,0.535766,0.047615,0.39463,-0.021506
80,0.53561,0.047545,0.394617,-0.021637
81,0.534425,0.047523,0.393825,-0.021416
82,0.534465,0.047702,0.393892,-0.021279
83,0.534363,0.048094,0.393798,-0.021453
84,0.535461,0.047991,0.394178,-0.021503
85,0.534741,0.047764,0.393355,-0.021522
86,0.53574,0.048173,0.394026,-0.021608
87,0.534944,0.04826,0.393573,-0.02163
88,0.535399,0.048241,0.39385,-0.021654
89,0.534955,0.04782,0.393343,-0.021681
