t,s1,s2,s3,s4
0,0.532786,0.041902,0.391868,-0.024065
1,0.532213,0.041862,0.391495,-0.024019
2,0.532289,0.041947,0.39151,-0.024006
3,0.532882,0.041926,0.39183,-0.024135
4,0.532525,0.04196,0.391693,-0.024208
5,0.532131,0.042015,0.391455,-0.024241
6,0.533027,0.042076,0.392025,-0.024363
7,0.532952,0.042151,0.391727,-0.024473
8,0.53175,0.04214,0.390994,-0.024561
9,0.531918,0.042122,0.391075,-0.024609
10,0.532326,0.042067,0.391335,-0.024551
11,0.531396,0.041858,0.390804,-0.024374
12,0.531382,0.041802,0.390819,-0.024264
13,0.532271,0.041858,0.39139,-0.024258
14,0.531841,0.041919,0.391073,-0.024219
15,0.531449,0.041936,0.390622,-0.024085
16,0.532395,0.042032,0.391184,-0.023881
17,0.532441,0.042089,0.391391,-0.023602
18,0.531716,0.042254,0.390983,-0.023405
19,0.532123,0.042329,0.3912,-0.023561
20,0.532333,0.042301,0.39131,-0.023682
21,0.53146,0.042372,0.390634,-0.02373
22,0.532045,0.042438,0.391001,-0.02389
23,0.53286,0.042483,0.391624,-0.024005
24,0.532093,0.042539,0.391266,-0.023903
25,0.531891,0.042429,0.390998,-0.023723
26,0.532732,0.042387,0.39146,-0.023752
27,0.532767,0.04256,0.391672,-0.02376
28,0.532066,0.042697,0.391274,-0.023509
29,0.532604,0.04264,0.39142,-0.023574
30,0.532801,0.04253,0.391392,-0.023599
31,0.532062,0.042499,0.390776,-0.023655
32,0.532265,0.04239,0.390882,-0.023709
33,0.53272,0.042383,0.391254,-0.023669
34,0.532023,0.0426,0.39093,-0.02374
35,0.53215,0.042562,0.390891,-0.023919
36,0.533253,0.042608,0.391272,-0.024136
37,0.532614,0.042627,0.390791,-0.024083
38,0.53187,0.042684,0.390581,-0.024068
39,0.532603,0.042931,0.391272,-0.023705
40,0.532317,0.04298,0.391573,-0.02335
41,0.53113,0.042462,0.390814,-0.023351
42,0.531493,0.042377,0.390993,-0.023261
43,0.532516,0.042322,0.391658,-0.023177
44,0.531953,0.042044,0.391224,-0.023384
45,0.531784,0.041965,0.390996,-0.023421
46,0.53288,0.042249,0.3916,-0.023321
47,0.532741,0.042105,0.391626,-0.023491
48,0.532487,0.042245,0.39134,-0.023413
49,0.533045,0.042226,0.391803,-0.023533
50,0.533233,0.042189,0.392021,-0.02346
51,0.532706,0.042182,0.391462,-0.023208
52,0.533159,0.042409,0.391604,-0.023143
53,0.533512,0.042148,0.391855,-0.023363
54,0.532525,0.042126,0.391273,-0.023421
55,0.532426,0.042438,0.391286,-0.023441
56,0.532857,0.042511,0.391583,-0.023367
57,0.531995,0.042507,0.39107,-0.023237
58,0.531803,0.042603,0.391034,-0.023418
59,0.532658,0.04263,0.391636,-0.023607
60,0.532689,0.042734,0.391804,-0.023722
61,0.531812,0.042555,0.391233,-0.023639
62,0.532235,0.042472,0.391552,-0.023666
