t,s1,s2,s3,s4
0,0.535721,0.047592,0.394009,-0.021284
1,0.536282,0.047645,0.394331,-0.021393
2,0.535755,0.047626,0.393954,-0.021555
3,0.535869,0.047661,0.393988,-0.021542
4,0.536393,0.047709,0.394432,-0.021507
5,0.535433,0.047724,0.39398,-0.021427
6,0.535989,0.047566,0.394831,-0.021229
7,0.535661,0.047414,0.394826,-0.021062
8,0.535163,0.047502,0.394551,-0.020975
9,0.535998,0.047758,0.395067,-0.021055
10,0.536061,0.048077,0.395029,-0.021038
11,0.535046,0.048234,0.394217,-0.020961
12,0.535964,0.048232,0.394509,-0.02104
13,0.536043,0.048094,0.394465,-0.021106
14,0.535458,0.047854,0.394171,-0.021169
15,0.53635,0.04792,0.394697,-0.021325
16,0.537219,0.04812,0.395475,-0.021441
17,0.536174,0.047969,0.39508,-0.021345
18,0.536181,0.047911,0.39501,-0.021496
19,0.536643,0.048085,0.394997,-0.021409
20,0.536005,0.047733,0.394709,-0.021616
21,0.535764,0.047806,0.394686,-0.021507
22,0.536605,0.047817,0.395055,-0.02151
23,0.535928,0.047689,0.394629,-0.021601
24,0.534849,0.047471,0.394004,-0.021509
25,0.535954,0.047512,0.39483,-0.021604
26,0.535648,0.047534,0.394596,-0.021514
27,0.534538,0.047687,0.393873,-0.02134
28,0.53516,0.048202,0.394398,-0.021365
29,0.535403,0.048128,0.394353,-0.021307
30,0.534485,0.048047,0.393871,-0.021221
31,0.534874,0.047813,0.394046,-0.02152
32,0.53622,0.04795,0.394761,-0.021658
33,0.535706,0.047808,0.394233,-0.021729
34,0.535677,0.047686,0.394122,-0.021775
35,0.536391,0.047627,0.39439,-0.021866
36,0.535994,0.04751,0.394048,-0.021939
37,0.535734,0.047502,0.393847,-0.021906
38,0.53656,0.047659,0.394305,-0.0218
39,0.536229,0.047742,0.393982,-0.021605
40,0.535426,0.047796,0.393471,-0.021549
41,0.536153,0.04793,0.39397,-0.021567
42,0.53636,0.047949,0.394249,-0.021473
43,0.535387,0.047951,0.393595,-0.021396
44,0.535927,0.048198,0.39406,-0.021429
45,0.536142,0.0483,0.39423,-0.021502
46,0.535191,0.048195,0.393678,-0.021424
47,0.535205,0.048196,0.393678,-0.021389
48,0.536154,0.048376,0.394306,-0.021347
49,0.535284,0.048329,0.393775,-0.021213
