t,s1,s2,s3,s4
0,0.535959,0.047532,0.394203,-0.021336
1,0.53602,0.047553,0.394203,-0.021521
2,0.536263,0.047595,0.394286,-0.021756
3,0.53619,0.047564,0.394275,-0.021633
4,0.535102,0.047587,0.393609,-0.021573
5,0.535474,0.047581,0.39399,-0.02146
6,0.535862,0.047528,0.394502,-0.02136
7,0.534892,0.047287,0.394178,-0.021259
8,0.535161,0.04741,0.39451,-0.021156
9,0.535249,0.048068,0.394234,-0.021076
10,0.535275,0.04806,0.39398,-0.021192
11,0.536781,0.047754,0.395093,-0.02134
12,0.536681,0.047837,0.39542,-0.021539
13,0.535344,0.047736,0.394151,-0.021635
14,0.536565,0.047734,0.395016,-0.021597
15,0.535189,0.047558,0.394125,-0.021716
16,0.535967,0.047492,0.394803,-0.021677
17,0.535025,0.047399,0.394299,-0.021682
18,0.534773,0.04754,0.394092,-0.021441
19,0.535604,0.048113,0.394751,-0.02157
20,0.535152,0.048079,0.394286,-0.021467
21,0.534225,0.047934,0.393623,-0.021315
22,0.535337,0.047821,0.394385,-0.021644
23,0.535075,0.047597,0.393835,-0.021815
24,0.536271,0.047507,0.394281,-0.022066
25,0.536479,0.047769,0.394429,-0.021859
26,0.535627,0.047826,0.393715,-0.021573
27,0.536372,0.047869,0.39433,-0.021533
28,0.535298,0.047918,0.393774,-0.021437
29,0.535598,0.048108,0.394139,-0.021487
30,0.534868,0.047963,0.393601,-0.021461
31,0.53539,0.048048,0.393974,-0.021379
32,0.534446,0.048002,0.393444,-0.02136
33,0.534851,0.048098,0.393761,-0.021301
34,0.535194,0.048139,0.394065,-0.02133
35,0.534131,0.048119,0.393291,-0.02132
36,0.534329,0.048081,0.393615,-0.021245
37,0.534338,0.048076,0.393635,-0.021259
38,0.534339,0.048063,0.393588,-0.021245
39,0.535408,0.048204,0.394271,-0.021286
40,0.534916,0.048143,0.393874,-0.021223
41,0.534356,0.048056,0.393442,-0.021248
42,0.534612,0.048018,0.39352,-0.02135
43,0.535322,0.048064,0.39408,-0.021402
44,0.535615,0.048148,0.394318,-0.021453
45,0.534874,0.048117,0.393933,-0.021438
46,0.535373,0.04809,0.394205,-0.021413
47,0.536194,0.047986,0.39465,-0.021448
48,0.535224,0.047892,0.393943,-0.021538
49,0.535346,0.047835,0.393915,-0.021642
50,0.536193,0.047758,0.394522,-0.021609
51,0.535773,0.047653,0.394328,-0.021678
52,0.535631,0.047804,0.394356,-0.021839
53,0.53641,0.047835,0.394747,-0.022026
54,0.534991,0.047557,0.393846,-0.021821
55,0.535679,0.0478,0.394522,-0.021632
56,0.535117,0.047826,0.394369,-0.021303
57,0.535514,0.047843,0.394567,-0.021444
58,0.535744,0.047595,0.39487,-0.021678
59,0.536383,0.047532,0.395219,-0.021729
60,0.535831,0.047755,0.394604,-0.021527
61,0.536778,0.04782,0.39517,-0.021525
62,0.536156,0.047816,0.39488,-0.021588
63,0.535844,0.047816,0.394762,-0.02154
64,0.536768,0.0477,0.395342,-0.021542
65,0.536407,0.047727,0.394979,-0.021552
66,0.535316,0.048038,0.393982,-0.021362
67,0.535853,0.048217,0.39436,-0.021179
68,0.535998,0.048128,0.394614,-0.021113
69,0.535191,0.048041,0.394238,-0.020991
70,0.536121,0.047685,0.395088,-0.020816
71,0.535288,0.047461,0.394586,-0.020856
72,0.535388,0.047478,0.394555,-0.021109
73,0.535125,0.047735,0.394084,-0.021353
74,0.535076,0.047745,0.393761,-0.021428
75,0.536075,0.047732,0.394221,-0.021519
76,0.535621,0.04747,0.393814,-0.021618
77,0.536635,0.047538,0.394457,-0.02174
78,0.536638,0.04752,0.394524,-0.02183
79,0.535588,0.047385,0.393973,-0.021721
80,0.536394,0.047397,0.39466,-0.021535
81,0.53599,0.047333,0.394443,-0.021641
82,0.535381,0.047313,0.394149,-0.021738
83,0.535077,0.047238,0.393968,-0.021815
84,0.535197,0.047165,0.393918,-0.02178
85,0.535725,0.047129,0.394301,-0.021706
86,0.53547,0.047134,0.394103,-0.021742
87,0.536254,0.047177,0.394583,-0.021766
88,0.535601,0.047108,0.394083,-0.021874
89,0.53673,0.047334,0.394748,-0.021918
90,0.536167,0.047416,0.394362,-0.021836
91,0.536325,0.047617,0.394536,-0.02183
92,0.535376,0.04752,0.393954,-0.021749
93,0.536149,0.047283,0.394848,-0.021384
94,0.53499,0.047287,0.394359,-0.021218
95,0.535982,0.047539,0.395025,-0.021165
96,0.536061,0.047717,0.395082,-0.021078
97,0.535101,0.047848,0.394333,-0.02106
98,0.535853,0.048103,0.394727,-0.021054
99,0.534977,0.047959,0.393789,-0.021151
100,0.535487,0.047922,0.394166,-0.021229
101,0.536667,0.047866,0.394982,-0.021365
102,0.536209,0.047934,0.394548,-0.021531
103,0.536127,0.047873,0.394892,-0.021374
104,0.53707,0.047964,0.395743,-0.021525
105,0.535647,0.047835,0.394492,-0.021537
106,0.536633,0.047689,0.39523,-0.021741
107,0.536158,0.047796,0.395053,-0.021607
108,0.536185,0.047725,0.394898,-0.021709
109,0.536089,0.047598,0.394781,-0.021632
110,0.535978,0.047544,0.39484,-0.021714
111,0.534697,0.047844,0.393998,-0.021546
112,0.534928,0.048065,0.394286,-0.021556
113,0.534507,0.047972,0.393936,-0.021355
114,0.534474,0.047879,0.393894,-0.021531
115,0.535881,0.047825,0.394673,-0.021646
116,0.535719,0.047788,0.394359,-0.021685
117,0.536263,0.04766,0.39456,-0.021843
118,0.535264,0.047427,0.393677,-0.022007
119,0.536474,0.047478,0.394485,-0.022036
120,0.536419,0.047326,0.394234,-0.021774
121,0.535347,0.047257,0.393438,-0.021769
122,0.535573,0.047367,0.393574,-0.02175
123,0.53558,0.047444,0.393592,-0.021791
124,0.536204,0.047555,0.394097,-0.021721
125,0.536204,0.047654,0.394141,-0.021697
126,0.535208,0.047548,0.393494,-0.021702
127,0.536181,0.047572,0.394098,-0.021727
128,0.53593,0.047511,0.393925,-0.021693
129,0.535539,0.047416,0.393557,-0.021768
130,0.536331,0.047295,0.394149,-0.021755
131,0.535707,0.047258,0.393749,-0.021801
132,0.536614,0.047463,0.394551,-0.021931
133,0.536317,0.047468,0.394367,-0.022022
134,0.535403,0.047402,0.393796,-0.022084
135,0.536041,0.047605,0.394366,-0.021922
136,0.535193,0.047681,0.39387,-0.021926
137,0.535993,0.047855,0.39463,-0.021767
138,0.534762,0.047929,0.394066,-0.02131
139,0.535664,0.047794,0.394614,-0.021479
140,0.535114,0.047478,0.394331,-0.021718
141,0.536028,0.04762,0.394842,-0.02162
142,0.535215,0.047687,0.394192,-0.021724
143,0.536364,0.047795,0.395105,-0.021601
144,0.535404,0.047642,0.394554,-0.021671
145,0.536753,0.047871,0.39539,-0.021622
146,0.536102,0.047843,0.394958,-0.02167
