t,s1,s2,s3,s4
0,0.531714,0.042727,0.390725,-0.023451
1,0.532175,0.042721,0.391132,-0.023591
2,0.532523,0.042594,0.391645,-0.024086
3,0.532245,0.042559,0.391393,-0.023982
4,0.531381,0.042458,0.39095,-0.024007
5,0.531961,0.042534,0.391449,-0.023995
6,0.531967,0.04255,0.391587,-0.023886
7,0.531279,0.042511,0.391208,-0.023812
8,0.531743,0.042516,0.391473,-0.02377
9,0.532617,0.042794,0.391936,-0.023797
10,0.531801,0.042818,0.39124,-0.023712
11,0.531781,0.042788,0.39123,-0.023708
12,0.53253,0.042717,0.391733,-0.023594
13,0.531852,0.042393,0.391204,-0.023272
14,0.531266,0.04235,0.390785,-0.022985
15,0.532185,0.042302,0.391352,-0.022934
16,0.532441,0.042149,0.391384,-0.022887
17,0.53182,0.042103,0.390886,-0.023092
18,0.532182,0.042267,0.391335,-0.023117
19,0.532264,0.04232,0.391444,-0.02317
20,0.531355,0.042276,0.39102,-0.02305
21,0.530949,0.042555,0.390943,-0.022835
22,0.531896,0.043181,0.39146,-0.022898
23,0.531592,0.043003,0.390762,-0.023447
24,0.530885,0.042762,0.389969,-0.023901
25,0.531681,0.042772,0.390297,-0.02406
26,0.532096,0.042726,0.390743,-0.024205
27,0.531299,0.04257,0.390732,-0.024092
28,0.531889,0.042482,0.391066,-0.023781
29,0.53227,0.042288,0.391159,-0.023845
30,0.531683,0.04227,0.390651,-0.023757
31,0.531926,0.042341,0.390816,-0.023589
32,0.532495,0.042489,0.391365,-0.02344
33,0.53148,0.042621,0.390819,-0.023252
34,0.531625,0.042672,0.390872,-0.023319
35,0.532506,0.04256,0.391246,-0.023387
36,0.532274,0.042508,0.390954,-0.023594
37,0.531258,0.042678,0.390448,-0.023597
38,0.532026,0.042704,0.39083,-0.023739
39,0.532366,0.042658,0.391064,-0.023988
40,0.531796,0.042591,0.390764,-0.023904
41,0.53224,0.042509,0.391154,-0.023891
42,0.532725,0.042531,0.391607,-0.023768
43,0.53181,0.042353,0.391064,-0.023682
44,0.531659,0.042277,0.390996,-0.023514
45,0.532444,0.042306,0.391477,-0.023481
46,0.532191,0.042157,0.391027,-0.023667
47,0.531252,0.042104,0.390495,-0.023666
48,0.531944,0.042188,0.391011,-0.023656
49,0.531737,0.042412,0.391039,-0.023431
50,0.531483,0.042153,0.390609,-0.023284
51,0.531943,0.042074,0.391069,-0.023574
52,0.532513,0.041726,0.391333,-0.023859
53,0.531154,0.041655,0.390516,-0.023742
54,0.531071,0.041675,0.390404,-0.023929
55,0.531951,0.041659,0.390936,-0.024254
56,0.531457,0.041697,0.390646,-0.024258
57,0.53074,0.041708,0.390244,-0.024116
58,0.531751,0.041646,0.391068,-0.024215
59,0.531803,0.041676,0.39111,-0.024304
60,0.530998,0.041899,0.390574,-0.024407
61,0.53143,0.041811,0.390816,-0.02444
62,0.531791,0.0419,0.391044,-0.024265
63,0.530875,0.041875,0.390481,-0.02427
64,0.531109,0.04183,0.390626,-0.024217
65,0.531848,0.041849,0.391183,-0.024184
66,0.531415,0.041888,0.390903,-0.024094
67,0.530933,0.042017,0.390543,-0.02404
68,0.531597,0.042094,0.390892,-0.024205
69,0.53161,0.042012,0.390776,-0.024261
70,0.530982,0.042101,0.390458,-0.024288
71,0.531482,0.042119,0.390862,-0.024159
72,0.531648,0.042197,0.390966,-0.023807
73,0.53106,0.042238,0.390539,-0.023423
74,0.531711,0.042232,0.390803,-0.023189
75,0.532536,0.04237,0.391503,-0.023186
76,0.532002,0.042524,0.39117,-0.023237
77,0.531957,0.042571,0.391107,-0.023422
78,0.532487,0.042482,0.391457,-0.023552
