t,s1,s2,s3,s4,s5,s6,s7,s8
56,-0.054588,-0.032457,-0.271404,0.238014,-0.068423,0.391325,0.288307,0.077266
57,-0.054622,-0.032594,-0.271373,0.238074,-0.068425,0.391292,0.288187,0.077546
58,-0.054581,-0.032254,-0.271423,0.238196,-0.068451,0.391796,0.288365,0.077723
59,-0.054492,-0.032082,-0.271171,0.237939,-0.068232,0.391476,0.288277,0.077746
60,-0.054519,-0.03226,-0.271074,0.237815,-0.068244,0.391124,0.288225,0.077563
61,-0.054472,-0.032246,-0.271334,0.238041,-0.068255,0.391232,0.288335,0.077364
62,-0.054414,-0.032142,-0.27162,0.238409,-0.068341,0.391729,0.288922,0.077395
63,-0.054204,-0.032191,-0.271249,0.238012,-0.06792,0.390979,0.288414,0.077272
64,-0.054352,-0.032261,-0.271486,0.238245,-0.068162,0.391426,0.288627,0.077413
65,-0.054261,-0.032313,-0.271113,0.237742,-0.06812,0.390784,0.287926,0.077501
66,-0.054393,-0.032471,-0.271318,0.237841,-0.068271,0.390975,0.287897,0.077635
67,-0.054322,-0.032498,-0.271158,0.237683,-0.068132,0.390643,0.28785,0.077486
68,-0.054792,-0.031858,-0.270747,0.237889,-0.067954,0.390312,0.288409,0.076825
69,-0.054427,-0.032336,-0.271785,0.237982,-0.067852,0.391497,0.287726,0.077204
70,-0.054033,-0.03293,-0.27185,0.237546,-0.068044,0.391568,0.286886,0.078205
71,-0.053881,-0.03285,-0.271848,0.237781,-0.068433,0.392275,0.287298,0.078441
72,-0.054114,-0.032536,-0.271254,0.237807,-0.068349,0.392016,0.287474,0.07831
73,-0.053903,-0.032907,-0.271095,0.237714,-0.068257,0.391718,0.286708,0.078931
74,-0.053625,-0.033601,-0.270802,0.238196,-0.068439,0.392096,0.286555,0.079256
75,-0.053818,-0.033936,-0.271847,0.238625,-0.068059,0.393041,0.286961,0.078775
76,-0.053599,-0.034331,-0.271981,0.238393,-0.067261,0.392495,0.286758,0.079592
77,-0.053592,-0.033677,-0.272239,0.238523,-0.067801,0.392962,0.287721,0.079621
78,-0.053736,-0.033245,-0.272176,0.238368,-0.068272,0.392985,0.287659,0.079406
79,-0.053955,-0.033207,-0.272079,0.238453,-0.068412,0.392808,0.287742,0.079345
80,-0.054334,-0.033166,-0.27173,0.238188,-0.067947,0.392038,0.287535,0.079153
81,-0.053984,-0.033076,-0.271747,0.237703,-0.067532,0.391388,0.286906,0.077803
82,-0.054112,-0.033116,-0.271676,0.237692,-0.067353,0.391449,0.287115,0.077627
83,-0.054806,-0.032977,-0.271881,0.238032,-0.067966,0.392269,0.287455,0.078351
84,-0.054738,-0.033101,-0.272161,0.238311,-0.068068,0.392769,0.287576,0.078856
85,-0.053855,-0.032931,-0.271342,0.237576,-0.067287,0.391388,0.287004,0.077917
86,-0.05412,-0.032872,-0.271617,0.238349,-0.068099,0.39219,0.287399,0.078507
87,-0.054091,-0.033036,-0.271282,0.238114,-0.068204,0.391862,0.287174,0.07879
88,-0.054173,-0.033225,-0.271711,0.238484,-0.068392,0.392404,0.28766,0.079088
89,-0.053988,-0.033136,-0.271704,0.238,-0.068072,0.391951,0.287245,0.078737
90,-0.053957,-0.033141,-0.271912,0.237947,-0.067963,0.392255,0.28722,0.078519
91,-0.053816,-0.033158,-0.271629,0.237697,-0.06752,0.391382,0.286938,0.0781
92,-0.053915,-0.033232,-0.27187,0.23819,-0.067822,0.391984,0.287361,0.078232
93,-0.053726,-0.033076,-0.271384,0.238137,-0.067565,0.391039,0.287038,0.078096
94,-0.053853,-0.033074,-0.271747,0.238709,-0.067916,0.391771,0.287473,0.078381
95,-0.053721,-0.032986,-0.271324,0.238106,-0.067617,0.390928,0.287034,0.078164
96,-0.0538,-0.033027,-0.271368,0.238166,-0.067646,0.390923,0.287116,0.078336
97,-0.053782,-0.033004,-0.27133,0.238102,-0.067639,0.390933,0.287071,0.078296
98,-0.053717,-0.032976,-0.271367,0.237796,-0.06768,0.39125,0.286857,0.078173
99,-0.054134,-0.033073,-0.272067,0.238086,-0.067909,0.3925,0.287444,0.078339
100,-0.054009,-0.03311,-0.271921,0.237937,-0.067757,0.392158,0.287258,0.078432
101,-0.053695,-0.033398,-0.272008,0.238301,-0.067694,0.392264,0.287468,0.07882
102,-0.054019,-0.033492,-0.271339,0.23805,-0.068305,0.392109,0.287253,0.079017
103,-0.053944,-0.032859,-0.271263,0.237975,-0.068196,0.39195,0.28721,0.078098
104,-0.054569,-0.03291,-0.27187,0.238235,-0.067816,0.392437,0.287257,0.078155
105,-0.054648,-0.033421,-0.272241,0.238341,-0.068048,0.392706,0.287566,0.078466
106,-0.054156,-0.033104,-0.271968,0.237849,-0.067381,0.391324,0.287485,0.077997
107,-0.054112,-0.032832,-0.271368,0.237555,-0.067928,0.391372,0.286959,0.078536
108,-0.054005,-0.033145,-0.272247,0.238581,-0.068579,0.393008,0.287587,0.079366
109,-0.05367,-0.033032,-0.272085,0.23819,-0.068027,0.392629,0.288068,0.079399
110,-0.053598,-0.033905,-0.271989,0.238362,-0.067531,0.392737,0.287266,0.079748
111,-0.053654,-0.034504,-0.272135,0.238671,-0.067215,0.392745,0.286873,0.07992
112,-0.053817,-0.033992,-0.271244,0.238213,-0.067879,0.39221,0.286457,0.078875
113,-0.053812,-0.033402,-0.270728,0.23805,-0.068533,0.391939,0.286653,0.079237
114,-0.054076,-0.032534,-0.271472,0.238023,-0.068523,0.392122,0.287215,0.078799
115,-0.054035,-0.03283,-0.271683,0.238002,-0.068345,0.392239,0.287518,0.078498
116,-0.054169,-0.032769,-0.272512,0.238103,-0.068267,0.392701,0.287802,0.078172
117,-0.054329,-0.032767,-0.272054,0.237638,-0.067801,0.39162,0.287133,0.077711
118,-0.054713,-0.032696,-0.272441,0.238375,-0.068344,0.392209,0.287976,0.078058
119,-0.054363,-0.031945,-0.271364,0.237834,-0.068098,0.390945,0.287838,0.077643
120,-0.054254,-0.032354,-0.270981,0.23751,-0.068032,0.390686,0.287611,0.077078
121,-0.054252,-0.032473,-0.271245,0.238019,-0.068198,0.391357,0.288073,0.077253
122,-0.054505,-0.03247,-0.271062,0.238142,-0.068083,0.391263,0.288469,0.077257
123,-0.054462,-0.032112,-0.270356,0.237305,-0.067857,0.390141,0.287863,0.077006
124,-0.0547,-0.03209,-0.270922,0.23769,-0.068329,0.390841,0.288413,0.077214
125,-0.054424,-0.032076,-0.270456,0.237057,-0.067985,0.389877,0.287879,0.077098
126,-0.054462,-0.032209,-0.270796,0.23739,-0.068169,0.390344,0.288016,0.077286
127,-0.054541,-0.032378,-0.271282,0.23789,-0.068357,0.390992,0.288325,0.077466
128,-0.054257,-0.032406,-0.271258,0.237756,-0.06804,0.390694,0.28786,0.077382
129,-0.054394,-0.032525,-0.27176,0.238279,-0.068225,0.39148,0.288367,0.077509
130,-0.054189,-0.032644,-0.271608,0.238244,-0.068071,0.39123,0.288137,0.077506
131,-0.054002,-0.032559,-0.271193,0.23786,-0.067889,0.390799,0.287954,0.077409
132,-0.054277,-0.032495,-0.271642,0.238423,-0.068204,0.391618,0.288549,0.077451
133,-0.054393,-0.032313,-0.271579,0.238297,-0.068108,0.391464,0.288555,0.077347
134,-0.054361,-0.032038,-0.271113,0.237796,-0.06795,0.390593,0.288102,0.077108
135,-0.054567,-0.032196,-0.271588,0.238156,-0.068173,0.391203,0.288232,0.077307
136,-0.054579,-0.03234,-0.271771,0.238191,-0.068222,0.391526,0.288134,0.077559
137,-0.054553,-0.032494,-0.271697,0.237861,-0.067982,0.391158,0.287649,0.077624
138,-0.054559,-0.032791,-0.272171,0.238115,-0.068148,0.391731,0.287669,0.077893
139,-0.054628,-0.032906,-0.272709,0.238336,-0.068323,0.392371,0.287877,0.077976
140,-0.054347,-0.032955,-0.272246,0.237839,-0.068169,0.391795,0.287205,0.078033
141,-0.054217,-0.032941,-0.272098,0.238288,-0.068564,0.392597,0.287456,0.078468
142,-0.054135,-0.032837,-0.271259,0.237987,-0.068361,0.391962,0.287111,0.078432
143,-0.053994,-0.032933,-0.27084,0.237823,-0.068289,0.391775,0.286782,0.078649
144,-0.053887,-0.033705,-0.271339,0.238379,-0.068267,0.39226,0.286659,0.079096
145,-0.05372,-0.033676,-0.272274,0.238894,-0.068175,0.39314,0.28752,0.079005
146,-0.053526,-0.033822,-0.27239,0.238923,-0.067919,0.393288,0.287498,0.079306
147,-0.053746,-0.033313,-0.272181,0.238494,-0.068012,0.393024,0.287755,0.079634
148,-0.053864,-0.032962,-0.271705,0.238206,-0.068093,0.392245,0.287421,0.079303
149,-0.054306,-0.032991,-0.27231,0.238574,-0.068584,0.392663,0.287511,0.078714
150,-0.054136,-0.032948,-0.271721,0.237809,-0.068294,0.391722,0.286865,0.078172
151,-0.054336,-0.032968,-0.271977,0.238098,-0.068125,0.39212,0.287447,0.077946
152,-0.054018,-0.033204,-0.271493,0.237944,-0.067768,0.391441,0.287262,0.077742
153,-0.054548,-0.033408,-0.272329,0.23823,-0.0681,0.392271,0.287719,0.078223
154,-0.054267,-0.033247,-0.272145,0.237933,-0.068022,0.392376,0.287201,0.078313
155,-0.053806,-0.032946,-0.271267,0.237563,-0.067806,0.391487,0.286817,0.07799
156,-0.05391,-0.032899,-0.271593,0.238078,-0.068171,0.392102,0.287309,0.078072
157,-0.054123,-0.032845,-0.271925,0.238602,-0.068427,0.39257,0.287598,0.078301
158,-0.054164,-0.033078,-0.271505,0.238225,-0.068183,0.392285,0.287453,0.078844
159,-0.053456,-0.033624,-0.271539,0.237823,-0.067695,0.391769,0.287136,0.078892
160,-0.05374,-0.033638,-0.271871,0.237986,-0.067909,0.392378,0.287417,0.078866
161,-0.053832,-0.033478,-0.271644,0.237615,-0.067949,0.39205,0.287006,0.078755
162,-0.054301,-0.033408,-0.271999,0.23766,-0.067933,0.392239,0.287448,0.078454
163,-0.054104,-0.033217,-0.271609,0.237105,-0.067055,0.391324,0.287166,0.078237
164,-0.053992,-0.033893,-0.271799,0.237927,-0.067404,0.391783,0.287174,0.078744
165,-0.053791,-0.033976,-0.271665,0.238167,-0.067713,0.391964,0.287135,0.07877
166,-0.053967,-0.033798,-0.271878,0.238486,-0.067996,0.392529,0.287876,0.078553
167,-0.053872,-0.033295,-0.271107,0.237638,-0.068047,0.391488,0.287206,0.078097
168,-0.053983,-0.033177,-0.271492,0.237971,-0.068196,0.391879,0.287194,0.077926
169,-0.05391,-0.032901,-0.271772,0.238128,-0.068158,0.392278,0.287289,0.077627
170,-0.054109,-0.032912,-0.27165,0.23787,-0.067921,0.39189,0.28695,0.077767
171,-0.054583,-0.032976,-0.272162,0.238307,-0.068385,0.392678,0.287568,0.078207
172,-0.054129,-0.032956,-0.271698,0.237709,-0.067966,0.391614,0.287097,0.077994
173,-0.054099,-0.03309,-0.27213,0.238093,-0.067828,0.392095,0.287495,0.077965
174,-0.054038,-0.032937,-0.271888,0.237998,-0.067874,0.391911,0.28697,0.078389
175,-0.054124,-0.033033,-0.271962,0.238317,-0.068052,0.392402,0.287398,0.07905
176,-0.054108,-0.033059,-0.271858,0.238275,-0.067848,0.392713,0.287716,0.079397
177,-0.053721,-0.033754,-0.272146,0.238486,-0.0673,0.393031,0.28715,0.079346
178,-0.053664,-0.033873,-0.271392,0.238096,-0.067532,0.392129,0.286436,0.078563
179,-0.053866,-0.033778,-0.271032,0.238416,-0.068374,0.392579,0.286402,0.078861
180,-0.053803,-0.033331,-0.270377,0.237725,-0.068174,0.391886,0.286272,0.078677
181,-0.053962,-0.032872,-0.271592,0.237618,-0.068137,0.39177,0.286786,0.078008
182,-0.054223,-0.03293,-0.272432,0.238295,-0.068212,0.392593,0.287304,0.078086
183,-0.054442,-0.032789,-0.272254,0.238142,-0.068026,0.39222,0.287391,0.078006
184,-0.054344,-0.032669,-0.271765,0.237857,-0.067819,0.391545,0.287169,0.077939
185,-0.054429,-0.032592,-0.27204,0.238453,-0.068057,0.392205,0.28767,0.078095
186,-0.054495,-0.032468,-0.271805,0.238589,-0.068121,0.392103,0.287867,0.078045
187,-0.054361,-0.03234,-0.271178,0.238138,-0.067911,0.391236,0.287423,0.077803
188,-0.054488,-0.032547,-0.271407,0.238452,-0.068157,0.391624,0.28774,0.077831
189,-0.054496,-0.032574,-0.271414,0.238493,-0.068218,0.391687,0.287764,0.07774
190,-0.054287,-0.032488,-0.271065,0.2382,-0.068156,0.391307,0.287661,0.077526
191,-0.054201,-0.03246,-0.270936,0.237903,-0.067982,0.390945,0.287726,0.077317
192,-0.05433,-0.032517,-0.27141,0.238323,-0.0683,0.391655,0.28825,0.07746
193,-0.054348,-0.032448,-0.271411,0.238334,-0.068312,0.391636,0.288269,0.077403
194,-0.054186,-0.032339,-0.270805,0.237677,-0.067922,0.390608,0.287615,0.077222
195,-0.054441,-0.032352,-0.271388,0.23819,-0.067999,0.39122,0.287717,0.077636
196,-0.054689,-0.032465,-0.271723,0.238568,-0.068124,0.391887,0.287933,0.077848
197,-0.054445,-0.032401,-0.271414,0.238206,-0.067843,0.391315,0.287458,0.077861
198,-0.054449,-0.032453,-0.271678,0.238398,-0.067932,0.391785,0.28755,0.078018
199,-0.054535,-0.03255,-0.272246,0.238743,-0.068297,0.392698,0.287773,0.078156
200,-0.054427,-0.032777,-0.272156,0.238355,-0.068106,0.392193,0.28741,0.078016
201,-0.054339,-0.033038,-0.272198,0.238237,-0.067952,0.392135,0.287227,0.078051
202,-0.054302,-0.033274,-0.272701,0.238599,-0.068118,0.392905,0.287452,0.078346
203,-0.054092,-0.033392,-0.272185,0.238069,-0.067998,0.392293,0.286969,0.078579
204,-0.053974,-0.033407,-0.271732,0.237718,-0.067929,0.391903,0.286687,0.078755
205,-0.053977,-0.033344,-0.271287,0.238178,-0.068031,0.392235,0.286863,0.0791
206,-0.054154,-0.033702,-0.271228,0.238396,-0.067856,0.392289,0.286545,0.079334
207,-0.05393,-0.034088,-0.271633,0.238421,-0.067526,0.392098,0.286564,0.079335
208,-0.053828,-0.034435,-0.272576,0.238941,-0.067536,0.393324,0.287246,0.079933
209,-0.053953,-0.033867,-0.271856,0.238102,-0.067592,0.392453,0.287416,0.079885
210,-0.054105,-0.033649,-0.272117,0.238483,-0.068164,0.392963,0.287867,0.07994
211,-0.054231,-0.033211,-0.272267,0.238827,-0.068573,0.392917,0.28744,0.079343
212,-0.054204,-0.032794,-0.271998,0.238114,-0.067986,0.391937,0.287274,0.078103
213,-0.054136,-0.032972,-0.271858,0.237904,-0.067898,0.391768,0.287331,0.077862
214,-0.05429,-0.033169,-0.271991,0.237901,-0.068124,0.392046,0.287354,0.077962
215,-0.054551,-0.033149,-0.272177,0.238157,-0.068372,0.392415,0.287562,0.078056
216,-0.054509,-0.033146,-0.27213,0.238303,-0.068169,0.392437,0.287629,0.07776
217,-0.054177,-0.033131,-0.271534,0.237864,-0.067848,0.391703,0.28714,0.077632
218,-0.054045,-0.033099,-0.271421,0.237819,-0.067834,0.391682,0.287132,0.077569
219,-0.054242,-0.033239,-0.271703,0.238123,-0.068007,0.392178,0.287554,0.077664
220,-0.053984,-0.033583,-0.27118,0.237834,-0.067769,0.391683,0.287265,0.077957
221,-0.05413,-0.033882,-0.271596,0.23841,-0.068084,0.39247,0.287673,0.07844
222,-0.053838,-0.03398,-0.271307,0.23814,-0.067918,0.391873,0.287121,0.078957
223,-0.054128,-0.034036,-0.27182,0.238333,-0.067697,0.392067,0.287531,0.079108
224,-0.05424,-0.033857,-0.272063,0.238562,-0.067684,0.392534,0.287667,0.078863
225,-0.054158,-0.033488,-0.271654,0.237969,-0.067362,0.391867,0.287259,0.078306
226,-0.054113,-0.033301,-0.271495,0.237694,-0.067439,0.391829,0.287388,0.078295
227,-0.05415,-0.033296,-0.271271,0.237629,-0.067539,0.391663,0.287421,0.078523
228,-0.054277,-0.033453,-0.271376,0.237808,-0.067983,0.392025,0.287368,0.078611
229,-0.054144,-0.03313,-0.27154,0.238117,-0.068257,0.392318,0.287345,0.078278
230,-0.053975,-0.032961,-0.27149,0.238088,-0.068329,0.392217,0.28732,0.078067
231,-0.053963,-0.032908,-0.271537,0.238101,-0.068151,0.392286,0.287367,0.078066
232,-0.054784,-0.033067,-0.272088,0.238259,-0.068272,0.39266,0.28747,0.078782
233,-0.054973,-0.033205,-0.272349,0.238567,-0.068489,0.393062,0.287859,0.079011
234,-0.054614,-0.033039,-0.272312,0.238343,-0.067937,0.392475,0.287702,0.07831
235,-0.054116,-0.032892,-0.271652,0.237803,-0.067394,0.391408,0.287141,0.078024
236,-0.054119,-0.032945,-0.271632,0.238204,-0.068063,0.391874,0.286956,0.078729
237,-0.054256,-0.033138,-0.272013,0.238612,-0.068417,0.392525,0.287508,0.079135
238,-0.054197,-0.033182,-0.27194,0.23859,-0.068387,0.3926,0.287678,0.079249
239,-0.054062,-0.03322,-0.27169,0.238208,-0.068202,0.392342,0.287703,0.079252
240,-0.053817,-0.033559,-0.271784,0.237871,-0.067507,0.392149,0.287614,0.079246
241,-0.053655,-0.034105,-0.272497,0.238876,-0.067788,0.393408,0.287643,0.079285
242,-0.053804,-0.033944,-0.272154,0.238947,-0.068047,0.393028,0.287219,0.079204
243,-0.053894,-0.034076,-0.271732,0.238673,-0.067916,0.392546,0.286776,0.079253
244,-0.054217,-0.033648,-0.271319,0.238529,-0.068017,0.39238,0.286701,0.07925
245,-0.053785,-0.033295,-0.2704,0.237721,-0.068142,0.391833,0.28627,0.078761
246,-0.054043,-0.0331,-0.270716,0.238115,-0.06852,0.392339,0.286944,0.078751
247,-0.053827,-0.032429,-0.270844,0.2377,-0.068601,0.391486,0.287066,0.078748
248,-0.054187,-0.032553,-0.271775,0.238166,-0.068597,0.392447,0.287553,0.078667
249,-0.053961,-0.032731,-0.271442,0.237771,-0.068256,0.391823,0.287282,0.078391
250,-0.054247,-0.032642,-0.271995,0.238363,-0.068756,0.392963,0.288073,0.078461
251,-0.053828,-0.032689,-0.271385,0.237639,-0.068263,0.391662,0.287084,0.078273
252,-0.054087,-0.032844,-0.272,0.238316,-0.068584,0.39249,0.287656,0.078475
253,-0.053769,-0.032902,-0.271327,0.237642,-0.067993,0.391235,0.287008,0.078027
254,-0.054002,-0.032923,-0.271685,0.238258,-0.068139,0.392166,0.287512,0.078127
255,-0.053843,-0.032741,-0.271216,0.237926,-0.067852,0.391675,0.287299,0.078074
256,-0.053955,-0.032799,-0.271633,0.238133,-0.068004,0.392161,0.287529,0.078341
257,-0.053998,-0.032838,-0.271568,0.237822,-0.068408,0.391738,0.287148,0.078413
258,-0.054054,-0.032823,-0.271663,0.23778,-0.068539,0.391812,0.287052,0.078489
259,-0.053948,-0.032978,-0.27151,0.237802,-0.068252,0.391912,0.286954,0.078421
260,-0.053866,-0.033003,-0.271348,0.237986,-0.068315,0.392084,0.287097,0.078572
261,-0.053921,-0.032942,-0.271364,0.238228,-0.068608,0.392391,0.287374,0.078748
262,-0.053976,-0.033222,-0.271056,0.238032,-0.068409,0.391873,0.286865,0.078794
263,-0.054084,-0.033478,-0.271341,0.238561,-0.068646,0.392625,0.287059,0.079088
264,-0.053873,-0.033636,-0.270986,0.238271,-0.068179,0.391999,0.286637,0.079112
265,-0.053912,-0.034042,-0.271853,0.238836,-0.068136,0.39295,0.286927,0.07917
266,-0.053853,-0.034143,-0.272503,0.239065,-0.067758,0.393317,0.287412,0.079457
267,-0.053675,-0.034314,-0.272193,0.23884,-0.067329,0.39293,0.28704,0.079722
268,-0.054224,-0.033346,-0.271812,0.237948,-0.067786,0.39239,0.287672,0.079794
269,-0.054208,-0.032825,-0.271638,0.238179,-0.068032,0.392109,0.287432,0.079005
270,-0.054256,-0.032968,-0.272158,0.238482,-0.068186,0.392582,0.2874,0.0789
271,-0.054192,-0.032986,-0.272382,0.238632,-0.068267,0.392949,0.287385,0.078868
272,-0.053842,-0.032906,-0.271879,0.23815,-0.068009,0.392057,0.286934,0.078569
273,-0.054074,-0.033035,-0.27216,0.238457,-0.068143,0.3925,0.287369,0.078263
274,-0.053863,-0.032995,-0.271568,0.237709,-0.067668,0.391336,0.286996,0.077942
275,-0.054028,-0.032827,-0.271586,0.237535,-0.067759,0.391301,0.286975,0.077716
276,-0.054316,-0.033376,-0.272051,0.238021,-0.068064,0.392247,0.287525,0.078415
277,-0.054399,-0.033425,-0.272224,0.238341,-0.068289,0.392736,0.28761,0.078755
278,-0.05415,-0.033462,-0.271679,0.238056,-0.068006,0.392148,0.28705,0.078504
279,-0.054107,-0.033713,-0.271618,0.237903,-0.067992,0.392016,0.28672,0.078337
280,-0.054318,-0.033386,-0.271735,0.23851,-0.068213,0.392361,0.287161,0.078797
281,-0.054444,-0.033434,-0.271961,0.23883,-0.068269,0.392724,0.287515,0.078879
282,-0.054489,-0.0337,-0.27228,0.238953,-0.068306,0.393027,0.28775,0.078651
283,-0.05443,-0.033531,-0.272081,0.23824,-0.067896,0.392073,0.287505,0.078364
284,-0.054569,-0.033459,-0.272437,0.238401,-0.068043,0.392439,0.287795,0.078354
285,-0.054324,-0.033343,-0.271765,0.237561,-0.067904,0.391733,0.287313,0.078179
286,-0.054346,-0.033358,-0.271835,0.237644,-0.067871,0.391837,0.287356,0.078248
287,-0.054414,-0.0331,-0.27183,0.237739,-0.06759,0.391679,0.287382,0.078231
288,-0.054605,-0.032979,-0.272263,0.238241,-0.068017,0.392457,0.287618,0.07838
289,-0.054001,-0.033183,-0.271621,0.237668,-0.067433,0.391568,0.287016,0.077569
290,-0.054037,-0.033103,-0.271692,0.237727,-0.067313,0.39102,0.287336,0.0778
291,-0.054156,-0.032681,-0.271799,0.237495,-0.067413,0.391283,0.287286,0.077952
292,-0.053776,-0.033028,-0.271516,0.237563,-0.067897,0.391521,0.286565,0.077881
293,-0.053916,-0.032513,-0.271747,0.238009,-0.06818,0.391765,0.287395,0.07812
294,-0.054284,-0.032978,-0.272323,0.238854,-0.068735,0.392974,0.28756,0.079135
295,-0.054178,-0.033145,-0.271759,0.238202,-0.068119,0.392112,0.287453,0.079598
296,-0.053883,-0.033181,-0.271532,0.237821,-0.067384,0.392148,0.287428,0.079166
297,-0.053403,-0.033535,-0.271787,0.23804,-0.067415,0.392407,0.287511,0.079272
298,-0.053404,-0.033949,-0.272218,0.238612,-0.067535,0.393053,0.287152,0.079528
299,-0.053478,-0.033874,-0.271788,0.23848,-0.067688,0.392431,0.286468,0.079345
300,-0.053772,-0.033645,-0.271964,0.238671,-0.068134,0.392624,0.28684,0.079295
301,-0.054133,-0.033336,-0.271679,0.238464,-0.068467,0.39252,0.287145,0.079049
302,-0.054087,-0.033043,-0.271277,0.238046,-0.068304,0.392025,0.287068,0.078773
