t,s1,s2,s3,s4,s5,s6,s7,s8
0,-0.05453,-0.031773,-0.270989,0.237417,-0.068175,0.391,0.288246,0.077466
1,-0.054476,-0.031589,-0.271449,0.238068,-0.068367,0.391763,0.288674,0.077593
2,-0.05444,-0.031633,-0.271318,0.237872,-0.06817,0.391198,0.288553,0.077325
3,-0.054572,-0.032208,-0.271399,0.237879,-0.068326,0.391133,0.288356,0.077466
4,-0.054561,-0.032261,-0.271384,0.237994,-0.068281,0.391051,0.288377,0.077297
5,-0.054714,-0.0318,-0.271438,0.238229,-0.068121,0.391184,0.288832,0.07708
6,-0.054921,-0.031639,-0.271734,0.238476,-0.068085,0.391546,0.288865,0.077097
7,-0.054741,-0.032336,-0.272291,0.238372,-0.067881,0.391962,0.288142,0.07719
8,-0.054508,-0.032629,-0.272443,0.238419,-0.067925,0.392457,0.288042,0.077559
9,-0.053938,-0.032697,-0.271329,0.23809,-0.068132,0.391877,0.287559,0.07799
10,-0.05401,-0.032994,-0.271319,0.238451,-0.068417,0.392407,0.287602,0.078472
11,-0.053791,-0.033342,-0.271212,0.23813,-0.068277,0.391756,0.287027,0.078766
12,-0.053746,-0.033735,-0.271509,0.23836,-0.068295,0.391993,0.286927,0.078875
13,-0.05378,-0.033715,-0.272157,0.239055,-0.068387,0.393298,0.287552,0.07903
14,-0.053369,-0.033901,-0.272198,0.238815,-0.06786,0.393052,0.287114,0.079136
15,-0.053307,-0.033776,-0.271985,0.238286,-0.067375,0.392566,0.287128,0.079348
16,-0.053968,-0.03312,-0.272032,0.238167,-0.06749,0.392938,0.287627,0.079283
17,-0.053897,-0.033051,-0.271351,0.237665,-0.067645,0.391985,0.287401,0.079557
18,-0.053991,-0.033473,-0.272062,0.238675,-0.068133,0.392832,0.287733,0.079641
19,-0.054089,-0.032989,-0.272165,0.238794,-0.068402,0.39299,0.28806,0.079373
20,-0.053813,-0.032564,-0.271808,0.238242,-0.068244,0.392022,0.287883,0.078999
21,-0.054015,-0.033051,-0.272031,0.238302,-0.068581,0.392629,0.287307,0.078951
22,-0.054415,-0.032825,-0.272172,0.238483,-0.068479,0.392849,0.287654,0.078709
23,-0.054185,-0.032988,-0.271572,0.237883,-0.067822,0.391561,0.287246,0.078552
24,-0.054107,-0.033068,-0.271901,0.237933,-0.067687,0.391614,0.287125,0.077872
25,-0.054404,-0.032943,-0.272279,0.238315,-0.067642,0.392371,0.287784,0.07804
26,-0.054323,-0.03292,-0.272014,0.238086,-0.067525,0.391938,0.287549,0.078139
27,-0.054511,-0.033358,-0.272236,0.238081,-0.068097,0.392534,0.287744,0.078188
28,-0.054206,-0.033409,-0.272131,0.238176,-0.067634,0.391972,0.287362,0.078054
29,-0.05417,-0.033641,-0.272311,0.238904,-0.06798,0.392696,0.288014,0.078142
30,-0.054114,-0.033636,-0.27176,0.238482,-0.067814,0.39211,0.287498,0.078174
31,-0.054125,-0.033865,-0.271752,0.238564,-0.06803,0.392546,0.287441,0.078674
32,-0.05373,-0.033751,-0.271934,0.238408,-0.067757,0.392326,0.287567,0.07862
33,-0.053725,-0.033559,-0.271982,0.238249,-0.067774,0.392312,0.287586,0.078434
34,-0.053932,-0.033466,-0.272387,0.23854,-0.068081,0.392963,0.287972,0.078273
35,-0.05369,-0.033335,-0.271908,0.238058,-0.067849,0.39218,0.287492,0.078015
36,-0.053657,-0.033364,-0.271844,0.238117,-0.067858,0.39214,0.287471,0.078063
37,-0.053716,-0.033357,-0.272141,0.23858,-0.068146,0.392632,0.287882,0.078052
38,-0.053672,-0.033179,-0.271905,0.238555,-0.068115,0.392245,0.287757,0.078052
39,-0.053597,-0.033066,-0.271623,0.238298,-0.068014,0.391775,0.287599,0.077947
