t,s1,s2,s3,s4,s5,s6,s7,s8
0,-0.05453,-0.031489,-0.271364,0.23801,-0.068367,0.391601,0.288717,0.077584
1,-0.05456,-0.031653,-0.271338,0.238008,-0.068231,0.391391,0.288689,0.077429
2,-0.054581,-0.032172,-0.271323,0.237886,-0.068323,0.391107,0.288369,0.077495
3,-0.054553,-0.032302,-0.271384,0.2381,-0.068311,0.391146,0.288381,0.07743
4,-0.05437,-0.032158,-0.270907,0.23777,-0.067884,0.390501,0.288151,0.077188
5,-0.0547,-0.031851,-0.271317,0.238157,-0.068026,0.390964,0.288687,0.077082
6,-0.054962,-0.031611,-0.271682,0.238463,-0.067998,0.391511,0.288774,0.077113
7,-0.05481,-0.031872,-0.271604,0.238159,-0.067608,0.391134,0.288097,0.076949
8,-0.054775,-0.032329,-0.272147,0.23818,-0.067707,0.391687,0.287986,0.077145
9,-0.053886,-0.032689,-0.271198,0.238062,-0.068095,0.391738,0.287418,0.078089
10,-0.053782,-0.033346,-0.271239,0.238205,-0.068351,0.39175,0.286908,0.078901
11,-0.053706,-0.033608,-0.272169,0.239069,-0.068292,0.393197,0.287687,0.079038
12,-0.053841,-0.033418,-0.272389,0.238516,-0.067603,0.393215,0.288068,0.079132
13,-0.054004,-0.033283,-0.271619,0.237876,-0.067661,0.392118,0.287516,0.079685
14,-0.054114,-0.03288,-0.272266,0.238766,-0.068475,0.393017,0.288316,0.079396
15,-0.053829,-0.032578,-0.271846,0.23822,-0.068282,0.392114,0.287649,0.078946
16,-0.054325,-0.032934,-0.27208,0.238347,-0.068324,0.392568,0.287677,0.078886
17,-0.054187,-0.033061,-0.271761,0.237996,-0.067757,0.391602,0.287209,0.078366
18,-0.054067,-0.033015,-0.271766,0.23777,-0.067525,0.391559,0.287066,0.077898
19,-0.0543,-0.033002,-0.272259,0.23836,-0.067756,0.392338,0.287731,0.078264
20,-0.054242,-0.033165,-0.272072,0.238182,-0.067644,0.391985,0.287514,0.078162
21,-0.05415,-0.033287,-0.271717,0.237594,-0.067633,0.391572,0.287165,0.077959
22,-0.054516,-0.033439,-0.272378,0.238236,-0.068236,0.392707,0.287782,0.078363
23,-0.054049,-0.033398,-0.272133,0.238315,-0.067447,0.392011,0.287404,0.078124
24,-0.054255,-0.033565,-0.272327,0.239108,-0.068003,0.392828,0.288053,0.078225
25,-0.053967,-0.03391,-0.272434,0.239095,-0.067974,0.393165,0.288047,0.078944
26,-0.053715,-0.03353,-0.27198,0.238201,-0.067603,0.392289,0.287539,0.078299
27,-0.053758,-0.033562,-0.272334,0.238525,-0.067857,0.392899,0.287838,0.078305
28,-0.053479,-0.033304,-0.27176,0.238168,-0.06763,0.391958,0.287366,0.07799
29,-0.053663,-0.033159,-0.272009,0.238718,-0.068007,0.392344,0.287861,0.07812
30,-0.053647,-0.033077,-0.271823,0.238525,-0.067961,0.391896,0.287688,0.078041
31,-0.053918,-0.033083,-0.272102,0.239006,-0.068235,0.392678,0.288242,0.078263
32,-0.053747,-0.032963,-0.271708,0.238506,-0.067934,0.391949,0.287717,0.07803
33,-0.053811,-0.03303,-0.271952,0.238797,-0.068158,0.392401,0.28788,0.078211
34,-0.053975,-0.033041,-0.27213,0.238904,-0.06825,0.392721,0.287981,0.078266
35,-0.053812,-0.032949,-0.271611,0.238301,-0.067929,0.391727,0.287536,0.078114
36,-0.053807,-0.032961,-0.271693,0.238407,-0.068067,0.391961,0.28764,0.07822
37,-0.053856,-0.032938,-0.271745,0.238463,-0.068027,0.391943,0.28764,0.078292
38,-0.053823,-0.032915,-0.27173,0.238512,-0.067975,0.391894,0.287588,0.078328
39,-0.053989,-0.032986,-0.272228,0.238946,-0.06826,0.392657,0.288168,0.078528
40,-0.053865,-0.032923,-0.271977,0.238799,-0.068076,0.392259,0.287954,0.078513
41,-0.053773,-0.03296,-0.27159,0.238582,-0.067873,0.39177,0.287715,0.078445
42,-0.053789,-0.033019,-0.271721,0.238764,-0.067853,0.391824,0.288018,0.07861
43,-0.053941,-0.033188,-0.272093,0.239106,-0.068101,0.392469,0.288195,0.078767
44,-0.054042,-0.033208,-0.272048,0.238998,-0.068045,0.392429,0.288026,0.078692
45,-0.053921,-0.033214,-0.271478,0.238434,-0.067751,0.391675,0.287576,0.078484
46,-0.05393,-0.033343,-0.27156,0.23856,-0.067711,0.392032,0.287587,0.078473
47,-0.053956,-0.033581,-0.272062,0.2387,-0.067977,0.392638,0.287657,0.078489
48,-0.053876,-0.033499,-0.271787,0.238027,-0.067629,0.391998,0.287119,0.078231
49,-0.053805,-0.033484,-0.271807,0.23785,-0.067717,0.391915,0.286942,0.078311
50,-0.053899,-0.033415,-0.272193,0.238342,-0.068048,0.392538,0.287493,0.078563
51,-0.053763,-0.033578,-0.271898,0.238341,-0.067934,0.392339,0.287556,0.078747
52,-0.053855,-0.033672,-0.271667,0.238341,-0.068148,0.392291,0.287368,0.07891
53,-0.054199,-0.033393,-0.271918,0.238713,-0.068484,0.392906,0.287519,0.078752
54,-0.053831,-0.033227,-0.27169,0.238195,-0.067812,0.39209,0.287082,0.078054
55,-0.054327,-0.033528,-0.27237,0.238554,-0.068108,0.392818,0.287621,0.078439
56,-0.054359,-0.032991,-0.272226,0.238276,-0.068288,0.392511,0.287443,0.078111
57,-0.054124,-0.033063,-0.272219,0.238391,-0.068116,0.392412,0.28737,0.078059
58,-0.053903,-0.032868,-0.272156,0.238402,-0.067978,0.392345,0.287294,0.07819
59,-0.05419,-0.032925,-0.272511,0.238784,-0.068343,0.393116,0.287633,0.078752
60,-0.054146,-0.032978,-0.272019,0.23848,-0.067854,0.392474,0.28766,0.079159
61,-0.054291,-0.033042,-0.272054,0.23856,-0.067818,0.393094,0.28796,0.079431
62,-0.054017,-0.033076,-0.271646,0.238019,-0.067221,0.392575,0.28746,0.079327
63,-0.053762,-0.033498,-0.271724,0.23813,-0.066998,0.392394,0.286938,0.079335
64,-0.053773,-0.033762,-0.272234,0.238652,-0.067504,0.393339,0.287202,0.079141
65,-0.053932,-0.033794,-0.271984,0.238604,-0.067876,0.393101,0.28701,0.078858
66,-0.053882,-0.033916,-0.271214,0.238166,-0.067795,0.392188,0.286295,0.078795
67,-0.054107,-0.033617,-0.271116,0.238425,-0.068256,0.392701,0.286676,0.079044
68,-0.054158,-0.033258,-0.271118,0.238379,-0.068283,0.392663,0.287012,0.078987
69,-0.053974,-0.033007,-0.270942,0.237923,-0.068067,0.391909,0.286856,0.078556
70,-0.054266,-0.033154,-0.2726,0.238454,-0.068066,0.39289,0.287545,0.078382
71,-0.054272,-0.033006,-0.272202,0.238248,-0.06788,0.392098,0.287169,0.078074
72,-0.054394,-0.032738,-0.272215,0.238446,-0.068123,0.392386,0.287512,0.078059
73,-0.054392,-0.032422,-0.271586,0.238281,-0.067907,0.391527,0.287849,0.077889
74,-0.054314,-0.032327,-0.27142,0.23807,-0.068012,0.391144,0.287883,0.077539
75,-0.054527,-0.03239,-0.271792,0.238413,-0.068382,0.391766,0.28845,0.077434
76,-0.054407,-0.032626,-0.271098,0.237708,-0.068206,0.390848,0.287769,0.077383
77,-0.054552,-0.032712,-0.271549,0.238272,-0.06844,0.391858,0.288232,0.07779
78,-0.054525,-0.03264,-0.271476,0.238187,-0.068386,0.391806,0.288286,0.077798
