t,s1,s2,s3,s4,s5,s6,s7,s8
0,-0.05454,-0.031599,-0.271365,0.237947,-0.068348,0.391502,0.288874,0.077671
1,-0.054447,-0.031828,-0.271021,0.237463,-0.068141,0.39078,0.288271,0.077472
2,-0.054565,-0.032103,-0.271183,0.237725,-0.068297,0.390987,0.288266,0.07765
3,-0.054682,-0.032322,-0.271389,0.237902,-0.068407,0.391154,0.288405,0.07752
4,-0.054486,-0.03233,-0.271042,0.237877,-0.068024,0.390665,0.288171,0.077311
5,-0.054603,-0.032001,-0.271111,0.237986,-0.068044,0.39072,0.288517,0.07713
6,-0.055034,-0.031683,-0.271653,0.238536,-0.068186,0.391545,0.288916,0.077035
7,-0.054911,-0.031914,-0.271665,0.238283,-0.067802,0.391336,0.288343,0.077039
8,-0.054799,-0.032388,-0.272003,0.238157,-0.06775,0.391528,0.287919,0.077133
9,-0.054666,-0.032663,-0.27256,0.238485,-0.068021,0.392499,0.288035,0.077526
10,-0.053761,-0.032825,-0.271293,0.237903,-0.068036,0.391578,0.287345,0.077937
11,-0.054011,-0.032982,-0.271378,0.238329,-0.068447,0.392271,0.287556,0.078442
12,-0.053758,-0.033643,-0.271336,0.238223,-0.068363,0.391836,0.286795,0.078908
13,-0.053793,-0.033695,-0.27187,0.238814,-0.068367,0.392907,0.2874,0.079031
14,-0.053492,-0.033831,-0.27221,0.23895,-0.068084,0.393143,0.287182,0.07922
15,-0.05324,-0.033951,-0.271964,0.238394,-0.067402,0.392619,0.286883,0.0795
16,-0.0535,-0.033628,-0.272252,0.238463,-0.06768,0.393022,0.287787,0.079396
17,-0.054042,-0.033322,-0.272271,0.238386,-0.067489,0.393339,0.287822,0.079428
18,-0.053947,-0.033157,-0.271574,0.237827,-0.067672,0.392382,0.287476,0.079717
19,-0.053869,-0.033596,-0.271916,0.238407,-0.068002,0.392581,0.287613,0.079814
20,-0.054075,-0.033008,-0.272295,0.238865,-0.068458,0.393302,0.28824,0.079565
21,-0.053864,-0.03252,-0.27206,0.23841,-0.068374,0.392455,0.288036,0.079124
22,-0.054034,-0.032881,-0.272024,0.238206,-0.068489,0.392504,0.287412,0.078986
23,-0.054267,-0.033054,-0.271818,0.238187,-0.067963,0.392059,0.287469,0.078782
24,-0.05405,-0.033082,-0.271798,0.237725,-0.067622,0.391468,0.287,0.078035
25,-0.0543,-0.033014,-0.272142,0.238141,-0.067681,0.39214,0.287461,0.078034
26,-0.054313,-0.032973,-0.272256,0.238202,-0.067731,0.392242,0.287706,0.078131
27,-0.054096,-0.03322,-0.271904,0.237714,-0.067534,0.391631,0.287294,0.077931
28,-0.054422,-0.033425,-0.272163,0.238,-0.067981,0.392311,0.287522,0.078236
29,-0.054208,-0.033383,-0.272302,0.238237,-0.067697,0.392192,0.287452,0.078125
30,-0.054009,-0.033393,-0.27212,0.238476,-0.067683,0.392306,0.287624,0.078096
31,-0.054146,-0.033478,-0.272385,0.238957,-0.067928,0.392904,0.288067,0.07822
32,-0.054248,-0.033646,-0.272046,0.238775,-0.067934,0.392388,0.287699,0.078364
33,-0.05424,-0.033812,-0.271776,0.238563,-0.067903,0.392388,0.28743,0.078726
34,-0.054206,-0.034005,-0.272237,0.238984,-0.067965,0.393083,0.287842,0.078993
35,-0.053924,-0.033807,-0.272278,0.238696,-0.06772,0.392624,0.287814,0.078828
36,-0.053682,-0.033692,-0.271923,0.238239,-0.06761,0.392124,0.287341,0.078608
37,-0.053763,-0.033716,-0.272209,0.238389,-0.0677,0.39259,0.287631,0.078486
38,-0.053769,-0.033678,-0.272175,0.238417,-0.067698,0.392592,0.287626,0.078332
39,-0.053602,-0.033482,-0.271598,0.238008,-0.067486,0.3918,0.287201,0.07801
40,-0.053674,-0.03345,-0.272006,0.238527,-0.067754,0.392337,0.287521,0.078173
41,-0.05374,-0.033322,-0.27208,0.23874,-0.067848,0.392415,0.287696,0.078172
42,-0.053719,-0.033158,-0.271828,0.238382,-0.067741,0.39185,0.287555,0.078064
43,-0.053763,-0.033172,-0.272013,0.238626,-0.068006,0.392158,0.287727,0.078209
44,-0.054037,-0.033112,-0.27247,0.23911,-0.06826,0.392976,0.288369,0.078286
45,-0.053899,-0.033047,-0.271916,0.238578,-0.067976,0.392086,0.287877,0.078121
46,-0.053848,-0.033054,-0.271963,0.238622,-0.068044,0.392181,0.287892,0.078106
47,-0.053989,-0.033104,-0.272344,0.238911,-0.06824,0.392819,0.288214,0.078339
48,-0.053898,-0.033005,-0.272009,0.238642,-0.068169,0.392403,0.287931,0.078249
49,-0.053834,-0.032957,-0.271812,0.238361,-0.067991,0.392018,0.287729,0.078094
50,-0.054065,-0.032974,-0.272157,0.238821,-0.068199,0.392746,0.28815,0.078298
51,-0.053967,-0.033021,-0.272017,0.238737,-0.068134,0.392453,0.287888,0.078183
52,-0.053865,-0.032906,-0.271543,0.238351,-0.067961,0.391847,0.287549,0.078175
53,-0.053934,-0.032925,-0.271983,0.238761,-0.068205,0.392485,0.287942,0.078283
54,-0.053949,-0.032894,-0.272041,0.238854,-0.068214,0.392543,0.288021,0.07832
55,-0.053854,-0.032911,-0.271651,0.238572,-0.068063,0.392031,0.287725,0.078314
56,-0.053954,-0.032889,-0.272011,0.239005,-0.068248,0.39258,0.288033,0.078332
57,-0.053975,-0.032957,-0.272135,0.239169,-0.0683,0.392745,0.288167,0.078421
58,-0.053877,-0.032983,-0.271782,0.238731,-0.067893,0.39212,0.287844,0.078322
59,-0.053792,-0.033118,-0.271945,0.238796,-0.06792,0.392238,0.287826,0.078433
60,-0.054008,-0.033119,-0.272319,0.239055,-0.06816,0.392787,0.288282,0.078559
61,-0.053848,-0.033177,-0.271803,0.238586,-0.067884,0.391942,0.287771,0.078397
62,-0.053827,-0.033338,-0.271693,0.238391,-0.06776,0.391905,0.28755,0.078366
63,-0.054014,-0.033493,-0.272135,0.238565,-0.067979,0.392659,0.287783,0.078393
64,-0.053957,-0.033592,-0.271982,0.238274,-0.067862,0.392376,0.287416,0.078435
65,-0.053826,-0.033531,-0.271702,0.237855,-0.067703,0.391891,0.287082,0.078276
66,-0.053936,-0.033611,-0.272054,0.238221,-0.068061,0.392512,0.287357,0.078474
67,-0.053868,-0.033735,-0.272015,0.23833,-0.068149,0.392509,0.287555,0.078689
68,-0.05377,-0.033811,-0.271445,0.238041,-0.06805,0.391908,0.287084,0.07887
69,-0.05404,-0.033661,-0.27176,0.238441,-0.068437,0.392675,0.287502,0.07895
70,-0.05403,-0.033314,-0.271962,0.238615,-0.068364,0.392758,0.287538,0.078625
71,-0.053758,-0.033226,-0.271745,0.238174,-0.067928,0.392114,0.287304,0.078133
72,-0.054025,-0.033324,-0.272123,0.238632,-0.067969,0.39264,0.287477,0.078262
73,-0.05444,-0.033421,-0.272551,0.238745,-0.068321,0.39324,0.287668,0.078594
74,-0.054395,-0.033474,-0.272143,0.238406,-0.068107,0.392583,0.287497,0.078824
75,-0.054312,-0.03312,-0.272053,0.238146,-0.067976,0.392249,0.287582,0.078339
76,-0.054145,-0.032873,-0.272239,0.238298,-0.06815,0.392524,0.287541,0.077937
77,-0.053919,-0.032867,-0.271869,0.237959,-0.067745,0.391786,0.287225,0.078052
78,-0.053915,-0.032985,-0.271917,0.238219,-0.068085,0.392017,0.287023,0.078557
79,-0.054172,-0.033121,-0.272372,0.23885,-0.068645,0.393029,0.287383,0.079183
80,-0.054218,-0.033076,-0.272238,0.238856,-0.068553,0.392919,0.287591,0.07931
81,-0.053959,-0.033157,-0.271751,0.23865,-0.068338,0.392556,0.287433,0.079412
82,-0.053994,-0.033436,-0.27208,0.239007,-0.068294,0.393221,0.287804,0.079702
